# started_at=2025-12-14T19:04:54+03:00
# cmd: vmstat 1
# app_pid=7559

procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 24494308 205836 2962860    0    0     0   644 20053 36899 10  3 87  1  0
 2  0      0 24494308 205836 2962860    0    0     0  1312 20210 34886  4  3 92  1  0
 3  2      0 24494308 205836 2962860    0    0     0   792 21478 40909  9  4 85  1  0
 2  0      0 24494308 205836 2962860    0    0   204  1128 22524 40095  4  4 90  1  0
 2  0      0 24494308 205836 2962860    0    0     0 37624 19900 35572  4  4 89  3  0
 1  0      0 24494308 205836 2962860    0    0     0   868 21598 35183  5  4 90  1  0
 3  0      0 24494308 205836 2962860    0    0     0   556 17811 30546  5  4 91  1  0
 8  0      0 24494308 205836 2962860    0    0     0  1016 29620 44082 10  7 82  1  0
 2  0      0 24494308 205836 2962860    0    0     0   876 22098 43080 11  5 83  1  0
 7  0      0 24494308 205836 2962860    0    0     0  1520 17767 29451 10  3 87  1  0
 6  0      0 24494308 205836 2962860    0    0     0   480 22020 40895 19  4 77  0  0
 3  0      0 24494308 205836 2962860    0    0     0   692 26476 49565 19  6 74  1  0
 4  0      0 24494308 205836 2962860    0    0     0   332 21624 33592 21  4 75  0  0
 2  0      0 24494308 205836 2962860    0    0     0   856 24315 44486 11  4 84  1  0
 4  0      0 24494308 205836 2962860    0    0     0  1360 30900 56346 12  5 82  2  0
 3  0      0 24494308 205836 2962860    0    0     0  1360 29413 51390 12  3 83  2  0
 3  1      0 24494308 205836 2962860    0    0     0   808 25706 49310 11  5 83  1  0
 4  0      0 24494308 205836 2962860    0    0     0   560 26010 47983 13  4 82  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1008 28714 55162 14  6 79  1  0
 2  0      0 24494308 205836 2962860    0    0    68 10776 25879 50546 12  4 83  1  0
 3  1      0 24494308 205836 2962860    0    0     0  7520 28340 50191 11  4 84  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 24494308 205836 2962860    0    0     0  1164 26026 51583 11  4 83  1  0
 5  1      0 24494308 205836 2962860    0    0     0   852 25927 49469 13  4 81  1  0
 5  0      0 24494308 205836 2962860    0    0     0   680 22247 41359 10  3 86  1  0
 2  0      0 24494308 205836 2962860    0    0     0 23284 26607 50614 12  5 82  1  0
 3  0      0 24494308 205836 2962860    0    0     0   952 26710 51218 12  4 83  0  0
 6  0      0 24494308 205836 2962860    0    0     0   832 26826 50862 12  4 84  0  0
 5  0      0 24494308 205836 2962860    0    0     0   928 26281 50581 13  5 81  0  0
 8  0      0 24494308 205836 2962860    0    0    20   764 25106 46751  9  5 86  0  0
 2  0      0 24494308 205836 2962860    0    0     0  9404 20862 36129  3  3 93  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1252 22973 40608  6  4 91  0  0
 5  0      0 24494308 205836 2962860    0    0     0  1356 29060 58216 13  6 81  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1140 27572 57226 14  5 80  0  0
 3  0      0 24494308 205836 2962860    0    0     0   976 27534 58000 13  7 80  0  0
 2  0      0 24494308 205836 2962860    0    0     0 14224 27474 54858 10  4 85  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1928 26310 50677 10  4 86  0  0
 3  0      0 24494308 205836 2962860    0    0     0  1012 26318 52388 12  4 83  0  0
 3  0      0 24494308 205836 2962860    0    0     0  1336 29859 57686 15  6 78  0  0
 1  0      0 24494308 205836 2962860    0    0     0   604 24409 43828 11  3 86  0  0
 3  0      0 24494308 205836 2962860    0    0     0   748 24542 47066 10  4 86  0  0
 3  0      0 24494308 205836 2962860    0    0     0   616 24620 47285 10  3 87  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1308 25131 49263 11  4 85  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 24494308 205836 2962860    0    0     0   756 27066 52992 14  6 80  0  0
 4  0      0 24494308 205836 2962860    0    0     0   692 24227 46685 12  4 83  0  0
 3  0      0 24494308 205836 2962860    0    0     0  5944 26797 48272 12  4 83  0  0
 1  0      0 24494308 205836 2962860    0    0     0   536 24501 46433 11  4 85  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1296 26074 49833 11  4 84  0  0
 2  0      0 24494308 205836 2962860    0    0     0   996 26905 52927 14  5 81  0  0
 2  0      0 24494308 205836 2962860    0    0     0   844 23801 45004  9  3 88  0  0
 2  0      0 24494308 205836 2962860    0    0     0   744 22952 41017  5  4 91  0  0
 1  0      0 24494308 205836 2962860    0    0     0 60104 25570 44139  8  5 87  0  0
 3  0      0 24494308 205836 2962860    0    0     0  1744 23879 47400  6  4 89  0  0
 1  0      0 24494308 205836 2962860    0    0     0  1456 31825 66509 15  8 77  1  0
 2  0      0 24494308 205836 2962860    0    0     0   692 25059 49285 10  5 86  0  0
 4  0      0 24494308 205836 2962860    0    0     0   632 26303 49949 11  5 84  0  0
 4  0      0 24494308 205836 2962860    0    0     0   604 24968 48035 12  4 84  0  0
 4  0      0 24494308 205836 2962860    0    0     0  2420 32020 63562 13  6 80  1  0
 2  0      0 24494308 205836 2962860    0    0     0   704 25043 47654 12  4 84  0  0
 3  0      0 24494308 205836 2962860    0    0     0   576 28146 51883 10  5 85  0  0
 3  1      0 24494308 205836 2962860    0    0     0   948 32887 56382 13  5 81  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1356 28485 54089 11  4 85  0  0
 2  0      0 24494308 205836 2962860    0    0     0   732 26369 52655 12  4 84  0  0
 4  0      0 24494308 205836 2962860    0    0    28   924 25899 50731 14  5 81  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
12  0      0 24494308 205836 2962860    0    0     0   956 28108 57128 12  5 83  0  0
 5  0      0 24494308 205836 2962860    0    0     0 61356 34738 70378 13  7 75  4  0
 2  0      0 24494308 205836 2962860    0    0     0   580 21953 41419  7  3 89  1  0
 3  0      0 24494308 205836 2962860    0    0     0   712 23547 42322  5  4 90  1  0
 2  0      0 24494308 205836 2962860    0    0     0  1196 36571 46203  6  7 85  1  0
 2  0      0 24494308 205836 2962860    0    0     0   748 23641 42123  5  4 90  1  0
 1  0      0 24494308 205836 2962860    0    0     0   736 25793 42755  8  4 88  1  0
 1  0      0 24494308 205836 2962860    0    0     0   556 22168 37391  4  3 93  1  0
 2  0      0 24494308 205836 2962860    0    0     0   604 22083 40353  5  3 91  1  0
 4  0      0 24494308 205836 2962860    0    0     0   976 26364 50815  9  6 84  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1084 26817 54750 12  4 83  1  0
 4  0      0 24494308 205836 2962860    0    0     0  1992 26167 51209 11  3 85  1  0
 2  0      0 24494308 205836 2962860    0    0     0   704 28066 54730 15  5 80  1  0
 3  1      0 24494308 205836 2962860    0    0   188   932 27595 54495 11  4 84  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1012 27217 51612 12  5 81  1  0
 8  0      0 24494308 205836 2962860    0    0     0   804 24219 44782 10  3 86  1  0
 2  0      0 24494308 205836 2962860    0    0     0   800 24787 47159 12  4 84  1  0
 3  0      0 24494308 205836 2962860    0    0     0   744 25679 51043 11  5 84  1  0
16  0      0 24494308 205836 2962860    0    0     0   824 25089 47801 13  4 82  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1060 29399 56872 13  5 81  1  0
 2  0      0 24494308 205836 2962860    0    0     0   740 25059 47090 10  4 85  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  2      0 24494308 205836 2962860    0    0     0 36648 25409 46899 10  4 85  1  0
 2  0      0 24494308 205836 2962860    0    0     0  1820 25521 47468 11  4 85  1  0
 2  0      0 24494308 205836 2962860    0    0     0   852 25844 51076 12  4 83  1  0
 4  0      0 24494308 205836 2962860    0    0     0  1104 28779 58004 12  5 81  1  0
 2  0      0 24494308 205836 2962860    0    0     0   696 24060 44354 12  3 84  1  0
 3  1      0 24494308 205836 2962860    0    0     0 28392 26827 47715  9  4 85  1  0
 3  0      0 24494308 205836 2962860    0    0     0   460 19388 33573  4  2 93  1  0
 2  0      0 24494308 205836 2962860    0    0     0   764 23222 42059  5  4 90  1  0
 2  0      0 24494308 205836 2962860    0    0     0   752 23119 41728  8  4 87  1  0
 4  0      0 24494308 205836 2962860    0    0     0   912 24975 45889  6  5 88  2  0
 2  0      0 24494308 205836 2962860    0    0     0  1028 29332 62407 14  6 78  3  0
 9  1      0 24494308 205836 2962860    0    0     0 21752 30954 58713 15  7 68 10  0
 4  0      0 24494308 205836 2962860    0    0     0  1032 27352 54961 12  4 82  2  0
 4  0      0 24494308 205836 2962860    0    0     0   636 25075 44892 11  4 83  1  0
 3  0      0 24494308 205836 2962860    0    0     0   672 26597 51064 12  4 83  1  0
 2  1      0 24494308 205836 2962860    0    0     0   728 24659 45883 11  3 85  1  0
 2  5      0 24494308 205836 2962860    0    0     0  6788 23657 41067 10  4 67 19  0
 5  0      0 24494308 205836 2962860    0    0     0  1052 27602 54833 14  4 75  7  0
 3  0      0 24494308 205836 2962860    0    0     0  1068 27137 50959 13  5 79  3  0
 3  0      0 24494308 205836 2962860    0    0     0   836 23044 41959 12  5 81  2  0
 3  0      0 24494308 205836 2962860    0    0     0   372 18786 33428 17  4 79  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 24494308 205836 2962860    0    0     0   356 21080 38170 18  5 77  1  0
 4  0      0 24494308 205836 2962860    0    0     0   356 20595 40600 18  4 78  0  0
 6  1      0 24494308 205836 2962860    0    0     0   796 21263 39711 20  4 75  1  0
 3  0      0 24494308 205836 2962860    0    0     0   400 18978 32577 19  4 77  1  0
 3  0      0 24494308 205836 2962860    0    0     0   528 23906 38454 22  5 72  1  0
 4  4      0 24494308 205836 2962860    0    0     0 31956 21927 39664 11  4 74 11  0
 3  4      0 24494308 205836 2962860    0    0     0     0 25423 40183 11  5 58 26  0
 3  0      0 24494308 205836 2962860    0    0     0  2204 34681 76703 20  7 69  4  0
 2  0      0 24494308 205836 2962860    0    0     0  1188 30703 60377 13  6 81  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1036 26486 48566  6  3 90  0  0
 4  0      0 24494308 205836 2962860    0    0     0  7736 33107 61640 14  6 80  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1240 29914 63431 14  5 81  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1144 29268 55746 12  5 83  0  0
 2  0      0 24494308 205836 2962860    0    0     0   924 29494 57092 12  4 83  0  0
 3  0      0 24494308 205836 2962860    0    0     0   992 28799 55203 13  4 83  0  0
 3  0      0 24494308 205836 2962860    0    0     0  1056 27334 53177 11  4 85  0  0
 9  1      0 24494308 205836 2962860    0    0     0  1040 28825 57756 13  5 82  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1024 29930 63001 15  6 78  0  0
 3  0      0 24494308 205836 2962860    0    0     0   892 29642 56949 12  5 82  0  0
 2  0      0 24494308 205836 2962860    0    0   256 78736 34718 67627 11  6 82  1  0
 3  0      0 24494308 205836 2962860    0    0     0   908 29665 57419 12  5 83  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  1      0 24494308 205836 2962860    0    0     0  1288 30090 63890 15  6 78  1  0
 2  0      0 24494308 205836 2962860    0    0     0  1048 45906 67367 14  9 77  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1352 32521 66260 16  7 77  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1012 28996 55473 12  4 84  0  0
 4  0      0 24494308 205836 2962860    0    0     0   944 27401 52260 11  4 85  0  0
 2  0      0 24494308 205836 2962860    0    0     0   912 28687 55926 11  5 84  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1024 26858 49547 10  3 87  0  0
 5  0      0 24494308 205836 2962860    0    0     0  1120 27541 50111  7  4 88  1  0
 2  0      0 24494308 205836 2962860    0    0     0  1380 28639 51573  8  5 87  0  0
 5  0      0 24494308 205836 2962860    0    0     0  1080 25725 45637  5  4 91  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1008 27301 53904  8  4 88  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1132 31045 62246 15  6 79  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1288 30247 58972 13  6 81  1  0
 2  0      0 24494308 205836 2962860    0    0   120  1008 29348 57754 13  5 82  0  0
 5  0      0 24494308 205836 2962860    0    0     0   692 28198 54593 14  5 81  0  0
 3  0      0 24494308 205836 2962860    0    0   268  2052 33293 65803 14  5 80  1  0
 2  0      0 24494308 205836 2962860    0    0     0  1176 28362 55581 13  5 81  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1188 28743 54254 12  5 82  1  0
 3  0      0 24494308 205836 2962860    0    0     0  7364 29729 54610 12  5 83  0  0
 1  0      0 24494308 205836 2962860    0    0     0   824 27508 53364 11  4 85  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1176 30122 60847 13  5 81  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 24494308 205836 2962860    0    0     0   992 27579 55032 14  4 81  0  0
13  1      0 24494308 205836 2962860    0    0     0  1236 30366 59101 16  6 77  1  0
 7  0      0 24494308 205836 2962860    0    0     0   916 27072 53354 12  3 85  0  0
 3  0      0 24494308 205836 2962860    0    0     0 18220 28400 54702 12  5 83  0  0
 3  0      0 24494308 205836 2962860    0    0     0  1076 28765 56960 12  4 84  0  0
 2  0      0 24494308 205836 2962860    0    0     0   784 27794 53102 15  4 82  0  0
 4  0      0 24494308 205836 2962860    0    0     0  1472 30109 59276 13  6 81  1  0
 2  0      0 24494308 205836 2962860    0    0     0   876 29410 57199 13  5 82  0  0
 3  0      0 24494308 205836 2962860    0    0     0 115368 32015 56591 12  6 77  5  0
 2  0      0 24494308 205836 2962860    0    0     0  1112 26597 48515  8  3 87  2  0
 6  0      0 24494308 205836 2962860    0    0     0  1220 28876 61414 16  6 77  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1536 31523 65068 15  6 77  2  0
 2  0      0 24494308 205836 2962860    0    0     0   928 27479 50936 12  5 82  1  0
 3  1      0 24494308 205836 2962860    0    0     0  1064 28636 52535 12  4 82  1  0
 2  0      0 24494308 205836 2962860    0    0     0  1488 30717 64729 14  6 79  2  0
 2  0      0 24494308 205836 2962860    0    0     0   880 27706 52007 15  4 80  1  0
 2  1      0 24494308 205836 2962860    0    0     0  1052 33568 59768 16  6 77  1  0
 3  0      0 24494308 205836 2962860    0    0     0   908 28863 54625 13  5 81  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1156 27118 51069 11  3 85  1  0
 3  0      0 24494308 205836 2962860    0    0     0   888 27674 53319 12  3 83  1  0
 3  0      0 24494308 205836 2962860    0    0     0   812 28138 54560 13  4 82  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 24494308 205836 2962860    0    0     0  1136 31164 61397 13  5 81  1  0
 3  0      0 24494308 205836 2962860    0    0     0   916 27782 53090 15  5 80  1  0
 1  0      0 24494308 205836 2962860    0    0     0  2564 31306 60226 13  5 80  2  0
 4  0      0 24494308 205836 2962860    0    0     0  1208 29194 58644 12  4 83  2  0
 2  0      0 24494308 205836 2962860    0    0     0  1048 28612 54209 15  5 79  1  0
 4  0      0 24494308 205836 2962860    0    0     0   884 26850 50882 13  4 82  1  0
 2  0      0 24494308 205836 2962860    0    0     0  1308 28065 52712 14  4 81  2  0
 2  0      0 24494308 205836 2962860    0    0     0  1172 29324 58353 12  4 82  2  0
 2  0      0 24494308 205836 2962860    0    0     0  1184 28335 55598 14  5 79  2  0
 2  0      0 24494308 205836 2962860    0    0     0   872 30806 63175 15  5 79  1  0
 4  0      0 24494308 205836 2962860    0    0     0  1320 31609 64307 13  6 79  2  0
 3  0      0 24494308 205836 2962860    0    0     0  1052 29315 58578 14  5 80  1  0
 2  0      0 24494308 205836 2962860    0    0     0  1232 28354 52422 13  4 82  2  0
 3  0      0 24494308 205836 2962860    0    0   112  2400 27984 53311 13  4 81  1  0
 5  2      0 24494308 205836 2962860    0    0     0   884 29184 57631 15  4 80  1  0
 2  0      0 24494308 205836 2962860    0    0     0   948 27120 52449 14  4 81  1  0
 2  3      0 24494308 205836 2962860    0    0    76 128184 34718 69716 15  9 66 10  0
 4  1      0 24494308 205836 2962860    0    0     0  1588 28123 53612 12  4 78  5  0
 8  0      0 24494308 205836 2962860    0    0     0   980 31303 62691 12  5 79  3  0
 2  0      0 24494308 205836 2962860    0    0     0  1260 48966 57181 14  8 75  4  0
 4  1      0 24494308 205836 2962860    0    0     0  1056 30314 60298 15  5 78  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  1      0 24494308 205836 2962860    0    0     0   860 28905 57725 13  5 80  2  0
 9  2      0 24494308 205836 2962860    0    0     0   920 30092 59874 16  5 77  3  0
 3  0      0 24494308 205836 2962860    0    0     0  1244 30508 61087 14  5 79  3  0
 1  0      0 24494308 205836 2962860    0    0     0   872 28293 52993 14  5 80  2  0
 4  1      0 24494308 205836 2962860    0    0     0  1180 28566 54998  9  5 83  3  0
 1  0      0 24494308 205836 2962860    0    0     0   792 26510 45437  5  3 89  2  0
 1  0      0 24494308 205836 2962860    0    0     0  1624 25455 45389  5  3 89  2  0
 2  1      0 24494308 205836 2962860    0    0     0   836 26856 51175  7  4 88  1  0
 4  1      0 24494308 205836 2962860    0    0     0   860 26998 51446 14  4 80  1  0
 2  0      0 24494308 205836 2962860    0    0     0   720 28500 50455  9  5 84  1  0
 8  1      0 24494308 205836 2962860    0    0     0  1020 27125 53137  8  4 85  2  0
 6  0      0 24494308 205836 2962860    0    0     0  8552 24790 51288 14  5 75  7  0
 7  0      0 24494308 205836 2962860    0    0     0   464 22498 44539 18  5 77  1  0
 8  1      0 24494308 205836 2962860    0    0     0   620 21275 39399 20  4 75  0  0
 6  0      0 24494308 205836 2962860    0    0     0   372 22084 43065 19  5 76  1  0
 9  0      0 24494308 205836 2962860    0    0     0   680 23844 42516 21  6 73  1  0
 6  0      0 24494308 205836 2962860    0    0     0   520 19823 35798 17  3 79  0  0
 5  0      0 24494308 205836 2962860    0    0     0   420 20623 38259 19  5 76  1  0
 4  0      0 24494308 205836 2962860    0    0     0   396 21987 42383 18  4 77  0  0
 3  0      0 24494308 205836 2962860    0    0     0   392 20495 37904 18  3 79  1  0
 3  0      0 24494308 205836 2962860    0    0     0   436 22663 41453 19  5 76  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 24494308 205836 2962860    0    0     0 62300 22266 40559 19  5 76  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1876 38687 73155 16  8 74  2  0
 8  2      0 24494308 205836 2962860    0    0     0  1204 31762 62025 15  5 79  2  0
 2  0      0 24494308 205836 2962860    0    0     0  1700 35785 71115 15  6 77  2  0
 3  0      0 24494308 205836 2962860    0    0     0   780 31024 61258 12  5 81  1  0
 2  0      0 24494308 205836 2962860    0    0     0 13572 31048 59821 13  4 81  2  0
 2  0      0 24494308 205836 2962860    0    0     0  1612 32958 64117 14  4 80  1  0
11  0      0 24494308 205836 2962860    0    0     0  1072 29976 57898 14  5 79  1  0
 6  0      0 24494308 205836 2962860    0    0     0  1248 31460 58437  9  6 84  1  0
 2  0      0 24494308 205836 2962860    0    0     0  1528 30871 61459  8  6 85  2  0
 3  0      0 24494308 205836 2962860    0    0     0  1252 30165 59628  9  5 84  2  0
 2  0      0 24494308 205836 2962860    0    0     0  2836 34316 69806 15  6 76  2  0
 3  0      0 24494308 205836 2962860    0    0     0   772 29119 56024 15  4 80  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1176 31594 62894 16  5 78  1  0
 3  0      0 24494308 205836 2962860    0    0     0   700 28036 53596 14  3 82  1  0
 1  0      0 24494308 205836 2962860    0    0     0  1736 34300 68382 15  6 77  2  0
 8  0      0 24494308 205836 2962860    0    0     0  1068 30930 61693 15  5 79  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1208 32294 64934 15  5 79  2  0
 2  0      0 24494308 205836 2962860    0    0     0  1296 31999 64047 13  5 81  2  0
 2  0      0 24494308 205836 2962860    0    0     0  1076 31225 59379 14  4 81  1  0
 3  1      0 24494308 205836 2962860    0    0     0  7748 32210 60077 14  6 78  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 24494308 205836 2962860    0    0   124  1336 30963 63119 16  5 77  2  0
 5  0      0 24494308 205836 2962860    0    0     0  2524 34230 66917 15  5 78  2  0
 3  0      0 24494308 205836 2962860    0    0     0  1196 31906 61608 14  5 80  2  0
 1  0      0 24494308 205836 2962860    0    0     0  1156 30447 59496 12  4 82  2  0
 2  0      0 24494308 205836 2962860    0    0     0   856 31828 62979 14  5 81  1  0
 5  0      0 24494308 205836 2962860    0    0     0  7208 30673 61208 14  5 81  0  0
 6  0      0 24494308 205836 2962860    0    0     0  1680 32407 61854 16  5 78  0  0
 3  0      0 24494308 205836 2962860    0    0     0  1260 31695 62051 15  5 79  0  0
 5  0      0 24494308 205836 2962860    0    0     0  1836 33737 66550 16  6 78  1  0
 5  0      0 24494308 205836 2962860    0    0     0  1292 31545 59669 14  4 81  1  0
 3 25      0 24494308 205836 2962860    0    0     0 127620 28295 62030 15  7 57 21  0
 6  2      0 24494308 205836 2962860    0    0     0 19404 37843 79316 14  6 32 48  0
 2  0      0 24494308 205836 2962860    0    0     0  1192 35297 69866 17  7 73  3  0
 2  0      0 24494308 205836 2962860    0    0     0 31236 36881 74472 18  8 68  6  0
 2  0      0 24494308 205836 2962860    0    0     0  1924 31372 59978 15  5 79  1  0
 6  0      0 24494308 205836 2962860    0    0     0  1364 41608 73053 18  8 70  4  0
 2  0      0 24494308 205836 2962860    0    0     0  1584 35936 64549 15  8 74  3  0
 2  0      0 24494308 205836 2962860    0    0     0   828 30014 58139 14  4 80  2  0
 3  1      0 24494308 205836 2962860    0    0     0  1172 31497 60943 11  6 81  2  0
 1  1      0 24494308 205836 2962860    0    0     0  1344 29725 59628  9  4 85  3  0
 6  1      0 24494308 205836 2962860    0    0     0  1200 30967 59238 11  4 83  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 24494308 205836 2962860    0    0     0  1492 33517 65136 12  6 79  3  0
 1  0      0 24494308 205836 2962860    0    0     0  1012 29214 52916  6  4 87  3  0
 1  0      0 24494308 205836 2962860    0    0     0  1076 27972 51316  6  4 88  2  0
 3  0      0 24494308 205836 2962860    0    0     0  1556 28959 51713  6  5 87  2  0
 3  0      0 24494308 205836 2962860    0    0     0  1280 30424 58899 12  4 81  3  0
 1  1      0 24494308 205836 2962860    0    0    84  1020 30336 55792  8  4 85  2  0
 5  0      0 24494308 205836 2962860    0    0    36  1544 34467 66763 10  5 81  3  0
 1  0      0 24494308 205836 2962860    0    0     0  7580 28231 51240  7  4 87  2  0
 9  0      0 24494308 205836 2962860    0    0     0  2140 31162 56658  7  5 85  4  0
 2  0      0 24494308 205836 2962860    0    0     0  1700 32855 60733 13  6 79  2  0
 2  0      0 24494308 205836 2962860    0    0     0  1920 34270 75986 16  6 76  2  0
 2  1      0 24494308 205836 2962860    0    0     0  1424 31615 61448 14  5 80  2  0
 2  0      0 24494308 205836 2962860    0    0     0  1292 33652 69992 15  6 77  1  0
 2  0      0 24494308 205836 2962860    0    0     0  1608 34031 67927 16  6 77  1  0
 5  0      0 24494308 205836 2962860    0    0     0  2328 32196 66882 15  6 78  0  0
 1  0      0 24494308 205836 2962860    0    0     0  1128 31297 60092 14  5 81  0  0
 3  0      0 24494308 205836 2962860    0    0     0   984 30916 61769 14  6 80  0  0
 1  0      0 24494308 205836 2962860    0    0     0  1132 31497 61243 15  5 80  0  0
 4  0      0 24494308 205836 2962860    0    0     0  1116 31316 60232 14  5 81  0  0
 2  0      0 24494308 205836 2962860    0    0     0  1348 32003 67474 15  6 79  1  0
 4  0      0 24494308 205836 2962860    0    0     0   840 29084 56804 16  5 79  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 24494308 205836 2962860    0    0     0  1432 34056 66753 15  7 78  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1092 29341 57174 13  4 82  0  0
 2  0      0 24494308 205836 2962860    0    0     0 145916 31555 60458 14  7 71  8  0
 4  0      0 24494308 205836 2962860    0    0     0  8476 32565 61945 15  6 78  1  0
 2  1      0 24494308 205836 2962860    0    0     0  1388 33318 65788 15  7 77  1  0
 2  0      0 24494308 205836 2962860    0    0     0   852 30281 59885 13  5 81  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1196 32078 63803 16  5 77  1  0
 1  0      0 24494308 205836 2962860    0    0     0 15856 33999 67683 14  7 77  3  0
 3  0      0 24494308 205836 2962860    0    0     0  1216 32967 68240 13  7 78  1  0
 6  1      0 24494308 205836 2962860    0    0   868  2200 34718 70590 10  5 83  2  0
 1  0      0 24494308 205836 2962860    0    0     0  1100 27663 49694  7  4 88  2  0
11  0      0 24494308 205836 2962860    0    0     0  1460 28374 52122  7  4 87  2  0
 6  0      0 24494308 205836 2962860    0    0     0  1716 34312 71583 16  7 76  2  0
 3  0      0 24494308 205836 2962860    0    0     0   984 30987 63098 16  5 78  1  0
 7  1      0 24494308 205836 2962860    0    0     0  2368 31716 60939 17  5 77  2  0
 2  0      0 24494308 205836 2962860    0    0     0  1564 33167 64343 17  6 75  2  0
 2  0      0 24494308 205836 2962860    0    0     0  1156 30946 59415 14  5 79  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1060 30673 60176 13  4 82  1  0
 4  0      0 24494308 205836 2962860    0    0     0  7732 33679 67845 16  5 78  1  0
 1  0      0 24494308 205836 2962860    0    0     0  1268 31169 62473 15  5 78  1  0
 4  0      0 24494308 205836 2962860    0    0     0  1888 31734 60772 14  5 79  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 24494308 205836 2962860    0    0     0   896 31569 65753 15  5 79  1  0
 6  1      0 24494308 205836 2962860    0    0     0  1060 32172 64400 16  6 77  1  0
 2  0      0 24494308 205836 2962860    0    0     0  1332 32498 65370 16  6 77  2  0
 2  0      0 24494308 205836 2962860    0    0     0   888 31246 62907 14  4 80  1  0
 3  0      0 24494308 205836 2962860    0    0     0  1916 31518 62062 14  5 80  1  0
 7  1      0 24494308 205836 2962860    0    0     0  1160 29057 56928 13  3 84  1  0
 3  0      0 24494308 205836 2962860    0    0     0   840 26207 49672 13  5 81  0  0
