# started_at=2025-12-14T19:04:54+03:00
# cmd: sar -q 1
# app_pid=7559

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

07:04:55 PM   runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
07:12:45 PM         3      1145      2.27      2.14      1.19         0
07:12:46 PM         2      1143      2.27      2.14      1.19         0
07:12:47 PM         4      1167      2.27      2.14      1.19         1
07:12:48 PM         5      1162      2.27      2.14      1.19         0
07:12:49 PM         3      1163      2.27      2.14      1.19         0
07:12:50 PM         4      1147      2.33      2.16      1.20         0
07:12:51 PM         3      1152      2.33      2.16      1.20         1
07:12:52 PM         2      1146      2.33      2.16      1.20         0
07:12:53 PM         1      1148      2.33      2.16      1.20        10
07:12:54 PM         2      1147      2.33      2.16      1.20         0
07:12:55 PM         3      1146      2.22      2.14      1.20         0
07:12:56 PM         3      1145      2.22      2.14      1.20         0
07:12:57 PM         8      1151      2.22      2.14      1.20         1
07:12:58 PM         3      1151      2.22      2.14      1.20         0
07:12:59 PM         4      1150      2.22      2.14      1.20         1
07:13:00 PM         3      1148      2.28      2.15      1.21         0
07:13:01 PM         3      1149      2.28      2.15      1.21         0
07:13:02 PM         2      1147      2.28      2.15      1.21         1
07:13:03 PM         2      1147      2.28      2.15      1.21         0
07:13:04 PM         1      1147      2.28      2.15      1.21         0
07:13:05 PM         4      1149      2.10      2.12      1.20         0
07:13:06 PM         4      1147      2.10      2.12      1.20         0
07:13:07 PM         3      1147      2.10      2.12      1.20         0
07:13:08 PM         3      1166      2.10      2.12      1.20         0
07:13:09 PM         3      1143      2.10      2.12      1.20         0
07:13:10 PM         5      1149      2.17      2.13      1.21         0
07:13:11 PM         4      1130      2.17      2.13      1.21         1
07:13:12 PM         5      1129      2.17      2.13      1.21         0
07:13:13 PM         3      1131      2.17      2.13      1.21         0
07:13:14 PM         3      1128      2.17      2.13      1.21         0
07:13:15 PM         5      1131      2.48      2.20      1.24         0
07:13:16 PM         3      1127      2.48      2.20      1.24         0
07:13:17 PM         3      1129      2.48      2.20      1.24         0
07:13:18 PM         4      1132      2.48      2.20      1.24         0
07:13:19 PM         2      1130      2.48      2.20      1.24         0
07:13:20 PM         5      1148      2.60      2.23      1.25         2
07:13:21 PM         4      1148      2.60      2.23      1.25         0
07:13:22 PM         2      1145      2.60      2.23      1.25         1
07:13:23 PM         2      1148      2.60      2.23      1.25         0
07:13:24 PM         3      1148      2.60      2.23      1.25         0
07:13:25 PM         2      1147      2.47      2.21      1.25         0
07:13:26 PM         2      1146      2.47      2.21      1.25         0
07:13:27 PM         1      1141      2.47      2.21      1.25         0
07:13:28 PM         3      1146      2.47      2.21      1.25         0
07:13:29 PM         3      1164      2.47      2.21      1.25         0
07:13:30 PM         4      1163      2.91      2.30      1.29         0
07:13:31 PM         4      1164      2.91      2.30      1.29         0
07:13:32 PM         3      1149      2.91      2.30      1.29         1
07:13:33 PM         2      1146      2.91      2.30      1.29         0
07:13:34 PM         2      1148      2.91      2.30      1.29         0
07:13:35 PM         6      1149      2.92      2.31      1.29         0
07:13:36 PM         2      1148      2.92      2.31      1.29         0
07:13:37 PM         1      1147      2.92      2.31      1.29         0
07:13:38 PM         4      1147      2.92      2.31      1.29         0
07:13:39 PM         2      1149      2.92      2.31      1.29         0
07:13:40 PM         7      1151      2.85      2.31      1.30         0
07:13:41 PM         2      1150      2.85      2.31      1.30         0
07:13:42 PM         2      1150      2.85      2.31      1.30         0
07:13:43 PM         2      1147      2.85      2.31      1.30         1
07:13:44 PM         2      1147      2.85      2.31      1.30         0
07:13:45 PM         2      1148      2.86      2.32      1.31         0
07:13:46 PM         2      1149      2.86      2.32      1.31         0
07:13:47 PM         2      1149      2.86      2.32      1.31         0
07:13:48 PM         5      1152      2.86      2.32      1.31         0
07:13:49 PM         9      1151      2.86      2.32      1.31         0
07:13:50 PM         4      1169      2.71      2.30      1.31        15
07:13:51 PM         4      1168      2.71      2.30      1.31         7
07:13:52 PM         2      1173      2.71      2.30      1.31         0
07:13:53 PM         3      1178      2.71      2.30      1.31         1
07:13:54 PM         3      1162      2.71      2.30      1.31         0
07:13:55 PM         4      1161      2.57      2.28      1.30         1
07:13:56 PM         5      1158      2.57      2.28      1.30         0
07:13:57 PM         4      1157      2.57      2.28      1.30         0
07:13:58 PM         2      1160      2.57      2.28      1.30         0
07:13:59 PM         2      1160      2.57      2.28      1.30         0
07:14:00 PM         3      1160      2.37      2.24      1.30         0
07:14:01 PM         2      1160      2.37      2.24      1.30         0
07:14:02 PM         1      1158      2.37      2.24      1.30         0
07:14:03 PM         3      1160      2.37      2.24      1.30         1
07:14:04 PM         2      1158      2.37      2.24      1.30         0
07:14:05 PM         2      1158      2.18      2.20      1.29         0
07:14:06 PM         1      1157      2.18      2.20      1.29         0
07:14:07 PM         7      1157      2.18      2.20      1.29         0
07:14:08 PM         3      1157      2.18      2.20      1.29         1
07:14:09 PM         1      1153      2.18      2.20      1.29         0
07:14:10 PM         2      1154      2.72      2.31      1.33         0
07:14:11 PM         6      1176      2.72      2.31      1.33         1
07:14:12 PM         5      1173      2.72      2.31      1.33         0
07:14:13 PM         2      1176      2.72      2.31      1.33         0
07:14:14 PM         5      1159      2.72      2.31      1.33         0
07:14:15 PM         2      1156      2.67      2.31      1.33         0
07:14:16 PM         2      1155      2.67      2.31      1.33         0
07:14:17 PM         2      1156      2.67      2.31      1.33         0
07:14:18 PM         4      1155      2.67      2.31      1.33         0
07:14:19 PM         4      1157      2.67      2.31      1.33         0
07:14:20 PM         3      1160      2.69      2.32      1.34         0
07:14:21 PM         4      1158      2.69      2.32      1.34         0
07:14:22 PM         4      1164      2.69      2.32      1.34         0
07:14:23 PM         6      1151      2.69      2.32      1.34         1
07:14:24 PM         5      1152      2.69      2.32      1.34         5
07:14:25 PM         2      1153      2.80      2.35      1.36         1
07:14:26 PM         4      1155      2.80      2.35      1.36         0
07:14:27 PM         8      1154      2.80      2.35      1.36         0
07:14:28 PM         2      1152      2.80      2.35      1.36         0
07:14:29 PM         2      1154      2.80      2.35      1.36         0
07:14:30 PM         4      1158      3.05      2.41      1.38         0
07:14:31 PM         2      1152      3.05      2.41      1.38         2
07:14:32 PM         6      1152      3.05      2.41      1.38         0
07:14:33 PM         1      1152      3.05      2.41      1.38         0
07:14:34 PM         3      1172      3.05      2.41      1.38         0
07:14:35 PM         5      1175      3.05      2.42      1.39         0
07:14:36 PM         2      1173      3.05      2.42      1.39         0
07:14:37 PM         5      1157      3.05      2.42      1.39         0
07:14:38 PM         2      1155      3.05      2.42      1.39         1
07:14:39 PM         2      1154      3.05      2.42      1.39         0
07:14:40 PM         6      1158      2.97      2.41      1.40         1
07:14:41 PM         2      1155      2.97      2.41      1.40         0
07:14:42 PM         3      1154      2.97      2.41      1.40         0
07:14:43 PM         3      1155      2.97      2.41      1.40         0
07:14:44 PM         8      1158      2.97      2.41      1.40         2
07:14:45 PM         2      1155      3.13      2.46      1.42         0
07:14:46 PM         4      1155      3.13      2.46      1.42         1
07:14:47 PM         3      1155      3.13      2.46      1.42         0
07:14:48 PM         2      1154      3.13      2.46      1.42         0
07:14:49 PM         3      1154      3.13      2.46      1.42         0
07:14:50 PM         3      1135      2.88      2.41      1.41         0
07:14:51 PM         3      1135      2.88      2.41      1.41         0
07:14:52 PM         4      1139      2.88      2.41      1.41         0
07:14:53 PM         3      1135      2.88      2.41      1.41         0
07:14:54 PM         2      1131      2.88      2.41      1.41         0
07:14:55 PM         4      1131      2.81      2.41      1.41         0
07:14:56 PM         3      1131      2.81      2.41      1.41         0
07:14:57 PM         3      1151      2.81      2.41      1.41         0
07:14:58 PM         3      1150      2.81      2.41      1.41         0
07:14:59 PM         3      1136      2.81      2.41      1.41         0
07:15:00 PM         4      1136      2.82      2.42      1.42         0
07:15:01 PM         6      1139      2.82      2.42      1.42         0
07:15:02 PM         5      1164      2.82      2.42      1.42         0
07:15:03 PM         5      1157      2.82      2.42      1.42         0
07:15:04 PM         7      1175      2.82      2.42      1.42         1
07:15:05 PM         4      1155      2.76      2.41      1.42         0
07:15:06 PM         5      1151      2.76      2.41      1.42         0
07:15:07 PM        13      1156      2.76      2.41      1.42         0
07:15:08 PM         5      1156      2.76      2.41      1.42         0
07:15:09 PM         5      1167      2.76      2.41      1.42         0
07:15:10 PM         7      1153      2.70      2.40      1.43         0
07:15:11 PM         5      1152      2.70      2.40      1.43         0
07:15:12 PM         1      1156      2.70      2.40      1.43         0
07:15:13 PM         4      1158      2.70      2.40      1.43         0
07:15:14 PM         2      1154      2.70      2.40      1.43         0
07:15:15 PM         4      1158      2.80      2.43      1.44         0
07:15:16 PM         3      1156      2.80      2.43      1.44         0
07:15:17 PM         4      1158      2.80      2.43      1.44         0
07:15:18 PM         2      1173      2.80      2.43      1.44         0
07:15:19 PM         2      1172      2.80      2.43      1.44         0
07:15:20 PM         5      1157      2.74      2.42      1.44         0
07:15:21 PM         4      1156      2.74      2.42      1.44         1
07:15:22 PM         6      1159      2.74      2.42      1.44         0
07:15:23 PM         5      1161      2.74      2.42      1.44         0
07:15:24 PM        12      1158      2.74      2.42      1.44         1
07:15:25 PM         3      1167      2.60      2.40      1.44         7
07:15:26 PM         2      1169      2.60      2.40      1.44        13
07:15:27 PM         2      1174      2.60      2.40      1.44        30
07:15:28 PM         5      1167      2.60      2.40      1.44         6
07:15:29 PM        28      1200      2.60      2.40      1.44         4
07:15:30 PM         5      1205      2.71      2.43      1.46         1
07:15:31 PM         3      1204      2.71      2.43      1.46         8
07:15:32 PM         2      1212      2.71      2.43      1.46        11
07:15:33 PM         2      1212      2.71      2.43      1.46        19
07:15:34 PM         2      1215      2.71      2.43      1.46        33
07:15:35 PM         0      1218      7.78      3.48      1.80        34
07:15:36 PM        14      1205      7.78      3.48      1.80         0
07:15:37 PM         5      1179      7.78      3.48      1.80         0
07:15:38 PM         4      1182      7.78      3.48      1.80         0
07:15:39 PM         6      1182      7.78      3.48      1.80         2
07:15:40 PM         3      1205      7.39      3.47      1.81         0
07:15:41 PM         2      1201      7.39      3.47      1.81         0
07:15:42 PM         4      1186      7.39      3.47      1.81         0
07:15:43 PM         2      1185      7.39      3.47      1.81         0
07:15:44 PM         4      1183      7.39      3.47      1.81         1
07:15:45 PM         3      1182      6.96      3.45      1.81         0
07:15:46 PM         3      1184      6.96      3.45      1.81         0
07:15:47 PM         0      1197      6.96      3.45      1.81         0
07:15:48 PM         6      1200      6.96      3.45      1.81         1
07:15:49 PM         1      1195      6.96      3.45      1.81         0
07:15:50 PM         6      1196      6.57      3.42      1.81         0
07:15:51 PM         2      1199      6.57      3.42      1.81         0
07:15:52 PM         1      1196      6.57      3.42      1.81         0
07:15:53 PM         5      1197      6.57      3.42      1.81         0
07:15:54 PM         1      1200      6.57      3.42      1.81         1
07:15:55 PM         3      1202      6.60      3.48      1.84         0
07:15:56 PM         2      1199      6.60      3.48      1.84         0
07:15:57 PM         4      1202      6.60      3.48      1.84         0
07:15:58 PM         2      1201      6.60      3.48      1.84         0
07:15:59 PM         3      1197      6.60      3.48      1.84         0
07:16:00 PM         5      1209      6.07      3.43      1.83         0
07:16:01 PM         2      1218      6.07      3.43      1.83         0
07:16:02 PM         1      1214      6.07      3.43      1.83         0
07:16:03 PM         2      1203      6.07      3.43      1.83         0
07:16:04 PM         3      1200      6.07      3.43      1.83         0
07:16:05 PM         1      1199      5.75      3.40      1.83         0
07:16:06 PM        10      1200      5.75      3.40      1.83         1
07:16:07 PM         2      1206      5.75      3.40      1.83         0
07:16:08 PM         2      1198      5.75      3.40      1.83         0
07:16:09 PM         8      1198      5.75      3.40      1.83         0
07:16:10 PM         3      1199      5.69      3.43      1.85         0
07:16:11 PM         7      1203      5.69      3.43      1.85         1
07:16:12 PM         1      1201      5.69      3.43      1.85         0
07:16:13 PM         1      1200      5.69      3.43      1.85         0
07:16:14 PM         4      1197      5.69      3.43      1.85         0
07:16:15 PM         1      1198      5.23      3.37      1.84         0
07:16:16 PM         5      1197      5.23      3.37      1.84         0
07:16:17 PM         1      1198      5.23      3.37      1.84         0
07:16:18 PM         9      1199      5.23      3.37      1.84         0
07:16:19 PM         0      1196      5.23      3.37      1.84         0
07:16:20 PM         1      1197      5.05      3.37      1.85         0
07:16:21 PM         3      1216      5.05      3.37      1.85         0
07:16:22 PM         4      1215      5.05      3.37      1.85         8
07:16:23 PM         2      1219      5.05      3.37      1.85         4
07:16:24 PM         4      1220      5.05      3.37      1.85         9
07:16:25 PM         2      1203      9.61      4.34      2.17        12
07:16:26 PM         9      1203      9.61      4.34      2.17         0
07:16:27 PM         2      1205      9.61      4.34      2.17         2
07:16:28 PM         2      1204      9.61      4.34      2.17         0
07:16:29 PM         2      1203      9.61      4.34      2.17         0
07:16:30 PM         5      1205      9.16      4.33      2.18         0
07:16:31 PM         2      1208      9.16      4.33      2.18         6
07:16:32 PM         2      1206      9.16      4.33      2.18         0
07:16:33 PM         6      1206      9.16      4.33      2.18         0
07:16:34 PM         3      1203      9.16      4.33      2.18         0
07:16:35 PM         4      1204      8.51      4.28      2.17         1
07:16:36 PM         3      1203      8.51      4.28      2.17         1
07:16:37 PM         2      1204      8.51      4.28      2.17         0
07:16:38 PM        12      1211      8.51      4.28      2.17         0
07:16:39 PM         7      1216      8.51      4.28      2.17         1
07:16:40 PM         2      1220      9.35      4.52      2.26         0
07:16:41 PM         2      1218      9.35      4.52      2.26        16
07:16:42 PM         3      1218      9.35      4.52      2.26         9
07:16:43 PM         6      1221      9.35      4.52      2.26         4
07:16:44 PM         2      1222      9.35      4.52      2.26        19
07:16:45 PM         1      1224     13.64      5.49      2.59        27
07:16:46 PM         3      1242     13.64      5.49      2.59         1
07:16:47 PM         6      1250     13.64      5.49      2.59         0
07:16:48 PM         2      1256     13.64      5.49      2.59         0
07:16:49 PM         2      1259     13.64      5.49      2.59         8
07:16:50 PM         8      1263     12.95      5.48      2.60        11
07:16:51 PM         4      1259     12.95      5.48      2.60        12
07:16:52 PM         2      1267     12.95      5.48      2.60        16
07:16:53 PM        13      1275     12.95      5.48      2.60        16
07:16:54 PM         4      1265     12.95      5.48      2.60         1
07:16:55 PM         5      1262     12.40      5.49      2.62         0
07:16:56 PM         5      1261     12.40      5.49      2.62         0
07:16:57 PM         2      1262     12.40      5.49      2.62         6
07:16:58 PM         5      1266     12.40      5.49      2.62         1
07:16:59 PM         8      1281     12.40      5.49      2.62         1
07:17:00 PM         5      1279     11.48      5.42      2.61         0
07:17:01 PM         4      1266     11.48      5.42      2.61         4
07:17:02 PM         8      1272     11.48      5.42      2.61         3
07:17:03 PM         8      1265     11.48      5.42      2.61         0
07:17:04 PM         3      1245     11.48      5.42      2.61         0
07:17:05 PM         9      1249     11.68      5.56      2.67        14
07:17:06 PM         6      1250     11.68      5.56      2.67        18
07:17:07 PM        10      1253     11.68      5.56      2.67        32
07:17:08 PM         6      1259     11.68      5.56      2.67        50
07:17:09 PM         8      1267     11.68      5.56      2.67        52
07:17:10 PM        15      1273     16.27      6.61      3.03        69
07:17:11 PM         8      1279     16.27      6.61      3.03        54
07:17:12 PM         9      1290     16.27      6.61      3.03        72
07:17:13 PM        30      1292     16.27      6.61      3.03        60
07:17:14 PM        82      1294     16.27      6.61      3.03        44
07:17:15 PM        75      1300     24.10      8.40      3.63        27
07:17:16 PM        81      1302     24.10      8.40      3.63        26
07:17:17 PM        89      1300     24.10      8.40      3.63        11
07:17:18 PM        94      1300     24.10      8.40      3.63        17
07:17:19 PM        68      1307     24.10      8.40      3.63        20
07:17:20 PM        56      1312     31.86     10.27      4.26        53
07:17:21 PM        53      1315     31.86     10.27      4.26        45
07:17:22 PM        50      1317     31.86     10.27      4.26        52
07:17:23 PM        94      1318     31.86     10.27      4.26        80
07:17:24 PM        83      1319     31.86     10.27      4.26        26
07:17:25 PM        94      1320     40.36     12.39      4.98        13
07:17:26 PM       104      1324     40.36     12.39      4.98        32
07:17:27 PM        75      1324     40.36     12.39      4.98        58
07:17:28 PM       103      1325     40.36     12.39      4.98        33
07:17:29 PM        74      1324     40.36     12.39      4.98        34
07:17:30 PM        73      1324     47.78     14.39      5.66        50
07:17:31 PM       115      1324     47.78     14.39      5.66        13
07:17:32 PM        96      1325     47.78     14.39      5.66        24
07:17:33 PM       125      1325     47.78     14.39      5.66         4
07:17:34 PM       102      1324     47.78     14.39      5.66        23
07:17:35 PM        89      1324     55.64     16.58      6.42        27
07:17:36 PM        11      1324     55.64     16.58      6.42       154
07:17:37 PM        54      1325     55.64     16.58      6.42        24
07:17:38 PM       100      1326     55.64     16.58      6.42        27
07:17:39 PM       109      1326     55.64     16.58      6.42        23
07:17:40 PM       106      1326     62.08     18.56      7.11        18
07:17:41 PM        81      1327     62.08     18.56      7.11        47
07:17:42 PM        87      1327     62.08     18.56      7.11        41
07:17:43 PM        18      1327     62.08     18.56      7.11       163
07:17:44 PM        93      1328     62.08     18.56      7.11        41
07:17:45 PM       113      1332     69.52     20.82      7.91        32
07:17:46 PM       127      1332     69.52     20.82      7.91        46
07:17:47 PM       116      1333     69.52     20.82      7.91        19
07:17:48 PM        90      1334     69.52     20.82      7.91        40
07:17:49 PM        13      1334     81.01     24.01      9.01       187
07:17:50 PM       128      1339     81.01     24.01      9.01        48
07:17:51 PM        76      1339     81.01     24.01      9.01       114
07:17:52 PM        62      1342     81.01     24.01      9.01        71
07:17:53 PM       122      1342     81.01     24.01      9.01        93
07:17:54 PM       114      1344     81.01     24.01      9.01        24
07:17:55 PM       103      1344     86.78     26.16      9.78        22
07:17:56 PM       118      1343     86.78     26.16      9.78        22
07:17:57 PM       116      1345     86.78     26.16      9.78        54
07:17:58 PM        82      1347     86.78     26.16      9.78        50
07:17:59 PM       113      1348     86.78     26.16      9.78        25
07:18:00 PM       136      1350     93.12     28.48     10.62        23
07:18:01 PM       106      1352     93.12     28.48     10.62        49
07:18:02 PM       127      1355     93.12     28.48     10.62        14
07:18:03 PM       124      1355     93.12     28.48     10.62       107
07:18:04 PM       147      1354     93.12     28.48     10.62        27
07:18:05 PM       134      1354    102.88     31.57     11.72        26
07:18:06 PM       115      1354    102.88     31.57     11.72        28
07:18:07 PM       113      1354    102.88     31.57     11.72        38
07:18:08 PM       120      1353    102.88     31.57     11.72        35
07:18:09 PM       101      1351    102.88     31.57     11.72        42
07:18:10 PM        98      1351    109.06     34.04     12.63        56
07:18:11 PM       107      1351    109.06     34.04     12.63        92
07:18:12 PM       108      1350    109.06     34.04     12.63        38
07:18:13 PM       111      1350    109.06     34.04     12.63        37
07:18:14 PM        85      1353    115.14     36.55     13.55        45
07:18:15 PM        92      1354    115.14     36.55     13.55        40
07:18:16 PM       113      1355    115.14     36.55     13.55        10
07:18:17 PM        77      1355    115.14     36.55     13.55        62
07:18:18 PM        88      1355    115.14     36.55     13.55        46
07:18:19 PM        31      1355    123.05     39.49     14.63       235
07:18:20 PM       101      1355    123.05     39.49     14.63        37
07:18:21 PM        89      1356    123.05     39.49     14.63        18
07:18:22 PM        87      1358    123.05     39.49     14.63        42
07:18:23 PM       117      1359    123.05     39.49     14.63        37
07:18:24 PM       106      1359    126.01     41.49     15.41        86
07:18:25 PM        35      1357    126.01     41.49     15.41       177
07:18:27 PM        85      1357    126.01     41.49     15.41        32
07:18:28 PM       112      1357    126.01     41.49     15.41        26
07:18:29 PM       106      1358    128.17     43.34     16.15        31
07:18:30 PM        89      1358    128.17     43.34     16.15        42
07:18:31 PM       100      1358    128.17     43.34     16.15        26
07:18:32 PM        59      1358    128.17     43.34     16.15        57
07:18:33 PM       106      1358    128.17     43.34     16.15        27
07:18:34 PM        94      1357    129.92     45.12     16.87        26
07:18:35 PM       108      1361    129.92     45.12     16.87        52
07:18:36 PM        80      1361    129.92     45.12     16.87        63
07:18:37 PM         7      1362    129.92     45.12     16.87       136
07:18:39 PM        64      1363    132.25     47.01     17.63        37
07:18:40 PM        98      1364    132.25     47.01     17.63       100
07:18:41 PM       109      1365    132.25     47.01     17.63        43
07:18:42 PM        99      1365    132.25     47.01     17.63        15
07:18:43 PM        51      1366    132.25     47.01     17.63        73
07:18:44 PM        73      1367    132.63     48.50     18.27        31
07:18:45 PM        89      1368    132.63     48.50     18.27         7
07:18:46 PM        46      1371    132.63     48.50     18.27        45
07:18:47 PM         3      1372    132.63     48.50     18.27       162
07:18:49 PM         3      1373    138.59     51.13     19.29       161
07:18:51 PM         8      1373    138.59     51.13     19.29       146
07:18:52 PM        27      1381    138.59     51.13     19.29        76
07:18:53 PM         5      1388    138.59     51.13     19.29       161
07:18:54 PM         8      1389    152.63     55.50     20.87       177
07:18:55 PM         7      1395    152.63     55.50     20.87       101
07:18:56 PM        20      1407    152.63     55.50     20.87       121
07:18:57 PM        30      1414    152.63     55.50     20.87        76
07:18:58 PM        58      1417    152.63     55.50     20.87        78
07:18:59 PM        19      1422    149.86     56.53     21.39        79
07:19:00 PM         7      1426    149.86     56.53     21.39        88
07:19:01 PM        39      1430    149.86     56.53     21.39        49
07:19:02 PM         8      1436    149.86     56.53     21.39       297
07:19:03 PM         8      1436    149.86     56.53     21.39       151
07:19:04 PM        11      1441    150.27     58.17     22.11        71
07:19:05 PM         7      1449    150.27     58.17     22.11        50
07:19:06 PM        12      1460    150.27     58.17     22.11       219
07:19:07 PM        18      1469    150.27     58.17     22.11       133
07:19:08 PM        13      1478    150.27     58.17     22.11        47
07:19:09 PM        10      1481    146.01     58.81     22.51        49
07:19:10 PM        10      1486    146.01     58.81     22.51        51
07:19:11 PM         9      1488    146.01     58.81     22.51        46
07:19:13 PM        12      1497    146.01     58.81     22.51        43
07:19:14 PM         7      1506    146.01     58.81     22.51        52
07:19:15 PM         5      1512    141.68     59.37     22.89        85
07:19:16 PM        10      1512    141.68     59.37     22.89       315
07:19:17 PM        22      1510    141.68     59.37     22.89        20
07:19:18 PM        38      1517    141.68     59.37     22.89        14
07:19:19 PM        43      1516    141.68     59.37     22.89        16
07:19:20 PM        10      1516    136.58     59.67     23.18        58
07:19:21 PM         9      1515    136.58     59.67     23.18        48
07:19:22 PM        27      1518    136.58     59.67     23.18        39
07:19:23 PM        23      1523    136.58     59.67     23.18        48
07:19:24 PM        11      1526    136.58     59.67     23.18        55
07:19:25 PM        25      1530    143.18     62.32     24.23        53
07:19:26 PM        11      1533    143.18     62.32     24.23        70
07:19:27 PM        28      1532    143.18     62.32     24.23        35
07:19:28 PM        24      1535    143.18     62.32     24.23        43
07:19:29 PM        38      1538    143.18     62.32     24.23        41
07:19:30 PM        31      1541    139.72     62.95     24.64        35
07:19:31 PM        31      1548    139.72     62.95     24.64        37
07:19:32 PM        29      1551    139.72     62.95     24.64        25
07:19:33 PM        10      1551    139.72     62.95     24.64        57
07:19:34 PM        18      1552    139.72     62.95     24.64        37
07:19:35 PM        32      1549    135.42     63.33     24.97        36
07:19:36 PM         8      1551    135.42     63.33     24.97        46
07:19:37 PM        20      1554    135.42     63.33     24.97        44
07:19:38 PM        11      1559    135.42     63.33     24.97        56
07:19:39 PM        11      1560    135.42     63.33     24.97        54
07:19:40 PM        11      1564    130.10     63.42     25.21       104
07:19:41 PM         8      1563    130.10     63.42     25.21        60
07:19:42 PM         7      1552    130.10     63.42     25.21        58
07:19:43 PM        10      1553    130.10     63.42     25.21        64
07:19:44 PM         8      1561    130.10     63.42     25.21        69
07:19:45 PM        24      1560    132.90     65.11     25.96        61
07:19:46 PM        14      1562    132.90     65.11     25.96        70
07:19:47 PM         7      1564    132.90     65.11     25.96        68
07:19:48 PM         6      1563    132.90     65.11     25.96       124
07:19:49 PM         6      1563    132.90     65.11     25.96       412
07:19:50 PM        29      1566    130.02     65.64     26.34        43
07:19:51 PM        22      1563    130.02     65.64     26.34        46
07:19:52 PM        16      1568    130.02     65.64     26.34        61
07:19:53 PM        20      1569    130.02     65.64     26.34        56
07:19:54 PM         9      1567    130.02     65.64     26.34        53
07:19:55 PM        11      1574    125.62     65.80     26.60        53
07:19:56 PM        12      1576    125.62     65.80     26.60        52
07:19:57 PM        11      1574    125.62     65.80     26.60        59
07:19:58 PM         6      1575    125.62     65.80     26.60       115
07:19:59 PM        11      1575    125.62     65.80     26.60       443
07:20:00 PM        17      1580    123.72     66.40     27.01        62
07:20:01 PM        56      1582    123.72     66.40     27.01        15
07:20:02 PM         9      1585    123.72     66.40     27.01        60
07:20:03 PM        19      1585    123.72     66.40     27.01        15
07:20:04 PM         7      1582    123.72     66.40     27.01        51
07:20:05 PM         7      1593    120.30     66.64     27.30        39
07:20:06 PM        10      1598    120.30     66.64     27.30        50
07:20:07 PM        11      1605    120.30     66.64     27.30        71
07:20:08 PM         7      1605    120.30     66.64     27.30       419
07:20:09 PM         6      1608    120.30     66.64     27.30       109
07:20:10 PM         9      1608    150.07     73.70     29.79       437
07:20:11 PM        31      1614    150.07     73.70     29.79        11
07:20:12 PM        10      1616    150.07     73.70     29.79        47
07:20:13 PM         8      1619    150.07     73.70     29.79        63
07:20:14 PM        17      1621    150.07     73.70     29.79        50
07:20:15 PM         5      1619    144.06     73.72     30.04        77
07:20:16 PM        43      1625    144.06     73.72     30.04        24
07:20:17 PM         7      1626    144.06     73.72     30.04        81
07:20:18 PM         8      1631    144.06     73.72     30.04        88
07:20:19 PM        11      1635    144.06     73.72     30.04        85
07:20:20 PM         1      1638    143.25     74.72     30.60       115
07:20:21 PM         5      1638    143.25     74.72     30.60       157
07:20:22 PM         7      1638    143.25     74.72     30.60       147
07:20:23 PM        12      1639    143.25     74.72     30.60       102
07:20:24 PM         9      1640    143.25     74.72     30.60        98
07:20:25 PM        10      1644    142.11     75.63     31.12       107
07:20:26 PM        10      1646    142.11     75.63     31.12       113
07:20:27 PM        14      1646    142.11     75.63     31.12        97
07:20:28 PM         7      1648    142.11     75.63     31.12        94
07:20:29 PM         9      1648    142.11     75.63     31.12       104
07:20:30 PM         5      1648    141.22     76.54     31.66        99
07:20:31 PM         7      1648    141.22     76.54     31.66       116
07:20:32 PM         8      1649    141.22     76.54     31.66       475
07:20:33 PM         4      1650    141.22     76.54     31.66       100
07:20:34 PM        11      1651    141.22     76.54     31.66       105
07:20:35 PM        10      1651    140.56     77.48     32.21       114
07:20:36 PM         8      1652    140.56     77.48     32.21       104
07:20:37 PM         8      1653    140.56     77.48     32.21       112
07:20:38 PM         4      1653    140.56     77.48     32.21       111
07:20:39 PM        10      1654    140.56     77.48     32.21       106
07:20:40 PM         5      1653    140.36     78.49     32.77       104
07:20:41 PM         8      1654    140.36     78.49     32.77       105
07:20:42 PM        33      1656    140.36     78.49     32.77        86
07:20:43 PM        51      1656    140.36     78.49     32.77       114
07:20:44 PM         9      1656    140.36     78.49     32.77       134
07:20:45 PM         5      1656    172.04     86.08     35.48       525
07:20:46 PM        12      1656    172.04     86.08     35.48       130
07:20:47 PM         5      1658    172.04     86.08     35.48       162
07:20:48 PM        11      1658    172.04     86.08     35.48       167
07:20:49 PM         8      1657    172.04     86.08     35.48       119
07:20:50 PM        10      1657    169.95     87.08     36.07       117
07:20:51 PM         5      1659    169.95     87.08     36.07       111
07:20:52 PM         4      1661    169.95     87.08     36.07       139
07:20:53 PM        10      1661    169.95     87.08     36.07       125
07:20:54 PM         8      1661    169.95     87.08     36.07       107
07:20:55 PM        15      1663    198.62     94.40     38.71        57
07:20:56 PM        13      1659    198.62     94.40     38.71        45
07:20:57 PM        10      1661    198.62     94.40     38.71        46
07:20:58 PM        10      1682    198.62     94.40     38.71        53
07:20:59 PM         8      1682    198.62     94.40     38.71        59
07:21:00 PM         8      1685    188.00     93.93     38.86        27
07:21:01 PM         9      1687    188.00     93.93     38.86        45
07:21:02 PM         9      1681    188.00     93.93     38.86        48
07:21:03 PM        17      1676    188.00     93.93     38.86        40
