# started_at=2025-12-14T19:04:55+03:00
# cmd: pidstat -d -p 7559 1
# app_pid=7559

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

07:04:55 PM   UID       PID   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:10:31 PM 174209043      7559      0.00     76.00      0.00       0  app_linux_amd64
07:10:32 PM 174209043      7559      0.00     72.00      0.00       0  app_linux_amd64
07:10:33 PM 174209043      7559      0.00     96.00      0.00       0  app_linux_amd64
07:10:34 PM 174209043      7559      0.00     56.00      0.00       0  app_linux_amd64
07:10:35 PM 174209043      7559      0.00     80.00      0.00       0  app_linux_amd64
07:10:36 PM 174209043      7559      0.00     92.00      0.00       0  app_linux_amd64
07:10:37 PM 174209043      7559      0.00     84.00      0.00       0  app_linux_amd64
07:10:38 PM 174209043      7559      0.00     76.00      0.00       0  app_linux_amd64
07:10:39 PM 174209043      7559      0.00    120.00      0.00       0  app_linux_amd64
07:10:40 PM 174209043      7559      0.00    100.00      0.00       0  app_linux_amd64
07:10:41 PM 174209043      7559      0.00    108.00      0.00       0  app_linux_amd64
07:10:42 PM 174209043      7559      0.00     92.00      0.00       0  app_linux_amd64
07:10:43 PM 174209043      7559      0.00     60.00      0.00       0  app_linux_amd64
07:10:44 PM 174209043      7559      0.00     68.00      0.00       0  app_linux_amd64
07:10:45 PM 174209043      7559      0.00     96.00      0.00       0  app_linux_amd64
07:10:46 PM 174209043      7559      0.00     48.00      0.00       0  app_linux_amd64
07:10:47 PM 174209043      7559      0.00     52.00      0.00       0  app_linux_amd64
07:10:48 PM 174209043      7559      0.00     88.00      0.00       0  app_linux_amd64
07:10:49 PM 174209043      7559      0.00     96.00      0.00       0  app_linux_amd64
07:10:50 PM 174209043      7559      0.00     60.00      0.00       0  app_linux_amd64
07:10:51 PM 174209043      7559      0.00    100.00      0.00       0  app_linux_amd64
07:10:52 PM 174209043      7559      0.00     76.00      0.00       0  app_linux_amd64
07:10:53 PM 174209043      7559      0.00     64.00      0.00       0  app_linux_amd64
07:10:54 PM 174209043      7559      0.00     68.00      0.00       0  app_linux_amd64
07:10:55 PM 174209043      7559      0.00     84.00      0.00       0  app_linux_amd64
07:10:56 PM 174209043      7559      0.00    112.00      0.00       0  app_linux_amd64
07:10:57 PM 174209043      7559      0.00     72.00      0.00       0  app_linux_amd64
07:10:58 PM 174209043      7559      0.00     76.00      0.00       0  app_linux_amd64
07:10:59 PM 174209043      7559      0.00     60.00      0.00       0  app_linux_amd64
07:11:00 PM 174209043      7559      0.00     40.00      0.00       0  app_linux_amd64
07:11:01 PM 174209043      7559      0.00     76.00      0.00       0  app_linux_amd64
07:11:02 PM 174209043      7559      0.00    112.00      0.00       0  app_linux_amd64
07:11:03 PM 174209043      7559      0.00     92.00      0.00       0  app_linux_amd64
07:11:04 PM 174209043      7559      0.00     48.00      0.00       0  app_linux_amd64
07:11:05 PM 174209043      7559      0.00     96.00      0.00       0  app_linux_amd64
07:11:06 PM 174209043      7559      0.00    104.00      0.00       0  app_linux_amd64
07:11:07 PM 174209043      7559      0.00    104.00      0.00       0  app_linux_amd64
07:11:08 PM 174209043      7559      0.00     88.00      0.00       0  app_linux_amd64
07:11:09 PM 174209043      7559      0.00     80.00      0.00       0  app_linux_amd64
07:11:10 PM 174209043      7559      0.00    104.00      0.00       0  app_linux_amd64
07:11:11 PM 174209043      7559      0.00    100.00      0.00       0  app_linux_amd64
07:11:12 PM 174209043      7559      0.00     76.00      0.00       0  app_linux_amd64
07:11:13 PM 174209043      7559      0.00     72.00      0.00       0  app_linux_amd64
07:11:14 PM 174209043      7559      0.00     72.00      0.00       0  app_linux_amd64
07:11:15 PM 174209043      7559      0.00     80.00      0.00       0  app_linux_amd64
07:11:16 PM 174209043      7559      0.00    104.00      0.00       0  app_linux_amd64
07:11:17 PM 174209043      7559      0.00     88.00      0.00       0  app_linux_amd64
07:11:18 PM 174209043      7559      0.00    104.00      0.00       0  app_linux_amd64
07:11:19 PM 174209043      7559      0.00     48.00      0.00       0  app_linux_amd64
07:11:20 PM 174209043      7559      0.00    108.00      0.00       0  app_linux_amd64
07:11:21 PM 174209043      7559      0.00     68.00      0.00       0  app_linux_amd64
07:11:22 PM 174209043      7559      0.00     84.00      0.00       0  app_linux_amd64
07:11:23 PM 174209043      7559      0.00     88.00      0.00       0  app_linux_amd64
07:11:24 PM 174209043      7559      0.00     48.00      0.00       0  app_linux_amd64
07:11:25 PM 174209043      7559      0.00    108.00      0.00       0  app_linux_amd64
07:11:26 PM 174209043      7559      0.00     72.00      0.00       0  app_linux_amd64
07:11:27 PM 174209043      7559      0.00     48.00      0.00       0  app_linux_amd64
07:11:28 PM 174209043      7559      0.00     96.00      0.00       0  app_linux_amd64
07:11:29 PM 174209043      7559      0.00     36.00      0.00       0  app_linux_amd64
07:11:30 PM 174209043      7559      0.00    148.00      0.00       0  app_linux_amd64
07:11:31 PM 174209043      7559      0.00    112.00      0.00       0  app_linux_amd64
07:11:32 PM 174209043      7559      0.00     76.00      0.00       0  app_linux_amd64
07:11:33 PM 174209043      7559      0.00     16.00      0.00       0  app_linux_amd64
07:11:34 PM 174209043      7559      0.00     12.00      0.00       0  app_linux_amd64
07:11:35 PM 174209043      7559      0.00      8.00      0.00       0  app_linux_amd64
07:11:36 PM 174209043      7559      0.00     20.00      0.00       0  app_linux_amd64
07:11:37 PM 174209043      7559      0.00      8.00      0.00       0  app_linux_amd64
07:11:38 PM 174209043      7559      0.00     12.00      0.00       0  app_linux_amd64
07:11:39 PM 174209043      7559      0.00     12.00      0.00       0  app_linux_amd64
07:11:40 PM 174209043      7559      0.00      0.00      0.00       0  app_linux_amd64
07:11:41 PM 174209043      7559      0.00    244.00      0.00       0  app_linux_amd64
07:11:42 PM 174209043      7559      0.00    128.00      0.00       0  app_linux_amd64
07:11:43 PM 174209043      7559      0.00    144.00      0.00       0  app_linux_amd64
07:11:44 PM 174209043      7559      0.00    112.00      0.00       0  app_linux_amd64
07:11:45 PM 174209043      7559      0.00    104.00      0.00       0  app_linux_amd64
07:11:46 PM 174209043      7559      0.00    144.00      0.00       0  app_linux_amd64
07:11:47 PM 174209043      7559      0.00    104.00      0.00       0  app_linux_amd64
07:11:48 PM 174209043      7559      0.00    140.00      0.00       0  app_linux_amd64
07:11:49 PM 174209043      7559      0.00    164.00      0.00       0  app_linux_amd64
07:11:50 PM 174209043      7559      0.00    108.00      0.00       0  app_linux_amd64
07:11:51 PM 174209043      7559      0.00    116.00      0.00       0  app_linux_amd64
07:11:52 PM 174209043      7559      0.00     88.00      0.00       0  app_linux_amd64
07:11:53 PM 174209043      7559      0.00     84.00      0.00       0  app_linux_amd64
07:11:54 PM 174209043      7559      0.00    108.00      0.00       0  app_linux_amd64
07:11:55 PM 174209043      7559      0.00    140.00      0.00       0  app_linux_amd64
07:11:56 PM 174209043      7559      0.00    128.00      0.00       0  app_linux_amd64
07:11:57 PM 174209043      7559      0.00    108.00      0.00       0  app_linux_amd64
07:11:58 PM 174209043      7559      0.00    140.00      0.00       0  app_linux_amd64
07:11:59 PM 174209043      7559      0.00    124.00      0.00       0  app_linux_amd64
07:12:00 PM 174209043      7559      0.00    116.00      0.00       0  app_linux_amd64
07:12:01 PM 174209043      7559      0.00    136.00      0.00       0  app_linux_amd64
07:12:02 PM 174209043      7559      0.00    164.00      0.00       0  app_linux_amd64
07:12:03 PM 174209043      7559      0.00    144.00      0.00       0  app_linux_amd64
07:12:04 PM 174209043      7559      0.00    160.00      0.00       0  app_linux_amd64
07:12:05 PM 174209043      7559      0.00    104.00      0.00       0  app_linux_amd64
07:12:06 PM 174209043      7559      0.00    108.00      0.00       0  app_linux_amd64
07:12:07 PM 174209043      7559      0.00    144.00      0.00       0  app_linux_amd64
07:12:08 PM 174209043      7559      0.00    116.00      0.00       0  app_linux_amd64
07:12:09 PM 174209043      7559      0.00     88.00      0.00       0  app_linux_amd64
07:12:10 PM 174209043      7559      0.00    192.00      0.00       0  app_linux_amd64
07:12:11 PM 174209043      7559      0.00    168.00      0.00       0  app_linux_amd64
07:12:12 PM 174209043      7559      0.00    180.00      0.00       0  app_linux_amd64
07:12:13 PM 174209043      7559      0.00     84.00      0.00       0  app_linux_amd64
07:12:14 PM 174209043      7559      0.00    108.00      0.00       0  app_linux_amd64
07:12:15 PM 174209043      7559      0.00    148.00      0.00       0  app_linux_amd64
07:12:16 PM 174209043      7559      0.00    144.00      0.00       0  app_linux_amd64
07:12:17 PM 174209043      7559      0.00    132.00      0.00       0  app_linux_amd64
07:12:18 PM 174209043      7559      0.00    140.00      0.00       0  app_linux_amd64
07:12:19 PM 174209043      7559      0.00    120.00      0.00       0  app_linux_amd64
07:12:20 PM 174209043      7559      0.00    144.00      0.00       0  app_linux_amd64
07:12:21 PM 174209043      7559      0.00    120.00      0.00       0  app_linux_amd64
07:12:22 PM 174209043      7559      0.00    180.00      0.00       0  app_linux_amd64
07:12:23 PM 174209043      7559      0.00    112.00      0.00       0  app_linux_amd64
07:12:24 PM 174209043      7559      0.00    136.00      0.00       0  app_linux_amd64
07:12:25 PM 174209043      7559      0.00    164.00      0.00       0  app_linux_amd64
07:12:26 PM 174209043      7559      0.00    128.00      0.00       0  app_linux_amd64
07:12:27 PM 174209043      7559      0.00    160.00      0.00       0  app_linux_amd64
07:12:28 PM 174209043      7559      0.00    120.00      0.00       0  app_linux_amd64
07:12:29 PM 174209043      7559      0.00    128.00      0.00       0  app_linux_amd64
07:12:30 PM 174209043      7559      0.00    172.00      0.00       0  app_linux_amd64
07:12:31 PM 174209043      7559      0.00    132.00      0.00       0  app_linux_amd64
07:12:32 PM 174209043      7559      0.00     64.00      0.00       0  app_linux_amd64
07:12:33 PM 174209043      7559      0.00    140.00      0.00       0  app_linux_amd64
07:12:34 PM 174209043      7559      0.00    104.00      0.00       0  app_linux_amd64
07:12:35 PM 174209043      7559      0.00    108.00      0.00       0  app_linux_amd64
07:12:36 PM 174209043      7559      0.00    112.00      0.00       0  app_linux_amd64
07:12:37 PM 174209043      7559      0.00    124.00      0.00       0  app_linux_amd64
07:12:38 PM 174209043      7559      0.00    124.00      0.00       0  app_linux_amd64
07:12:39 PM 174209043      7559      0.00    132.00      0.00       0  app_linux_amd64
07:12:40 PM 174209043      7559      0.00    180.00      0.00       0  app_linux_amd64
07:12:41 PM 174209043      7559      0.00    160.00      0.00       0  app_linux_amd64
07:12:42 PM 174209043      7559      0.00    104.00      0.00       0  app_linux_amd64
07:12:43 PM 174209043      7559      0.00    192.00      0.00       0  app_linux_amd64
07:12:44 PM 174209043      7559      0.00    176.00      0.00       0  app_linux_amd64
07:12:45 PM 174209043      7559      0.00    140.00      0.00       0  app_linux_amd64
07:12:46 PM 174209043      7559      0.00    100.00      0.00       0  app_linux_amd64
07:12:47 PM 174209043      7559      0.00    128.00      0.00       0  app_linux_amd64
07:12:48 PM 174209043      7559      0.00     88.00      0.00       0  app_linux_amd64
07:12:49 PM 174209043      7559      0.00    184.00      0.00       0  app_linux_amd64
07:12:50 PM 174209043      7559      0.00    100.00      0.00       0  app_linux_amd64
07:12:51 PM 174209043      7559      0.00    128.00      0.00       0  app_linux_amd64
07:12:52 PM 174209043      7559      0.00    140.00      0.00       0  app_linux_amd64
07:12:53 PM 174209043      7559      0.00    100.00      0.00       0  app_linux_amd64
07:12:54 PM 174209043      7559      0.00    164.00      0.00       0  app_linux_amd64
07:12:55 PM 174209043      7559      0.00    132.00      0.00       0  app_linux_amd64
07:12:56 PM 174209043      7559      0.00    160.00      0.00       0  app_linux_amd64
07:12:57 PM 174209043      7559      0.00     84.00      0.00       0  app_linux_amd64
07:12:58 PM 174209043      7559      0.00    108.00      0.00       0  app_linux_amd64
07:12:59 PM 174209043      7559      0.00     96.00      0.00       0  app_linux_amd64
07:13:00 PM 174209043      7559      0.00    152.00      0.00       0  app_linux_amd64
07:13:01 PM 174209043      7559      0.00    136.00      0.00       0  app_linux_amd64
07:13:02 PM 174209043      7559      0.00    160.00      0.00       0  app_linux_amd64
07:13:03 PM 174209043      7559      0.00    112.00      0.00       0  app_linux_amd64
07:13:04 PM 174209043      7559      0.00    108.00      0.00       0  app_linux_amd64
07:13:05 PM 174209043      7559      0.00     92.00      0.00       0  app_linux_amd64
07:13:06 PM 174209043      7559      0.00    124.00      0.00       0  app_linux_amd64
07:13:07 PM 174209043      7559      0.00     80.00      0.00       0  app_linux_amd64
07:13:08 PM 174209043      7559      0.00    104.00      0.00       0  app_linux_amd64
07:13:09 PM 174209043      7559      0.00     88.00      0.00       0  app_linux_amd64
07:13:10 PM 174209043      7559      0.00     20.00      0.00       0  app_linux_amd64
07:13:11 PM 174209043      7559      0.00      0.00      0.00       0  app_linux_amd64
07:13:12 PM 174209043      7559      0.00     16.00      0.00       0  app_linux_amd64
07:13:13 PM 174209043      7559      0.00     12.00      0.00       0  app_linux_amd64
07:13:14 PM 174209043      7559      0.00      8.00      0.00       0  app_linux_amd64
07:13:15 PM 174209043      7559      0.00      8.00      0.00       0  app_linux_amd64
07:13:16 PM 174209043      7559      0.00     12.00      0.00       0  app_linux_amd64
07:13:17 PM 174209043      7559      0.00     16.00      0.00       0  app_linux_amd64
07:13:18 PM 174209043      7559      0.00      4.00      0.00       0  app_linux_amd64
07:13:19 PM 174209043      7559      0.00     12.00      0.00       0  app_linux_amd64
07:13:20 PM 174209043      7559      0.00    132.00      0.00       0  app_linux_amd64
07:13:21 PM 174209043      7559      0.00    168.00      0.00       0  app_linux_amd64
07:13:22 PM 174209043      7559      0.00    216.00      0.00       0  app_linux_amd64
07:13:23 PM 174209043      7559      0.00    108.00      0.00       0  app_linux_amd64
07:13:24 PM 174209043      7559      0.00    192.00      0.00       0  app_linux_amd64
07:13:25 PM 174209043      7559      0.00    136.00      0.00       0  app_linux_amd64
07:13:26 PM 174209043      7559      0.00    184.00      0.00       0  app_linux_amd64
07:13:27 PM 174209043      7559      0.00    132.00      0.00       0  app_linux_amd64
07:13:28 PM 174209043      7559      0.00    172.00      0.00       0  app_linux_amd64
07:13:29 PM 174209043      7559      0.00    148.00      0.00       0  app_linux_amd64
07:13:30 PM 174209043      7559      0.00    240.00      0.00       0  app_linux_amd64
07:13:31 PM 174209043      7559      0.00    100.00      0.00       0  app_linux_amd64
07:13:32 PM 174209043      7559      0.00    152.00      0.00       0  app_linux_amd64
07:13:33 PM 174209043      7559      0.00    136.00      0.00       0  app_linux_amd64
07:13:34 PM 174209043      7559      0.00    192.00      0.00       0  app_linux_amd64
07:13:35 PM 174209043      7559      0.00    172.00      0.00       0  app_linux_amd64
07:13:36 PM 174209043      7559      0.00    196.00      0.00       0  app_linux_amd64
07:13:37 PM 174209043      7559      0.00    152.00      0.00       0  app_linux_amd64
07:13:38 PM 174209043      7559      0.00    176.00      0.00       0  app_linux_amd64
07:13:39 PM 174209043      7559      0.00    152.00      0.00       0  app_linux_amd64
07:13:40 PM 174209043      7559      0.00    196.00      0.00       0  app_linux_amd64
07:13:41 PM 174209043      7559      0.00    228.00      0.00       0  app_linux_amd64
07:13:42 PM 174209043      7559      0.00    176.00      0.00       0  app_linux_amd64
07:13:43 PM 174209043      7559      0.00    184.00      0.00       0  app_linux_amd64
07:13:44 PM 174209043      7559      0.00    108.00      0.00       0  app_linux_amd64
07:13:45 PM 174209043      7559      0.00    176.00      0.00       0  app_linux_amd64
07:13:46 PM 174209043      7559      0.00    136.00      0.00       0  app_linux_amd64
07:13:47 PM 174209043      7559      0.00    156.00      0.00       0  app_linux_amd64
07:13:48 PM 174209043      7559      0.00    192.00      0.00       0  app_linux_amd64
07:13:49 PM 174209043      7559      0.00    212.00      0.00       0  app_linux_amd64
07:13:50 PM 174209043      7559      0.00     56.00      0.00       0  app_linux_amd64
07:13:51 PM 174209043      7559      0.00      8.00      0.00       0  app_linux_amd64
07:13:52 PM 174209043      7559      0.00    232.00      0.00       0  app_linux_amd64
07:13:53 PM 174209043      7559      0.00    164.00      0.00       0  app_linux_amd64
07:13:54 PM 174209043      7559      0.00    188.00      0.00       0  app_linux_amd64
07:13:55 PM 174209043      7559      0.00    128.00      0.00       0  app_linux_amd64
07:13:56 PM 174209043      7559      0.00    160.00      0.00       0  app_linux_amd64
07:13:57 PM 174209043      7559      0.00    132.00      0.00       0  app_linux_amd64
07:13:58 PM 174209043      7559      0.00    184.00      0.00       0  app_linux_amd64
07:13:59 PM 174209043      7559      0.00    152.00      0.00       0  app_linux_amd64
07:14:00 PM 174209043      7559      0.00    188.00      0.00       0  app_linux_amd64
07:14:01 PM 174209043      7559      0.00    156.00      0.00       0  app_linux_amd64
07:14:02 PM 174209043      7559      0.00    180.00      0.00       0  app_linux_amd64
07:14:03 PM 174209043      7559      0.00    176.00      0.00       0  app_linux_amd64
07:14:04 PM 174209043      7559      0.00     68.00      0.00       0  app_linux_amd64
07:14:05 PM 174209043      7559      0.00    188.00      0.00       0  app_linux_amd64
07:14:06 PM 174209043      7559      0.00    128.00      0.00       0  app_linux_amd64
07:14:07 PM 174209043      7559      0.00    160.00      0.00       0  app_linux_amd64
07:14:08 PM 174209043      7559      0.00    184.00      0.00       0  app_linux_amd64
07:14:09 PM 174209043      7559      0.00    160.00      0.00       0  app_linux_amd64
07:14:10 PM 174209043      7559      0.00    192.00      0.00       0  app_linux_amd64
07:14:11 PM 174209043      7559      0.00    164.00      0.00       0  app_linux_amd64
07:14:12 PM 174209043      7559      0.00    160.00      0.00       0  app_linux_amd64
07:14:13 PM 174209043      7559      0.00    252.00      0.00       0  app_linux_amd64
07:14:14 PM 174209043      7559      0.00    188.00      0.00       0  app_linux_amd64
07:14:15 PM 174209043      7559      0.00    156.00      0.00       0  app_linux_amd64
07:14:16 PM 174209043      7559      0.00    132.00      0.00       0  app_linux_amd64
07:14:17 PM 174209043      7559      0.00    180.00      0.00       0  app_linux_amd64
07:14:18 PM 174209043      7559      0.00    140.00      0.00       0  app_linux_amd64
07:14:19 PM 174209043      7559      0.00    148.00      0.00       0  app_linux_amd64
07:14:20 PM 174209043      7559      0.00    176.00      0.00       0  app_linux_amd64
07:14:21 PM 174209043      7559      0.00    148.00      0.00       0  app_linux_amd64
07:14:22 PM 174209043      7559      0.00    132.00      0.00       0  app_linux_amd64
07:14:23 PM 174209043      7559      0.00    200.00      0.00       0  app_linux_amd64
07:14:24 PM 174209043      7559      0.00    140.00      0.00       0  app_linux_amd64
07:14:25 PM 174209043      7559      0.00    172.00      0.00       0  app_linux_amd64
07:14:26 PM 174209043      7559      0.00    156.00      0.00       0  app_linux_amd64
07:14:27 PM 174209043      7559      0.00    156.00      0.00       0  app_linux_amd64
07:14:28 PM 174209043      7559      0.00    164.00      0.00       0  app_linux_amd64
07:14:29 PM 174209043      7559      0.00    168.00      0.00       0  app_linux_amd64
07:14:30 PM 174209043      7559      0.00    192.00      0.00       0  app_linux_amd64
07:14:31 PM 174209043      7559      0.00    172.00      0.00       0  app_linux_amd64
07:14:32 PM 174209043      7559      0.00    168.00      0.00       0  app_linux_amd64
07:14:33 PM 174209043      7559      0.00    212.00      0.00       0  app_linux_amd64
07:14:34 PM 174209043      7559      0.00    216.00      0.00       0  app_linux_amd64
07:14:35 PM 174209043      7559      0.00    144.00      0.00       0  app_linux_amd64
07:14:36 PM 174209043      7559      0.00    136.00      0.00       0  app_linux_amd64
07:14:37 PM 174209043      7559      0.00    160.00      0.00       0  app_linux_amd64
07:14:38 PM 174209043      7559      0.00    196.00      0.00       0  app_linux_amd64
07:14:39 PM 174209043      7559      0.00    164.00      0.00       0  app_linux_amd64
07:14:40 PM 174209043      7559      0.00    148.00      0.00       0  app_linux_amd64
07:14:41 PM 174209043      7559      0.00    136.00      0.00       0  app_linux_amd64
07:14:42 PM 174209043      7559      0.00    168.00      0.00       0  app_linux_amd64
07:14:43 PM 174209043      7559      0.00    156.00      0.00       0  app_linux_amd64
07:14:44 PM 174209043      7559      0.00    144.00      0.00       0  app_linux_amd64
07:14:45 PM 174209043      7559      0.00    116.00      0.00       0  app_linux_amd64
07:14:46 PM 174209043      7559      0.00    164.00      0.00       0  app_linux_amd64
07:14:47 PM 174209043      7559      0.00    128.00      0.00       0  app_linux_amd64
07:14:48 PM 174209043      7559      0.00    152.00      0.00       0  app_linux_amd64
07:14:49 PM 174209043      7559      0.00    216.00      0.00       0  app_linux_amd64
07:14:50 PM 174209043      7559      0.00     36.00      0.00       0  app_linux_amd64
07:14:51 PM 174209043      7559      0.00     24.00      0.00       0  app_linux_amd64
07:14:52 PM 174209043      7559      0.00      0.00      0.00       0  app_linux_amd64
07:14:53 PM 174209043      7559      0.00     12.00      0.00       0  app_linux_amd64
07:14:54 PM 174209043      7559      0.00      8.00      0.00       0  app_linux_amd64
07:14:55 PM 174209043      7559      0.00     12.00      0.00       0  app_linux_amd64
07:14:56 PM 174209043      7559      0.00     12.00      0.00       0  app_linux_amd64
07:14:57 PM 174209043      7559      0.00      8.00      0.00       0  app_linux_amd64
07:14:58 PM 174209043      7559      0.00      8.00      0.00       0  app_linux_amd64
07:14:59 PM 174209043      7559      0.00     16.00      0.00       0  app_linux_amd64
07:15:00 PM 174209043      7559      0.00     12.00      0.00       0  app_linux_amd64
07:15:01 PM 174209043      7559      0.00      8.00      0.00       0  app_linux_amd64
07:15:02 PM 174209043      7559      0.00     12.00      0.00       0  app_linux_amd64
07:15:03 PM 174209043      7559      0.00     12.00      0.00       0  app_linux_amd64
07:15:04 PM 174209043      7559      0.00    252.00      0.00       0  app_linux_amd64
07:15:05 PM 174209043      7559      0.00    268.00      0.00       0  app_linux_amd64
07:15:06 PM 174209043      7559      0.00    268.00      0.00       0  app_linux_amd64
07:15:07 PM 174209043      7559      0.00    272.00      0.00       0  app_linux_amd64
07:15:08 PM 174209043      7559      0.00    308.00      0.00       0  app_linux_amd64
07:15:09 PM 174209043      7559      0.00    348.00      0.00       0  app_linux_amd64
07:15:10 PM 174209043      7559      0.00    328.00      0.00       0  app_linux_amd64
07:15:11 PM 174209043      7559      0.00    352.00      0.00       0  app_linux_amd64
07:15:12 PM 174209043      7559      0.00    276.00      0.00       0  app_linux_amd64
07:15:13 PM 174209043      7559      0.00    276.00      0.00       0  app_linux_amd64
07:15:14 PM 174209043      7559      0.00    352.00      0.00       0  app_linux_amd64
07:15:15 PM 174209043      7559      0.00    276.00      0.00       0  app_linux_amd64
07:15:16 PM 174209043      7559      0.00    316.00      0.00       0  app_linux_amd64
07:15:17 PM 174209043      7559      0.00    308.00      0.00       0  app_linux_amd64
07:15:18 PM 174209043      7559      0.00    332.00      0.00       0  app_linux_amd64
07:15:19 PM 174209043      7559      0.00    324.00      0.00       0  app_linux_amd64
07:15:20 PM 174209043      7559      0.00    324.00      0.00       0  app_linux_amd64
07:15:21 PM 174209043      7559      0.00    336.00      0.00       0  app_linux_amd64
07:15:22 PM 174209043      7559      0.00    276.00      0.00       0  app_linux_amd64
07:15:23 PM 174209043      7559      0.00    264.00      0.00       0  app_linux_amd64
07:15:24 PM 174209043      7559      0.00    288.00      0.00       0  app_linux_amd64
07:15:25 PM 174209043      7559      0.00    168.00      0.00       0  app_linux_amd64
07:15:26 PM 174209043      7559      0.00      8.00      0.00       0  app_linux_amd64
07:15:28 PM 174209043      7559      0.00      5.85      0.00       0  app_linux_amd64
07:15:29 PM 174209043      7559      0.00    448.00      0.00       0  app_linux_amd64
07:15:30 PM 174209043      7559      0.00    648.00      0.00       0  app_linux_amd64
07:15:31 PM 174209043      7559      0.00    428.00      0.00       0  app_linux_amd64
07:15:32 PM 174209043      7559      0.00      8.00      0.00       0  app_linux_amd64
07:15:33 PM 174209043      7559      0.00      3.96      0.00       0  app_linux_amd64
07:15:36 PM 174209043      7559      0.00    128.00      0.00       0  app_linux_amd64
07:15:37 PM 174209043      7559      0.00    208.00      0.00       0  app_linux_amd64
07:15:38 PM 174209043      7559      0.00     12.00      0.00       0  app_linux_amd64
07:15:39 PM 174209043      7559      0.00      4.00      0.00       0  app_linux_amd64
07:15:40 PM 174209043      7559      0.00      0.00      0.00       0  app_linux_amd64
07:15:41 PM 174209043      7559      0.00      8.00      0.00       0  app_linux_amd64
07:15:42 PM 174209043      7559      0.00      8.00      0.00       0  app_linux_amd64
07:15:43 PM 174209043      7559      0.00      8.00      0.00       0  app_linux_amd64
07:15:44 PM 174209043      7559      0.00     12.00      0.00       0  app_linux_amd64
07:15:45 PM 174209043      7559      0.00     12.00      0.00       0  app_linux_amd64
07:15:46 PM 174209043      7559      0.00     28.00      0.00       0  app_linux_amd64
07:15:47 PM 174209043      7559      0.00    120.00      0.00       0  app_linux_amd64
07:15:48 PM 174209043      7559      0.00    100.00      0.00       0  app_linux_amd64
07:15:49 PM 174209043      7559      0.00    108.00      0.00       0  app_linux_amd64
07:15:50 PM 174209043      7559      0.00    100.00      0.00       0  app_linux_amd64
07:15:51 PM 174209043      7559      0.00     92.00      0.00       0  app_linux_amd64
07:15:52 PM 174209043      7559      0.00    128.00      0.00       0  app_linux_amd64
07:15:53 PM 174209043      7559      0.00     52.00      0.00       0  app_linux_amd64
07:15:54 PM 174209043      7559      0.00    152.00      0.00       0  app_linux_amd64
07:15:55 PM 174209043      7559      0.00    136.00      0.00       0  app_linux_amd64
07:15:56 PM 174209043      7559      0.00    104.00      0.00       0  app_linux_amd64
07:15:57 PM 174209043      7559      0.00     96.00      0.00       0  app_linux_amd64
07:15:58 PM 174209043      7559      0.00     84.00      0.00       0  app_linux_amd64
07:15:59 PM 174209043      7559      0.00    156.00      0.00       0  app_linux_amd64
07:16:00 PM 174209043      7559      0.00     84.00      0.00       0  app_linux_amd64
07:16:01 PM 174209043      7559      0.00    184.00      0.00       0  app_linux_amd64
07:16:02 PM 174209043      7559      0.00    100.00      0.00       0  app_linux_amd64
07:16:03 PM 174209043      7559      0.00    164.00      0.00       0  app_linux_amd64
07:16:04 PM 174209043      7559      0.00    180.00      0.00       0  app_linux_amd64
07:16:05 PM 174209043      7559      0.00    104.00      0.00       0  app_linux_amd64
07:16:06 PM 174209043      7559      0.00    128.00      0.00       0  app_linux_amd64
07:16:07 PM 174209043      7559      0.00    136.00      0.00       0  app_linux_amd64
07:16:08 PM 174209043      7559      0.00     92.00      0.00       0  app_linux_amd64
07:16:09 PM 174209043      7559      0.00    152.00      0.00       0  app_linux_amd64
07:16:10 PM 174209043      7559      0.00    112.00      0.00       0  app_linux_amd64
07:16:11 PM 174209043      7559      0.00    108.00      0.00       0  app_linux_amd64
07:16:12 PM 174209043      7559      0.00    100.00      0.00       0  app_linux_amd64
07:16:13 PM 174209043      7559      0.00     68.00      0.00       0  app_linux_amd64
07:16:14 PM 174209043      7559      0.00    116.00      0.00       0  app_linux_amd64
07:16:15 PM 174209043      7559      0.00    152.00      0.00       0  app_linux_amd64
07:16:16 PM 174209043      7559      0.00    104.00      0.00       0  app_linux_amd64
07:16:17 PM 174209043      7559      0.00    136.00      0.00       0  app_linux_amd64
07:16:18 PM 174209043      7559      0.00    124.00      0.00       0  app_linux_amd64
07:16:19 PM 174209043      7559      0.00     76.00      0.00       0  app_linux_amd64
07:16:20 PM 174209043      7559      0.00    164.00      0.00       0  app_linux_amd64
07:16:21 PM 174209043      7559      0.00    100.00      0.00       0  app_linux_amd64
07:16:22 PM 174209043      7559      0.00     20.00      0.00       0  app_linux_amd64
07:16:23 PM 174209043      7559      0.00     48.00      0.00       0  app_linux_amd64
07:16:24 PM 174209043      7559      0.00     36.00      0.00       0  app_linux_amd64
07:16:25 PM 174209043      7559      0.00    244.00      0.00       0  app_linux_amd64
07:16:26 PM 174209043      7559      0.00     92.00      0.00       0  app_linux_amd64
07:16:27 PM 174209043      7559      0.00     32.00      0.00       0  app_linux_amd64
07:16:28 PM 174209043      7559      0.00    228.00      0.00       0  app_linux_amd64
