# started_at=2025-12-14T19:04:55+03:00
# cmd: pidstat -d -p 7559 1
# app_pid=7559

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

07:04:55 PM   UID       PID   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
07:16:29 PM 174209043      7559      0.00    156.00      0.00       0  app_linux_amd64
07:16:30 PM 174209043      7559      0.00    108.00      0.00       0  app_linux_amd64
07:16:31 PM 174209043      7559      0.00    168.00      0.00       0  app_linux_amd64
07:16:32 PM 174209043      7559      0.00    156.00      0.00       0  app_linux_amd64
07:16:33 PM 174209043      7559      0.00     88.00      0.00       0  app_linux_amd64
07:16:34 PM 174209043      7559      0.00     68.00      0.00       0  app_linux_amd64
07:16:35 PM 174209043      7559      0.00    120.00      0.00       0  app_linux_amd64
07:16:36 PM 174209043      7559      0.00    176.00      0.00       0  app_linux_amd64
07:16:37 PM 174209043      7559      0.00    104.00      0.00       0  app_linux_amd64
07:16:38 PM 174209043      7559      0.00    180.00      0.00       0  app_linux_amd64
07:16:39 PM 174209043      7559      0.00    148.00      0.00       0  app_linux_amd64
07:16:40 PM 174209043      7559      0.00    144.00      0.00       0  app_linux_amd64
07:16:41 PM 174209043      7559      0.00     12.00      0.00       0  app_linux_amd64
07:16:42 PM 174209043      7559      0.00      4.00      0.00       0  app_linux_amd64
07:16:43 PM 174209043      7559      0.00     32.00      0.00       0  app_linux_amd64
07:16:44 PM 174209043      7559      0.00      8.00      0.00       0  app_linux_amd64
07:16:45 PM 174209043      7559      0.00     28.00      0.00       0  app_linux_amd64
07:16:46 PM 174209043      7559      0.00    400.00      0.00       0  app_linux_amd64
07:16:47 PM 174209043      7559      0.00    364.00      0.00       0  app_linux_amd64
07:16:48 PM 174209043      7559      0.00    152.00      0.00       0  app_linux_amd64
07:16:49 PM 174209043      7559    104.00     80.00      0.00       0  app_linux_amd64
07:16:50 PM 174209043      7559      0.00     68.00      0.00       0  app_linux_amd64
07:16:51 PM 174209043      7559      0.00      4.00      0.00       0  app_linux_amd64
07:16:52 PM 174209043      7559      0.00      4.00      0.00       0  app_linux_amd64
07:16:53 PM 174209043      7559     32.00    216.00      0.00       0  app_linux_amd64
07:16:54 PM 174209043      7559    116.00    320.00      0.00       0  app_linux_amd64
07:16:55 PM 174209043      7559    716.00    184.00      0.00       0  app_linux_amd64
07:16:56 PM 174209043      7559    796.00     96.00      0.00       0  app_linux_amd64
07:16:57 PM 174209043      7559    536.00     40.00      0.00       0  app_linux_amd64
07:16:58 PM 174209043      7559    604.00    216.00      0.00       0  app_linux_amd64
07:16:59 PM 174209043      7559    180.00    180.00      0.00       0  app_linux_amd64
07:17:00 PM 174209043      7559     68.00     96.00      0.00       0  app_linux_amd64
07:17:01 PM 174209043      7559    684.00    108.00      0.00       0  app_linux_amd64
07:17:02 PM 174209043      7559   1120.00    216.00      0.00       0  app_linux_amd64
07:17:03 PM 174209043      7559   1152.00    164.00      0.00       0  app_linux_amd64
07:17:04 PM 174209043      7559   1380.00    120.00      0.00       0  app_linux_amd64
07:17:05 PM 174209043      7559   8180.00    236.00      0.00       0  app_linux_amd64
07:17:06 PM 174209043      7559  15292.00    224.00      0.00       0  app_linux_amd64
07:17:07 PM 174209043      7559  57403.92    227.45      0.00       0  app_linux_amd64
07:17:08 PM 174209043      7559  81975.76    141.41      0.00       0  app_linux_amd64
07:17:09 PM 174209043      7559  70087.13    170.30      0.00       0  app_linux_amd64
07:17:10 PM 174209043      7559  74682.83    161.62      0.00       0  app_linux_amd64
07:17:11 PM 174209043      7559  60942.57    114.85      0.00       0  app_linux_amd64
07:17:12 PM 174209043      7559  81520.79    118.81      0.00       0  app_linux_amd64
07:17:13 PM 174209043      7559 179496.00     36.00      0.00       0  app_linux_amd64
07:17:14 PM 174209043      7559 181306.93     11.88      0.00       0  app_linux_amd64
07:17:15 PM 174209043      7559 190105.88     11.76      0.00       0  app_linux_amd64
07:17:16 PM 174209043      7559 174941.41      0.00      0.00       0  app_linux_amd64
07:17:17 PM 174209043      7559 209196.12      0.00      0.00       0  app_linux_amd64
07:17:18 PM 174209043      7559 102571.43     20.41      0.00       0  app_linux_amd64
07:17:19 PM 174209043      7559 156860.00     72.00      0.00       0  app_linux_amd64
07:17:20 PM 174209043      7559 171556.86     47.06      0.00       0  app_linux_amd64
07:17:21 PM 174209043      7559 163980.00     12.00      0.00       0  app_linux_amd64
07:17:22 PM 174209043      7559 162196.00     20.00      0.00       0  app_linux_amd64
07:17:23 PM 174209043      7559 156800.00     11.76      0.00       0  app_linux_amd64
07:17:24 PM 174209043      7559 161650.98     11.76      0.00       0  app_linux_amd64
07:17:25 PM 174209043      7559 155665.31      8.16      0.00       0  app_linux_amd64
07:17:26 PM 174209043      7559 154609.90     11.88      0.00       0  app_linux_amd64
07:17:27 PM 174209043      7559 135140.00      8.00      0.00       0  app_linux_amd64
07:17:28 PM 174209043      7559 144250.51      8.08      0.00       0  app_linux_amd64
07:17:29 PM 174209043      7559 169741.18     15.69      0.00       0  app_linux_amd64
07:17:30 PM 174209043      7559 170364.00      8.00      0.00       0  app_linux_amd64
07:17:31 PM 174209043      7559 146937.37      4.04      0.00       0  app_linux_amd64
07:17:32 PM 174209043      7559 156876.00      8.00      0.00       0  app_linux_amd64
07:17:33 PM 174209043      7559 151718.81      7.92      0.00       0  app_linux_amd64
07:17:34 PM 174209043      7559 149513.73      3.92      0.00       0  app_linux_amd64
07:17:35 PM 174209043      7559 168131.15      6.56      0.00       0  app_linux_amd64
07:17:37 PM 174209043      7559  56890.61      0.00      0.00       0  app_linux_amd64
07:17:38 PM 174209043      7559 160864.00     16.00      0.00       0  app_linux_amd64
07:17:39 PM 174209043      7559 153021.78     15.84      0.00       0  app_linux_amd64
07:17:40 PM 174209043      7559 147302.97     11.88      0.00       0  app_linux_amd64
07:17:41 PM 174209043      7559 143768.63     19.61      0.00       0  app_linux_amd64
07:17:42 PM 174209043      7559 152584.62     10.26      0.00       0  app_linux_amd64
07:17:44 PM 174209043      7559  61941.62      8.65      0.00       0  app_linux_amd64
07:17:45 PM 174209043      7559 143080.00      8.00      0.00       0  app_linux_amd64
07:17:46 PM 174209043      7559 139129.41      7.84      0.00       0  app_linux_amd64
07:17:47 PM 174209043      7559 143471.56      7.34      0.00       0  app_linux_amd64
07:17:48 PM 174209043      7559 115552.94     14.71      0.00       0  app_linux_amd64
07:17:50 PM 174209043      7559  60296.93      2.45      0.00       0  app_linux_amd64
07:17:51 PM 174209043      7559 139098.04      7.84      0.00       0  app_linux_amd64
07:17:52 PM 174209043      7559 129669.39     12.24      0.00       0  app_linux_amd64
07:17:53 PM 174209043      7559 114238.38      4.04      0.00       0  app_linux_amd64
07:17:54 PM 174209043      7559 149685.44      3.88      0.00       0  app_linux_amd64
07:17:55 PM 174209043      7559 134075.47      3.77      0.00       0  app_linux_amd64
07:17:56 PM 174209043      7559 177062.86      7.62      0.00       0  app_linux_amd64
07:17:57 PM 174209043      7559 103262.75      7.84      0.00       0  app_linux_amd64
07:17:58 PM 174209043      7559 131721.21      8.08      0.00       0  app_linux_amd64
07:17:59 PM 174209043      7559 141808.00      4.00      0.00       0  app_linux_amd64
07:18:00 PM 174209043      7559 140059.41      7.92      0.00       0  app_linux_amd64
07:18:01 PM 174209043      7559 123156.00      4.00      0.00       0  app_linux_amd64
07:18:02 PM 174209043      7559 138528.30      3.77      0.00       0  app_linux_amd64
07:18:03 PM 174209043      7559 104113.13      0.00      0.00       0  app_linux_amd64
07:18:04 PM 174209043      7559 122714.29      4.08      0.00       0  app_linux_amd64
07:18:05 PM 174209043      7559 136427.18      3.88      0.00       0  app_linux_amd64
07:18:06 PM 174209043      7559 191160.00      0.00      0.00       0  app_linux_amd64
07:18:07 PM 174209043      7559 115696.97      4.04      0.00       0  app_linux_amd64
07:18:08 PM 174209043      7559  55401.98      0.00      0.00       0  app_linux_amd64
07:18:09 PM 174209043      7559 135479.61      7.77      0.00       0  app_linux_amd64
07:18:10 PM 174209043      7559 134700.00      4.17      0.00       0  app_linux_amd64
07:18:11 PM 174209043      7559 150498.04      7.84      0.00       0  app_linux_amd64
07:18:12 PM 174209043      7559  96308.91      7.92      0.00       0  app_linux_amd64
07:18:13 PM 174209043      7559 154076.00     12.00      0.00       0  app_linux_amd64
07:18:14 PM 174209043      7559 124731.31      4.04      0.00       0  app_linux_amd64
07:18:15 PM 174209043      7559 148992.16     19.61      0.00       0  app_linux_amd64
07:18:16 PM 174209043      7559 138549.49      8.08      0.00       0  app_linux_amd64
07:18:17 PM 174209043      7559 156689.11      7.92      0.00       0  app_linux_amd64
07:18:18 PM 174209043      7559  79150.34      2.76      0.00       0  app_linux_amd64
07:18:20 PM 174209043      7559  93780.00      7.50      0.00       0  app_linux_amd64
07:18:21 PM 174209043      7559 157412.00     12.00      0.00       0  app_linux_amd64
07:18:22 PM 174209043      7559 128665.38     11.54      0.00       0  app_linux_amd64
07:18:23 PM 174209043      7559 128367.68     12.12      0.00       0  app_linux_amd64
07:18:24 PM 174209043      7559 104284.54      0.00      0.00       0  app_linux_amd64
07:18:25 PM 174209043      7559  93917.24      3.45      0.00       0  app_linux_amd64
07:18:27 PM 174209043      7559  62626.46      2.12      0.00       0  app_linux_amd64
07:18:29 PM 174209043      7559 121234.62      7.69      0.00       0  app_linux_amd64
07:18:30 PM 174209043      7559 134657.69     19.23      0.00       0  app_linux_amd64
07:18:31 PM 174209043      7559  83463.83      0.00      0.00       0  app_linux_amd64
07:18:32 PM 174209043      7559  98784.62      3.85      0.00       0  app_linux_amd64
07:18:33 PM 174209043      7559  52077.55      8.16      0.00       0  app_linux_amd64
07:18:34 PM 174209043      7559 125119.19      4.04      0.00       0  app_linux_amd64
07:18:35 PM 174209043      7559 118518.81     11.88      0.00       0  app_linux_amd64
07:18:36 PM 174209043      7559 122118.81      3.96      0.00       0  app_linux_amd64
07:18:37 PM 174209043      7559 167467.92      7.55      0.00       0  app_linux_amd64
07:18:38 PM 174209043      7559  89425.93      3.70      0.00       0  app_linux_amd64
07:18:40 PM 174209043      7559  84943.75      4.17      0.00       0  app_linux_amd64
07:18:41 PM 174209043      7559 147216.00      8.00      0.00       0  app_linux_amd64
07:18:42 PM 174209043      7559 142808.00      8.00      0.00       0  app_linux_amd64
07:18:43 PM 174209043      7559 139364.71      3.92      0.00       0  app_linux_amd64
07:18:44 PM 174209043      7559 148360.00     12.00      0.00       0  app_linux_amd64
07:18:45 PM 174209043      7559 125442.42      8.08      0.00       0  app_linux_amd64
07:18:46 PM 174209043      7559 119200.00     11.88      0.00       0  app_linux_amd64
07:18:47 PM 174209043      7559 113700.00     30.77      0.00       0  app_linux_amd64
07:18:52 PM 174209043      7559   5499.61      0.00      0.00       0  app_linux_amd64
07:18:53 PM 174209043      7559  54792.08      3.96      0.00       0  app_linux_amd64
07:18:54 PM 174209043      7559  82665.42     11.21      0.00       0  app_linux_amd64
07:18:55 PM 174209043      7559  44433.68      0.00      0.00       0  app_linux_amd64
07:18:56 PM 174209043      7559 108140.00      8.00      0.00       0  app_linux_amd64
07:18:57 PM 174209043      7559 109128.00      8.00      0.00       0  app_linux_amd64
07:18:58 PM 174209043      7559 104996.00     32.00      0.00       0  app_linux_amd64
07:18:59 PM 174209043      7559 130300.00     40.00      0.00       0  app_linux_amd64
07:19:00 PM 174209043      7559 107972.55     15.69      0.00       0  app_linux_amd64
07:19:01 PM 174209043      7559 106672.00     32.00      0.00       0  app_linux_amd64
07:19:02 PM 174209043      7559 113397.98     28.28      0.00       0  app_linux_amd64
07:19:03 PM 174209043      7559  54431.03      6.90      0.00       0  app_linux_amd64
07:19:04 PM 174209043      7559  25793.68      0.00      0.00       0  app_linux_amd64
07:19:05 PM 174209043      7559  63048.42     12.63      0.00       0  app_linux_amd64
07:19:06 PM 174209043      7559  73133.98     15.53      0.00       0  app_linux_amd64
07:19:07 PM 174209043      7559  67840.82     20.41      0.00       0  app_linux_amd64
07:19:08 PM 174209043      7559  57619.80      7.92      0.00       0  app_linux_amd64
07:19:09 PM 174209043      7559  35024.49     12.24      0.00       0  app_linux_amd64
07:19:10 PM 174209043      7559  43745.10     11.76      0.00       0  app_linux_amd64
07:19:11 PM 174209043      7559  45200.00     12.12      0.00       0  app_linux_amd64
07:19:12 PM 174209043      7559  44860.00      8.00      0.00       0  app_linux_amd64
07:19:13 PM 174209043      7559  43876.00     12.00      0.00       0  app_linux_amd64
07:19:14 PM 174209043      7559  46558.42      7.92      0.00       0  app_linux_amd64
07:19:15 PM 174209043      7559  29000.00      0.00      0.00       0  app_linux_amd64
07:19:16 PM 174209043      7559  32130.69      0.00      0.00       0  app_linux_amd64
07:19:17 PM 174209043      7559  63531.31     88.89      0.00       0  app_linux_amd64
07:19:18 PM 174209043      7559  42003.96     35.64      0.00       0  app_linux_amd64
07:19:19 PM 174209043      7559  42108.00     12.00      0.00       0  app_linux_amd64
07:19:20 PM 174209043      7559  35324.00     16.00      0.00       0  app_linux_amd64
07:19:21 PM 174209043      7559  39398.02     11.88      0.00       0  app_linux_amd64
07:19:22 PM 174209043      7559  34121.21     12.12      0.00       0  app_linux_amd64
07:19:23 PM 174209043      7559  49615.84     11.88      0.00       0  app_linux_amd64
07:19:24 PM 174209043      7559  41948.51     11.88      0.00       0  app_linux_amd64
07:19:25 PM 174209043      7559  42076.77     20.20      0.00       0  app_linux_amd64
07:19:26 PM 174209043      7559  42035.29     11.76      0.00       0  app_linux_amd64
07:19:27 PM 174209043      7559  45195.96     12.12      0.00       0  app_linux_amd64
07:19:28 PM 174209043      7559  47057.43     11.88      0.00       0  app_linux_amd64
07:19:29 PM 174209043      7559  38444.00     12.00      0.00       0  app_linux_amd64
07:19:30 PM 174209043      7559  48172.00     16.00      0.00       0  app_linux_amd64
07:19:31 PM 174209043      7559  38676.00     12.00      0.00       0  app_linux_amd64
07:19:32 PM 174209043      7559  37073.27     15.84      0.00       0  app_linux_amd64
07:19:33 PM 174209043      7559  45744.00     12.00      0.00       0  app_linux_amd64
07:19:34 PM 174209043      7559  48859.41     19.80      0.00       0  app_linux_amd64
07:19:35 PM 174209043      7559  41144.00     16.00      0.00       0  app_linux_amd64
07:19:36 PM 174209043      7559  41180.20     15.84      0.00       0  app_linux_amd64
07:19:37 PM 174209043      7559  46387.88     16.16      0.00       0  app_linux_amd64
07:19:38 PM 174209043      7559  38540.00     12.00      0.00       0  app_linux_amd64
07:19:39 PM 174209043      7559  44495.05     15.84      0.00       0  app_linux_amd64
07:19:40 PM 174209043      7559  40440.00      8.00      0.00       0  app_linux_amd64
07:19:41 PM 174209043      7559  38016.00      8.00      0.00       0  app_linux_amd64
07:19:42 PM 174209043      7559  46966.34      7.92      0.00       0  app_linux_amd64
07:19:43 PM 174209043      7559  45420.00      8.00      0.00       0  app_linux_amd64
07:19:44 PM 174209043      7559  46276.00     12.00      0.00       0  app_linux_amd64
07:19:45 PM 174209043      7559  39560.00      8.00      0.00       0  app_linux_amd64
07:19:46 PM 174209043      7559  47672.00      8.00      0.00       0  app_linux_amd64
07:19:47 PM 174209043      7559  40132.00      8.00      0.00       0  app_linux_amd64
07:19:48 PM 174209043      7559  40473.68      7.02      0.00       0  app_linux_amd64
07:19:49 PM 174209043      7559  16995.45      0.00      0.00       0  app_linux_amd64
07:19:50 PM 174209043      7559  48720.79      7.92      0.00       0  app_linux_amd64
07:19:51 PM 174209043      7559  41784.00      8.00      0.00       0  app_linux_amd64
07:19:52 PM 174209043      7559  54024.00      4.00      0.00       0  app_linux_amd64
07:19:53 PM 174209043      7559  41312.00     12.00      0.00       0  app_linux_amd64
07:19:54 PM 174209043      7559  36012.00     12.00      0.00       0  app_linux_amd64
07:19:55 PM 174209043      7559  37732.00      4.00      0.00       0  app_linux_amd64
07:19:56 PM 174209043      7559  34368.63     11.76      0.00       0  app_linux_amd64
07:19:57 PM 174209043      7559  43353.54     12.12      0.00       0  app_linux_amd64
07:19:58 PM 174209043      7559  24137.04      3.70      0.00       0  app_linux_amd64
07:19:59 PM 174209043      7559  23051.55      8.25      0.00       0  app_linux_amd64
07:20:00 PM 174209043      7559  43881.19      7.92      0.00       0  app_linux_amd64
07:20:01 PM 174209043      7559  37772.00      8.00      0.00       0  app_linux_amd64
07:20:02 PM 174209043      7559  41738.61     11.88      0.00       0  app_linux_amd64
07:20:03 PM 174209043      7559  41813.86     11.88      0.00       0  app_linux_amd64
07:20:04 PM 174209043      7559  40636.00     12.00      0.00       0  app_linux_amd64
07:20:05 PM 174209043      7559  35152.48     15.84      0.00       0  app_linux_amd64
07:20:06 PM 174209043      7559  41422.22     16.16      0.00       0  app_linux_amd64
07:20:07 PM 174209043      7559  33659.41     11.88      0.00       0  app_linux_amd64
07:20:08 PM 174209043      7559  43948.51     11.88      0.00       0  app_linux_amd64
07:20:09 PM 174209043      7559  23540.00      0.00      0.00       0  app_linux_amd64
07:20:10 PM 174209043      7559  32136.59      9.76      0.00       0  app_linux_amd64
07:20:11 PM 174209043      7559  47740.00      8.00      0.00       0  app_linux_amd64
07:20:12 PM 174209043      7559  38776.00     12.00      0.00       0  app_linux_amd64
07:20:13 PM 174209043      7559  37744.00     16.00      0.00       0  app_linux_amd64
07:20:14 PM 174209043      7559  47628.00      8.00      0.00       0  app_linux_amd64
07:20:15 PM 174209043      7559  43758.42     11.88      0.00       0  app_linux_amd64
07:20:16 PM 174209043      7559  43224.24     12.12      0.00       0  app_linux_amd64
07:20:17 PM 174209043      7559  48842.72      3.88      0.00       0  app_linux_amd64
07:20:18 PM 174209043      7559  38484.85      4.04      0.00       0  app_linux_amd64
07:20:19 PM 174209043      7559  45263.37      0.00      0.00       0  app_linux_amd64
07:20:20 PM 174209043      7559  24151.46      0.00      0.00       0  app_linux_amd64
07:20:21 PM 174209043      7559  38154.46      0.00      0.00       0  app_linux_amd64
07:20:22 PM 174209043      7559   8542.86      0.00      0.00       0  app_linux_amd64
07:20:23 PM 174209043      7559  44288.00      0.00      0.00       0  app_linux_amd64
07:20:24 PM 174209043      7559  50707.07      8.08      0.00       0  app_linux_amd64
07:20:25 PM 174209043      7559  23461.54      0.00      0.00       0  app_linux_amd64
07:20:26 PM 174209043      7559  34486.60      4.12      0.00       0  app_linux_amd64
07:20:27 PM 174209043      7559  36280.77      0.00      0.00       0  app_linux_amd64
07:20:28 PM 174209043      7559  39010.10      0.00      0.00       0  app_linux_amd64
07:20:29 PM 174209043      7559  40026.92      3.85      0.00       0  app_linux_amd64
07:20:30 PM 174209043      7559  42690.91      4.04      0.00       0  app_linux_amd64
07:20:31 PM 174209043      7559  38888.00      0.00      0.00       0  app_linux_amd64
07:20:32 PM 174209043      7559  32096.15      0.00      0.00       0  app_linux_amd64
07:20:33 PM 174209043      7559  53414.14      4.04      0.00       0  app_linux_amd64
07:20:34 PM 174209043      7559  23534.69      0.00      0.00       0  app_linux_amd64
07:20:35 PM 174209043      7559  33269.90      7.77      0.00       0  app_linux_amd64
07:20:36 PM 174209043      7559  32775.51      0.00      0.00       0  app_linux_amd64
07:20:37 PM 174209043      7559  37948.51      3.96      0.00       0  app_linux_amd64
07:20:38 PM 174209043      7559  37559.60      4.04      0.00       0  app_linux_amd64
07:20:39 PM 174209043      7559  44839.22      0.00      0.00       0  app_linux_amd64
07:20:40 PM 174209043      7559  36745.63      3.88      0.00       0  app_linux_amd64
07:20:41 PM 174209043      7559  37496.91      0.00      0.00       0  app_linux_amd64
07:20:42 PM 174209043      7559  40208.00      4.00      0.00       0  app_linux_amd64
07:20:43 PM 174209043      7559  44305.88      0.00      0.00       0  app_linux_amd64
07:20:44 PM 174209043      7559  35772.55      0.00      0.00       0  app_linux_amd64
07:20:45 PM 174209043      7559  38757.28      0.00      0.00       0  app_linux_amd64
07:20:46 PM 174209043      7559  29443.30      0.00      0.00       0  app_linux_amd64
07:20:47 PM 174209043      7559  27881.08      0.00      0.00       0  app_linux_amd64
07:20:48 PM 174209043      7559  11787.23      0.00      0.00       0  app_linux_amd64
07:20:49 PM 174209043      7559  20632.65      0.00      0.00       0  app_linux_amd64
07:20:50 PM 174209043      7559  41688.89      4.04      0.00       0  app_linux_amd64
07:20:51 PM 174209043      7559  40644.00      0.00      0.00       0  app_linux_amd64
07:20:52 PM 174209043      7559  41112.00      4.00      0.00       0  app_linux_amd64
07:20:53 PM 174209043      7559  37380.00      4.00      0.00       0  app_linux_amd64
07:20:54 PM 174209043      7559  16144.00      0.00      0.00       0  app_linux_amd64
07:20:55 PM 174209043      7559  12696.00     16.00      0.00       0  app_linux_amd64
07:20:56 PM 174209043      7559  11240.00     12.00      0.00       0  app_linux_amd64
07:20:57 PM 174209043      7559  11004.00     20.00      0.00       0  app_linux_amd64
07:20:58 PM 174209043      7559  12600.00     20.00      0.00       0  app_linux_amd64
07:20:59 PM 174209043      7559  12976.00     20.00      0.00       0  app_linux_amd64
07:21:00 PM 174209043      7559  11984.00     16.00      0.00       0  app_linux_amd64
07:21:01 PM 174209043      7559  12432.00     20.00      0.00       0  app_linux_amd64
07:21:02 PM 174209043      7559  11184.00     16.00      0.00       0  app_linux_amd64
07:21:03 PM 174209043      7559  10968.00     12.00      0.00       0  app_linux_amd64
07:21:04 PM 174209043      7559  12148.00     24.00      0.00       0  app_linux_amd64
07:21:05 PM 174209043      7559   8724.00     16.00      0.00       0  app_linux_amd64
07:21:06 PM 174209043      7559   6516.00     20.00      0.00       0  app_linux_amd64
07:21:07 PM 174209043      7559   2620.00     20.00      0.00       0  app_linux_amd64
07:21:08 PM 174209043      7559   2926.73     19.80      0.00       0  app_linux_amd64
07:21:09 PM 174209043      7559   4344.00     20.00      0.00       0  app_linux_amd64
07:21:10 PM 174209043      7559   2604.00     16.00      0.00       0  app_linux_amd64
07:21:11 PM 174209043      7559   4068.00     16.00      0.00       0  app_linux_amd64
07:21:12 PM 174209043      7559   5314.85     15.84      0.00       0  app_linux_amd64
07:21:13 PM 174209043      7559   4660.00     20.00      0.00       0  app_linux_amd64
07:21:14 PM 174209043      7559   3300.00     20.00      0.00       0  app_linux_amd64
07:21:15 PM 174209043      7559   2264.00     16.00      0.00       0  app_linux_amd64
07:21:16 PM 174209043      7559   2024.00     24.00      0.00       0  app_linux_amd64
07:21:17 PM 174209043      7559   1493.07     19.80      0.00       0  app_linux_amd64
07:21:18 PM 174209043      7559    692.00     16.00      0.00       0  app_linux_amd64
07:21:19 PM 174209043      7559    492.00      8.00      0.00       0  app_linux_amd64
07:21:20 PM 174209043      7559      8.00     16.00      0.00       0  app_linux_amd64
07:21:21 PM 174209043      7559    820.00     12.00      0.00       0  app_linux_amd64
07:21:22 PM 174209043      7559    644.00     12.00      0.00       0  app_linux_amd64
07:21:23 PM 174209043      7559   1272.00     16.00      0.00       0  app_linux_amd64
07:21:24 PM 174209043      7559   1472.00     16.00      0.00       0  app_linux_amd64
07:21:25 PM 174209043      7559   4752.00     20.00      0.00       0  app_linux_amd64
07:21:26 PM 174209043      7559   7156.00     24.00      0.00       0  app_linux_amd64
07:21:27 PM 174209043      7559  16212.00     20.00      0.00       0  app_linux_amd64
07:21:28 PM 174209043      7559  16613.86     27.72      0.00       0  app_linux_amd64
07:21:29 PM 174209043      7559  19752.00     24.00      0.00       0  app_linux_amd64
07:21:30 PM 174209043      7559  22740.59     15.84      0.00       0  app_linux_amd64
07:21:31 PM 174209043      7559  17414.14     28.28      0.00       0  app_linux_amd64
07:21:32 PM 174209043      7559  21081.19     31.68      0.00       0  app_linux_amd64
07:21:33 PM 174209043      7559  20664.00     24.00      0.00       0  app_linux_amd64
07:21:34 PM 174209043      7559  19996.00     16.00      0.00       0  app_linux_amd64
07:21:35 PM 174209043      7559  20716.00     24.00      0.00       0  app_linux_amd64
07:21:36 PM 174209043      7559  26760.40     11.88      0.00       0  app_linux_amd64
07:21:37 PM 174209043      7559  10864.86      0.00      0.00       0  app_linux_amd64
07:21:38 PM 174209043      7559  14172.04      0.00      0.00       0  app_linux_amd64
07:21:40 PM 174209043      7559  47768.00      8.00      0.00       0  app_linux_amd64
07:21:41 PM 174209043      7559  49667.33      3.96      0.00       0  app_linux_amd64
07:21:42 PM 174209043      7559  52990.10      0.00      0.00       0  app_linux_amd64
07:21:43 PM 174209043      7559  44581.82      4.04      0.00       0  app_linux_amd64
07:21:44 PM 174209043      7559  48102.97      0.00      0.00       0  app_linux_amd64
07:21:45 PM 174209043      7559  51734.65      3.96      0.00       0  app_linux_amd64
07:21:46 PM 174209043      7559  45334.65      0.00      0.00       0  app_linux_amd64
07:21:47 PM 174209043      7559  42590.10      3.96      0.00       0  app_linux_amd64
07:21:48 PM 174209043      7559  42529.29      0.00      0.00       0  app_linux_amd64
07:21:49 PM 174209043      7559  44364.36      0.00      0.00       0  app_linux_amd64
07:21:50 PM 174209043      7559  42356.44      3.96      0.00       0  app_linux_amd64
07:21:51 PM 174209043      7559  47884.00      4.00      0.00       0  app_linux_amd64
07:21:52 PM 174209043      7559  48681.19      3.96      0.00       0  app_linux_amd64
07:21:53 PM 174209043      7559  45852.00      0.00      0.00       0  app_linux_amd64
07:21:54 PM 174209043      7559  43283.17      3.96      0.00       0  app_linux_amd64
07:21:55 PM 174209043      7559  44621.78      0.00      0.00       0  app_linux_amd64
07:21:56 PM 174209043      7559  49008.00      4.00      0.00       0  app_linux_amd64
07:21:57 PM 174209043      7559  38517.43      0.00      0.00       0  app_linux_amd64
07:21:59 PM 174209043      7559  16298.97      0.00      0.00       0  app_linux_amd64
07:22:00 PM 174209043      7559  40688.00      0.00      0.00       0  app_linux_amd64
07:22:01 PM 174209043      7559  27556.44      7.92      0.00       0  app_linux_amd64
07:22:02 PM 174209043      7559  11914.56      3.88      0.00       0  app_linux_amd64
07:22:03 PM 174209043      7559  14693.88      4.08      0.00       0  app_linux_amd64
07:22:04 PM 174209043      7559  19544.55      3.96      0.00       0  app_linux_amd64
07:22:05 PM 174209043      7559  22256.00     12.00      0.00       0  app_linux_amd64
07:22:06 PM 174209043      7559  17730.69     15.84      0.00       0  app_linux_amd64
07:22:07 PM 174209043      7559  18524.00      8.00      0.00       0  app_linux_amd64
07:22:08 PM 174209043      7559  20392.08     11.88      0.00       0  app_linux_amd64
07:22:09 PM 174209043      7559  24328.00     12.00      0.00       0  app_linux_amd64
07:22:10 PM 174209043      7559  22276.00     12.00      0.00       0  app_linux_amd64
07:22:11 PM 174209043      7559  22499.01     11.88      0.00       0  app_linux_amd64
07:22:12 PM 174209043      7559  16952.00     12.00      0.00       0  app_linux_amd64
07:22:13 PM 174209043      7559  25508.91     11.88      0.00       0  app_linux_amd64
07:22:14 PM 174209043      7559  26480.00     12.00      0.00       0  app_linux_amd64
07:22:15 PM 174209043      7559  18440.00     12.00      0.00       0  app_linux_amd64
07:22:16 PM 174209043      7559  23262.75      7.84      0.00       0  app_linux_amd64
07:22:17 PM 174209043      7559  30100.00     16.00      0.00       0  app_linux_amd64
07:22:18 PM 174209043      7559  28500.00      8.00      0.00       0  app_linux_amd64
07:22:19 PM 174209043      7559  33188.12      7.92      0.00       0  app_linux_amd64
07:22:20 PM 174209043      7559  27516.83     11.88      0.00       0  app_linux_amd64
07:22:21 PM 174209043      7559  30375.76      8.08      0.00       0  app_linux_amd64
07:22:22 PM 174209043      7559  28848.00      4.00      0.00       0  app_linux_amd64
07:22:23 PM 174209043      7559  28800.00     16.00      0.00       0  app_linux_amd64
07:22:24 PM 174209043      7559  29272.00      8.00      0.00       0  app_linux_amd64
07:22:25 PM 174209043      7559  26506.93     11.88      0.00       0  app_linux_amd64
07:22:26 PM 174209043      7559  15136.00     12.00      0.00       0  app_linux_amd64
07:22:27 PM 174209043      7559   8066.67      3.92      0.00       0  app_linux_amd64
07:22:28 PM 174209043      7559   8692.00      8.00      0.00       0  app_linux_amd64
