# started_at=2025-12-14T19:04:54+03:00
# cmd: mpstat -P ALL 1
# app_pid=7559

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

07:04:54 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:00 PM    4    6.12    0.00    9.18    0.00    0.00    0.00    0.00    0.00    0.00   84.69
07:11:00 PM    5    5.00    0.00    3.00    2.00    0.00    0.00    0.00    0.00    0.00   90.00
07:11:00 PM    6    7.14    0.00    5.10    3.06    0.00    0.00    0.00    0.00    0.00   84.69
07:11:00 PM    7    4.04    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   89.90
07:11:00 PM    8   11.88    0.00    4.95    0.99    0.00    0.00    0.00    0.00    0.00   82.18
07:11:00 PM    9    9.18    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   85.71
07:11:00 PM   10    3.12    0.00    2.08    3.12    0.00    0.00    0.00    0.00    0.00   91.67
07:11:00 PM   11    4.08    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   91.84

07:11:00 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:01 PM  all   12.93    0.00    3.80    1.18    0.00    0.08    0.00    0.00    0.00   81.99
07:11:01 PM    0   13.13    0.00    5.05    1.01    0.00    1.01    0.00    0.00    0.00   79.80
07:11:01 PM    1    5.15    0.00    3.09    1.03    0.00    0.00    0.00    0.00    0.00   90.72
07:11:01 PM    2   15.15    0.00    4.04    1.01    0.00    0.00    0.00    0.00    0.00   79.80
07:11:01 PM    3    8.91    0.00    2.97    1.98    0.00    0.00    0.00    0.00    0.00   86.14
07:11:01 PM    4    8.33    0.00    5.21    0.00    0.00    0.00    0.00    0.00    0.00   86.46
07:11:01 PM    5   37.37    0.00    1.01    1.01    0.00    0.00    0.00    0.00    0.00   60.61
07:11:01 PM    6    8.08    0.00    7.07    1.01    0.00    0.00    0.00    0.00    0.00   83.84
07:11:01 PM    7    6.12    0.00    1.02    4.08    0.00    0.00    0.00    0.00    0.00   88.78
07:11:01 PM    8   11.11    0.00    4.04    2.02    0.00    0.00    0.00    0.00    0.00   82.83
07:11:01 PM    9    5.05    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   91.92
07:11:01 PM   10   23.23    0.00    6.06    1.01    0.00    0.00    0.00    0.00    0.00   69.70
07:11:01 PM   11   13.27    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   83.67

07:11:01 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:02 PM  all   11.05    0.00    3.71    0.93    0.00    0.17    0.00    0.00    0.00   84.14
07:11:02 PM    0   42.42    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   53.54
07:11:02 PM    1    9.18    0.00    4.08    1.02    0.00    0.00    0.00    0.00    0.00   85.71
07:11:02 PM    2   10.89    0.00    5.94    0.00    0.00    0.99    0.00    0.00    0.00   82.18
07:11:02 PM    3    4.04    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   93.94
07:11:02 PM    4   17.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   77.00
07:11:02 PM    5    8.16    0.00    5.10    6.12    0.00    0.00    0.00    0.00    0.00   80.61
07:11:02 PM    6    5.10    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   89.80
07:11:02 PM    7    4.08    0.00    3.06    1.02    0.00    0.00    0.00    0.00    0.00   91.84
07:11:02 PM    8   10.89    0.00    3.96    0.99    0.00    0.99    0.00    0.00    0.00   83.17
07:11:02 PM    9    5.10    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   92.86
07:11:02 PM   10    6.19    0.00    2.06    2.06    0.00    0.00    0.00    0.00    0.00   89.69
07:11:02 PM   11    9.18    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   89.80

07:11:02 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:03 PM  all   14.87    0.00    5.10    0.76    0.00    0.00    0.00    0.00    0.00   79.27
07:11:03 PM    0   20.20    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   75.76
07:11:03 PM    1   15.31    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   82.65
07:11:03 PM    2   11.11    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   83.84
07:11:03 PM    3    4.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
07:11:03 PM    4   13.27    0.00    6.12    1.02    0.00    0.00    0.00    0.00    0.00   79.59
07:11:03 PM    5   14.43    0.00    6.19    1.03    0.00    0.00    0.00    0.00    0.00   78.35
07:11:03 PM    6   51.52    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   45.45
07:11:03 PM    7   10.31    0.00    5.15    1.03    0.00    0.00    0.00    0.00    0.00   83.51
07:11:03 PM    8   12.24    0.00    6.12    5.10    0.00    0.00    0.00    0.00    0.00   76.53
07:11:03 PM    9    6.06    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   85.86
07:11:03 PM   10   10.42    0.00    3.12    1.04    0.00    0.00    0.00    0.00    0.00   85.42
07:11:03 PM   11    9.28    0.00    5.15    0.00    0.00    0.00    0.00    0.00    0.00   85.57

07:11:03 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:04 PM  all   10.68    0.00    3.39    1.10    0.00    0.17    0.00    0.00    0.00   84.66
07:11:04 PM    0    4.17    0.00    2.08    1.04    0.00    0.00    0.00    0.00    0.00   92.71
07:11:04 PM    1   35.29    0.00    2.94    0.00    0.00    0.00    0.00    0.00    0.00   61.76
07:11:04 PM    2    4.12    0.00    1.03    1.03    0.00    0.00    0.00    0.00    0.00   93.81
07:11:04 PM    3    4.08    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   94.90
07:11:04 PM    4    6.19    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   91.75
07:11:04 PM    5   42.42    0.00    3.03    1.01    0.00    0.00    0.00    0.00    0.00   53.54
07:11:04 PM    6    8.08    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   88.89
07:11:04 PM    7    8.00    0.00    5.00    1.00    0.00    0.00    0.00    0.00    0.00   86.00
07:11:04 PM    8    3.03    0.00    4.04    1.01    0.00    0.00    0.00    0.00    0.00   91.92
07:11:04 PM    9    3.03    0.00    9.09    6.06    0.00    1.01    0.00    0.00    0.00   80.81
07:11:04 PM   10    4.08    0.00    4.08    1.02    0.00    0.00    0.00    0.00    0.00   90.82
07:11:04 PM   11    4.17    0.00    4.17    1.04    0.00    0.00    0.00    0.00    0.00   90.62

07:11:04 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:05 PM  all   12.26    0.00    4.90    1.35    0.00    0.00    0.00    0.00    0.00   81.49
07:11:05 PM    0    7.07    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   80.81
07:11:05 PM    1   16.16    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   78.79
07:11:05 PM    2    7.07    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   86.87
07:11:05 PM    3   69.70    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   30.30
07:11:05 PM    4    4.12    0.00    3.09    1.03    0.00    0.00    0.00    0.00    0.00   91.75
07:11:05 PM    5    3.06    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   90.82
07:11:05 PM    6   12.87    0.00    1.98    1.98    0.00    0.00    0.00    0.00    0.00   83.17
07:11:05 PM    7    4.12    0.00    2.06    5.15    0.00    0.00    0.00    0.00    0.00   88.66
07:11:05 PM    8    4.08    0.00    8.16    3.06    0.00    0.00    0.00    0.00    0.00   84.69
07:11:05 PM    9    5.15    0.00    4.12    4.12    0.00    0.00    0.00    0.00    0.00   86.60
07:11:05 PM   10    7.14    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   87.76
07:11:05 PM   11    5.94    0.00    4.95    0.99    0.00    0.00    0.00    0.00    0.00   88.12

07:11:05 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:06 PM  all   10.03    0.00    3.40    1.10    0.00    0.00    0.00    0.00    0.00   85.47
07:11:06 PM    0    2.04    0.00    3.06    4.08    0.00    0.00    0.00    0.00    0.00   90.82
07:11:06 PM    1    2.06    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   95.88
07:11:06 PM    2    9.00    0.00    5.00    1.00    0.00    0.00    0.00    0.00    0.00   85.00
07:11:06 PM    3   51.52    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   47.47
07:11:06 PM    4   11.11    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   85.86
07:11:06 PM    5    3.00    0.00    2.00    1.00    0.00    0.00    0.00    0.00    0.00   94.00
07:11:06 PM    6    2.13    0.00    4.26    1.06    0.00    0.00    0.00    0.00    0.00   92.55
07:11:06 PM    7    2.02    0.00    6.06    2.02    0.00    0.00    0.00    0.00    0.00   89.90
07:11:06 PM    8   21.43    0.00    6.12    1.02    0.00    0.00    0.00    0.00    0.00   71.43
07:11:06 PM    9    4.04    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   93.94
07:11:06 PM   10   10.42    0.00    1.04    3.12    0.00    0.00    0.00    0.00    0.00   85.42
07:11:06 PM   11    1.02    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   93.88

07:11:06 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:07 PM  all   11.16    0.00    3.97    0.76    0.00    0.08    0.00    0.00    0.00   84.02
07:11:07 PM    0    4.12    0.00    4.12    1.03    0.00    1.03    0.00    0.00    0.00   89.69
07:11:07 PM    1    1.01    0.00    6.06    2.02    0.00    0.00    0.00    0.00    0.00   90.91
07:11:07 PM    2    5.05    0.00    3.03    2.02    0.00    0.00    0.00    0.00    0.00   89.90
07:11:07 PM    3   47.52    0.00    4.95    0.00    0.00    0.00    0.00    0.00    0.00   47.52
07:11:07 PM    4   13.86    0.00    7.92    0.00    0.00    0.00    0.00    0.00    0.00   78.22
07:11:07 PM    5    7.14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   92.86
07:11:07 PM    6   12.24    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   85.71
07:11:07 PM    7    4.08    0.00    6.12    1.02    0.00    0.00    0.00    0.00    0.00   88.78
07:11:07 PM    8    9.28    0.00    4.12    3.09    0.00    0.00    0.00    0.00    0.00   83.51
07:11:07 PM    9   10.10    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   83.84
07:11:07 PM   10   15.15    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   81.82
07:11:07 PM   11    3.09    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   96.91

07:11:07 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:08 PM  all   11.06    0.00    4.36    0.92    0.00    0.25    0.00    0.00    0.00   83.40
07:11:08 PM    0   11.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   87.00
07:11:08 PM    1    2.02    0.00    2.02    2.02    0.00    0.00    0.00    0.00    0.00   93.94
07:11:08 PM    2    6.86    0.00    4.90    0.00    0.00    0.98    0.00    0.00    0.00   87.25
07:11:08 PM    3    3.03    0.00    1.01    1.01    0.00    0.00    0.00    0.00    0.00   94.95
07:11:08 PM    4   45.92    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   51.02
07:11:08 PM    5    4.08    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   87.76
07:11:08 PM    6   22.22    0.00    6.06    1.01    0.00    0.00    0.00    0.00    0.00   70.71
07:11:08 PM    7    6.12    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   89.80
07:11:08 PM    8   13.73    0.00    8.82    0.98    0.00    0.98    0.00    0.00    0.00   75.49
07:11:08 PM    9    6.06    0.00    2.02    2.02    0.00    1.01    0.00    0.00    0.00   88.89
07:11:08 PM   10    9.90    0.00    3.96    1.98    0.00    0.00    0.00    0.00    0.00   84.16
07:11:08 PM   11    2.04    0.00    6.12    2.04    0.00    0.00    0.00    0.00    0.00   89.80

07:11:08 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:09 PM  all   12.15    0.00    3.06    0.93    0.00    0.08    0.00    0.00    0.00   83.77
07:11:09 PM    0   12.00    0.00    4.00    1.00    0.00    0.00    0.00    0.00    0.00   83.00
07:11:09 PM    1    2.02    0.00    4.04    1.01    0.00    0.00    0.00    0.00    0.00   92.93
07:11:09 PM    2   17.17    0.00    7.07    2.02    0.00    1.01    0.00    0.00    0.00   72.73
07:11:09 PM    3    6.06    0.00    3.03    1.01    0.00    0.00    0.00    0.00    0.00   89.90
07:11:09 PM    4    5.15    0.00    6.19    2.06    0.00    0.00    0.00    0.00    0.00   86.60
07:11:09 PM    5    7.14    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   91.84
07:11:09 PM    6    6.12    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   91.84
07:11:09 PM    7    5.10    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   93.88
07:11:09 PM    8   24.21    0.00    1.05    0.00    0.00    0.00    0.00    0.00    0.00   74.74
07:11:09 PM    9    9.09    0.00    3.03    2.02    0.00    0.00    0.00    0.00    0.00   85.86
07:11:09 PM   10   50.52    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   47.42
07:11:09 PM   11    2.04    0.00    2.04    2.04    0.00    0.00    0.00    0.00    0.00   93.88

07:11:09 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:10 PM  all   12.93    0.00    5.99    1.28    0.00    0.00    0.00    0.00    0.00   79.79
07:11:10 PM    0    8.42    0.00    7.37    1.05    0.00    0.00    0.00    0.00    0.00   83.16
07:11:10 PM    1    5.21    0.00    2.08    0.00    0.00    0.00    0.00    0.00    0.00   92.71
07:11:10 PM    2    8.25    0.00   10.31    1.03    0.00    0.00    0.00    0.00    0.00   80.41
07:11:10 PM    3    4.12    0.00    3.09    1.03    0.00    0.00    0.00    0.00    0.00   91.75
07:11:10 PM    4   16.33    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   71.43
07:11:10 PM    5   49.50    0.00    6.93    0.99    0.00    0.00    0.00    0.00    0.00   42.57
07:11:10 PM    6   12.50    0.00    6.25    2.08    0.00    0.00    0.00    0.00    0.00   79.17
07:11:10 PM    7    6.00    0.00    5.00    1.00    0.00    0.00    0.00    0.00    0.00   88.00
07:11:10 PM    8   22.11    0.00    1.05    1.05    0.00    0.00    0.00    0.00    0.00   75.79
07:11:10 PM    9    9.00    0.00    5.00    5.00    0.00    0.00    0.00    0.00    0.00   81.00
07:11:10 PM   10    6.19    0.00    8.25    1.03    0.00    0.00    0.00    0.00    0.00   84.54
07:11:10 PM   11    6.25    0.00    4.17    1.04    0.00    0.00    0.00    0.00    0.00   88.54

07:11:10 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:11 PM  all   10.35    0.00    4.04    0.93    0.00    0.00    0.00    0.00    0.00   84.68
07:11:11 PM    0    6.38    0.00    6.38    1.06    0.00    0.00    0.00    0.00    0.00   86.17
07:11:11 PM    1    3.03    0.00    1.01    1.01    0.00    0.00    0.00    0.00    0.00   94.95
07:11:11 PM    2   18.37    0.00    5.10    1.02    0.00    0.00    0.00    0.00    0.00   75.51
07:11:11 PM    3    5.05    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   93.94
07:11:11 PM    4    9.90    0.00    4.95    0.99    0.00    0.00    0.00    0.00    0.00   84.16
07:11:11 PM    5    3.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
07:11:11 PM    6   13.00    0.00    6.00    1.00    0.00    0.00    0.00    0.00    0.00   80.00
07:11:11 PM    7   37.76    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   59.18
07:11:11 PM    8   15.84    0.00    3.96    0.99    0.00    0.00    0.00    0.00    0.00   79.21
07:11:11 PM    9    4.04    0.00    3.03    4.04    0.00    0.00    0.00    0.00    0.00   88.89
07:11:11 PM   10    6.00    0.00    5.00    1.00    0.00    0.00    0.00    0.00    0.00   88.00
07:11:11 PM   11    2.02    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   90.91

07:11:11 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:12 PM  all   10.22    0.00    3.97    0.76    0.00    0.25    0.00    0.00    0.00   84.80
07:11:12 PM    0    7.92    0.00    2.97    0.99    0.00    0.00    0.00    0.00    0.00   88.12
07:11:12 PM    1    7.92    0.00    2.97    4.95    0.00    0.99    0.00    0.00    0.00   83.17
07:11:12 PM    2   15.46    0.00    5.15    1.03    0.00    0.00    0.00    0.00    0.00   78.35
07:11:12 PM    3   11.22    0.00    3.06    0.00    0.00    1.02    0.00    0.00    0.00   84.69
07:11:12 PM    4    9.09    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   80.81
07:11:12 PM    5   10.20    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   87.76
07:11:12 PM    6    3.00    0.00    3.00    0.00    0.00    1.00    0.00    0.00    0.00   93.00
07:11:12 PM    7   36.73    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   62.24
07:11:12 PM    8    5.10    0.00    2.04    2.04    0.00    0.00    0.00    0.00    0.00   90.82
07:11:12 PM    9    3.06    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   89.80
07:11:12 PM   10    7.22    0.00    5.15    0.00    0.00    0.00    0.00    0.00    0.00   87.63
07:11:12 PM   11    6.06    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   90.91

07:11:12 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:13 PM  all   10.44    0.00    3.48    0.76    0.00    0.17    0.00    0.00    0.00   85.14
07:11:13 PM    0    7.14    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   88.78
07:11:13 PM    1    2.06    0.00    5.15    1.03    0.00    0.00    0.00    0.00    0.00   91.75
07:11:13 PM    2   31.58    0.00    3.16    0.00    0.00    0.00    0.00    0.00    0.00   65.26
07:11:13 PM    3   40.62    0.00    3.12    0.00    0.00    0.00    0.00    0.00    0.00   56.25
07:11:13 PM    4   10.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   87.00
07:11:13 PM    5    3.03    0.00    0.00    0.00    0.00    1.01    0.00    0.00    0.00   95.96
07:11:13 PM    6    6.12    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   91.84
07:11:13 PM    7    3.00    0.00    2.00    1.00    0.00    1.00    0.00    0.00    0.00   93.00
07:11:13 PM    8    5.05    0.00    2.02    6.06    0.00    0.00    0.00    0.00    0.00   86.87
07:11:13 PM    9    6.12    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   89.80
07:11:13 PM   10    6.12    0.00    5.10    1.02    0.00    0.00    0.00    0.00    0.00   87.76
07:11:13 PM   11    6.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   86.00

07:11:13 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:14 PM  all   11.71    0.00    3.62    0.84    0.00    0.00    0.00    0.00    0.00   83.82
07:11:14 PM    0    3.09    0.00    6.19    0.00    0.00    0.00    0.00    0.00    0.00   90.72
07:11:14 PM    1    5.05    0.00    2.02    1.01    0.00    0.00    0.00    0.00    0.00   91.92
07:11:14 PM    2   23.23    0.00    3.03    1.01    0.00    0.00    0.00    0.00    0.00   72.73
07:11:14 PM    3    7.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
07:11:14 PM    4   34.65    0.00    2.97    0.00    0.00    0.00    0.00    0.00    0.00   62.38
07:11:14 PM    5    2.97    0.00    2.97    0.99    0.00    0.00    0.00    0.00    0.00   93.07
07:11:14 PM    6   17.35    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   74.49
07:11:14 PM    7   10.20    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   87.76
07:11:14 PM    8   15.69    0.00    2.94    1.96    0.00    0.00    0.00    0.00    0.00   79.41
07:11:14 PM    9    9.09    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   89.90
07:11:14 PM   10    3.12    0.00    6.25    5.21    0.00    0.00    0.00    0.00    0.00   85.42
07:11:14 PM   11    8.25    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   89.69

07:11:14 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:15 PM  all   12.15    0.00    5.15    1.18    0.00    0.08    0.00    0.00    0.00   81.43
07:11:15 PM    0   14.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   81.00
07:11:15 PM    1   12.12    0.00    6.06    2.02    0.00    0.00    0.00    0.00    0.00   79.80
07:11:15 PM    2   11.34    0.00    3.09    0.00    0.00    0.00    0.00    0.00    0.00   85.57
07:11:15 PM    3    2.08    0.00    2.08    0.00    0.00    0.00    0.00    0.00    0.00   95.83
07:11:15 PM    4   12.62    0.00    6.80    0.00    0.00    0.97    0.00    0.00    0.00   79.61
07:11:15 PM    5   10.10    0.00    7.07    4.04    0.00    0.00    0.00    0.00    0.00   78.79
07:11:15 PM    6    3.06    0.00    8.16    6.12    0.00    0.00    0.00    0.00    0.00   82.65
07:11:15 PM    7   39.80    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   52.04
07:11:15 PM    8   23.23    0.00    3.03    0.00    0.00    0.00    0.00    0.00    0.00   73.74
07:11:15 PM    9    8.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   88.00
07:11:15 PM   10    5.15    0.00    3.09    2.06    0.00    0.00    0.00    0.00    0.00   89.69
07:11:15 PM   11    4.04    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   90.91

07:11:15 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:16 PM  all   12.04    0.00    3.42    1.20    0.00    0.00    0.00    0.00    0.00   83.35
07:11:16 PM    0    8.33    0.00    4.17    1.04    0.00    0.00    0.00    0.00    0.00   86.46
07:11:16 PM    1    2.06    0.00    1.03    2.06    0.00    0.00    0.00    0.00    0.00   94.85
07:11:16 PM    2   24.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   73.00
07:11:16 PM    3    4.08    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   91.84
07:11:16 PM    4    5.26    0.00    5.26    0.00    0.00    0.00    0.00    0.00    0.00   89.47
07:11:16 PM    5    2.06    0.00    7.22    0.00    0.00    0.00    0.00    0.00    0.00   90.72
07:11:16 PM    6   49.00    0.00    9.00    1.00    0.00    0.00    0.00    0.00    0.00   41.00
07:11:16 PM    7    7.07    0.00    3.03    4.04    0.00    0.00    0.00    0.00    0.00   85.86
07:11:16 PM    8   16.33    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   81.63
07:11:16 PM    9    6.19    0.00    1.03    1.03    0.00    0.00    0.00    0.00    0.00   91.75
07:11:16 PM   10   16.67    0.00    1.04    4.17    0.00    0.00    0.00    0.00    0.00   78.12
07:11:16 PM   11    2.04    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00   96.94

07:11:16 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:17 PM  all    9.01    0.00    3.31    1.02    0.00    0.08    0.00    0.00    0.00   86.58
07:11:17 PM    0   11.22    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   84.69
07:11:17 PM    1    3.16    0.00    2.11    1.05    0.00    0.00    0.00    0.00    0.00   93.68
07:11:17 PM    2    7.14    0.00    4.08    4.08    0.00    0.00    0.00    0.00    0.00   84.69
07:11:17 PM    3    2.97    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   93.07
07:11:17 PM    4    9.18    0.00    4.08    1.02    0.00    0.00    0.00    0.00    0.00   85.71
07:11:17 PM    5   33.67    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   65.31
07:11:17 PM    6    3.12    0.00    2.08    1.04    0.00    0.00    0.00    0.00    0.00   93.75
07:11:17 PM    7    5.05    0.00    3.03    1.01    0.00    0.00    0.00    0.00    0.00   90.91
07:11:17 PM    8    7.22    0.00    2.06    3.09    0.00    0.00    0.00    0.00    0.00   87.63
07:11:17 PM    9    4.08    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   91.84
07:11:17 PM   10   12.24    0.00    6.12    1.02    0.00    0.00    0.00    0.00    0.00   80.61
07:11:17 PM   11    8.91    0.00    2.97    0.00    0.00    0.99    0.00    0.00    0.00   87.13

07:11:17 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:18 PM  all    3.21    0.00    2.62    1.01    0.00    0.42    0.00    0.00    0.00   92.74
07:11:18 PM    0    2.97    0.00    4.95    0.00    0.00    0.99    0.00    0.00    0.00   91.09
07:11:18 PM    1    1.01    0.00    1.01    1.01    0.00    0.00    0.00    0.00    0.00   96.97
07:11:18 PM    2    2.06    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   95.88
07:11:18 PM    3    2.00    0.00    1.00    7.00    0.00    1.00    0.00    0.00    0.00   89.00
07:11:18 PM    4    9.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   88.00
07:11:18 PM    5    2.04    0.00    4.08    2.04    0.00    1.02    0.00    0.00    0.00   90.82
07:11:18 PM    6    5.21    0.00    2.08    0.00    0.00    0.00    0.00    0.00    0.00   92.71
07:11:18 PM    7    1.04    0.00    0.00    1.04    0.00    0.00    0.00    0.00    0.00   97.92
07:11:18 PM    8    2.02    0.00    2.02    0.00    0.00    1.01    0.00    0.00    0.00   94.95
07:11:18 PM    9    2.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
07:11:18 PM   10    6.00    0.00    7.00    1.00    0.00    0.00    0.00    0.00    0.00   86.00
07:11:18 PM   11    3.06    0.00    3.06    0.00    0.00    0.00    0.00    0.00    0.00   93.88

07:11:18 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
07:11:19 PM  all    5.37    0.00    4.36    1.17    0.00    0.08    0.00    0.00    0.00   89.01
07:11:19 PM    0    4.08    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   89.80
07:11:19 PM    1    2.97    0.00    2.97    0.00    0.00    0.00    0.00    0.00    0.00   94.06
07:11:19 PM    2    3.96    0.00    5.94    0.99    0.00    0.00    0.00    0.00    0.00   89.11
07:11:19 PM    3    8.16    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   86.73
07:11:19 PM    4    9.09    0.00    9.09    1.01    0.00    0.00    0.00    0.00    0.00   80.81
07:11:19 PM    5    2.02    0.00    2.02    2.02    0.00    0.00    0.00    0.00    0.00   93.94
07:11:19 PM    6    7.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   90.00
