# started_at=2025-12-14T01:53:18+03:00
# cmd: mpstat -P ALL 1
# app_pid=1101786

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

01:53:18 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:01 AM    3   73.47    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   18.37
02:14:01 AM    4   47.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
02:14:01 AM    5   49.00    0.00   12.00    1.00    0.00    0.00    0.00    0.00    0.00   38.00
02:14:01 AM    6   49.49    2.02   10.10    1.01    0.00    0.00    0.00    0.00    0.00   37.37
02:14:01 AM    7   43.43    0.00   25.25    1.01    0.00    0.00    0.00    0.00    0.00   30.30
02:14:01 AM    8   48.98    0.00   14.29    0.00    0.00    0.00    0.00    0.00    0.00   36.73
02:14:01 AM    9   78.22    0.00   13.86    0.99    0.00    0.00    0.00    0.00    0.00    6.93
02:14:01 AM   10   37.37    0.00   23.23    1.01    0.00    0.00    0.00    0.00    0.00   38.38
02:14:01 AM   11   43.00    0.00   22.00    2.00    0.00    0.00    0.00    0.00    0.00   33.00

02:14:01 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:02 AM  all   49.58    0.00   17.98    0.34    0.00    0.08    0.00    0.00    0.00   32.02
02:14:02 AM    0   50.00    0.00   13.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
02:14:02 AM    1   42.57    0.00   34.65    0.99    0.00    0.00    0.00    0.00    0.00   21.78
02:14:02 AM    2   48.48    0.00   15.15    1.01    0.00    0.00    0.00    0.00    0.00   35.35
02:14:02 AM    3   55.56    0.00   13.13    0.00    0.00    1.01    0.00    0.00    0.00   30.30
02:14:02 AM    4   41.84    0.00   25.51    0.00    0.00    0.00    0.00    0.00    0.00   32.65
02:14:02 AM    5   41.58    0.00   14.85    0.00    0.00    0.00    0.00    0.00    0.00   43.56
02:14:02 AM    6   52.04    0.00   18.37    0.00    0.00    0.00    0.00    0.00    0.00   29.59
02:14:02 AM    7   42.42    0.00   16.16    1.01    0.00    0.00    0.00    0.00    0.00   40.40
02:14:02 AM    8   70.30    0.00   14.85    0.99    0.00    0.00    0.00    0.00    0.00   13.86
02:14:02 AM    9   40.00    0.00   13.68    0.00    0.00    0.00    0.00    0.00    0.00   46.32
02:14:02 AM   10   42.00    0.00   20.00    0.00    0.00    0.00    0.00    0.00    0.00   38.00
02:14:02 AM   11   67.68    0.00   16.16    0.00    0.00    0.00    0.00    0.00    0.00   16.16

02:14:02 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:03 AM  all   29.04    0.00   12.71    0.67    0.00    0.08    0.00    0.00    0.00   57.49
02:14:03 AM    0    9.38    0.00   10.42    0.00    0.00    0.00    0.00    0.00    0.00   80.21
02:14:03 AM    1   61.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   32.00
02:14:03 AM    2   13.27    0.00   17.35    1.02    0.00    0.00    0.00    0.00    0.00   68.37
02:14:03 AM    3   24.00    0.00   11.00    1.00    0.00    0.00    0.00    0.00    0.00   64.00
02:14:03 AM    4   12.50    0.00    9.38    0.00    0.00    0.00    0.00    0.00    0.00   78.12
02:14:03 AM    5   37.11    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   50.52
02:14:03 AM    6   56.44    0.00   10.89    0.00    0.00    0.00    0.00    0.00    0.00   32.67
02:14:03 AM    7   58.59    0.00   12.12    1.01    0.00    0.00    0.00    0.00    0.00   28.28
02:14:03 AM    8    9.80    0.00   25.49    2.94    0.00    0.98    0.00    0.00    0.00   60.78
02:14:03 AM    9   10.89    0.00   10.89    1.98    0.00    0.00    0.00    0.00    0.00   76.24
02:14:03 AM   10   26.00    0.00   13.00    0.00    0.00    0.00    0.00    0.00    0.00   61.00
02:14:03 AM   11   28.57    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   59.18

02:14:03 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:04 AM  all   52.16    0.00   16.17    0.68    0.00    0.00    0.00    0.00    0.00   30.99
02:14:04 AM    0   71.43    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   18.37
02:14:04 AM    1   36.00    0.00   23.00    2.00    0.00    0.00    0.00    0.00    0.00   39.00
02:14:04 AM    2   43.56    0.00   21.78    0.99    0.00    0.00    0.00    0.00    0.00   33.66
02:14:04 AM    3   40.43    0.00   19.15    2.13    0.00    0.00    0.00    0.00    0.00   38.30
02:14:04 AM    4   72.73    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   16.16
02:14:04 AM    5   39.80    0.00   20.41    1.02    0.00    0.00    0.00    0.00    0.00   38.78
02:14:04 AM    6   46.94    0.00   24.49    0.00    0.00    0.00    0.00    0.00    0.00   28.57
02:14:04 AM    7   78.57    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   15.31
02:14:04 AM    8   48.00    0.00   21.00    0.00    0.00    0.00    0.00    0.00    0.00   31.00
02:14:04 AM    9   48.98    0.00   12.24    2.04    0.00    0.00    0.00    0.00    0.00   36.73
02:14:04 AM   10   50.51    0.00   13.13    0.00    0.00    0.00    0.00    0.00    0.00   36.36
02:14:04 AM   11   48.98    0.00   11.22    0.00    0.00    0.00    0.00    0.00    0.00   39.80

02:14:04 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:05 AM  all   48.61    0.00   18.11    0.76    0.00    0.08    0.00    0.00    0.00   32.43
02:14:05 AM    0   46.00    0.00   16.00    0.00    0.00    0.00    0.00    0.00    0.00   38.00
02:14:05 AM    1   51.02    0.00   24.49    0.00    0.00    0.00    0.00    0.00    0.00   24.49
02:14:05 AM    2   53.61    0.00   10.31    2.06    0.00    0.00    0.00    0.00    0.00   34.02
02:14:05 AM    3   45.45    0.00   17.17    2.02    0.00    0.00    0.00    0.00    0.00   35.35
02:14:05 AM    4   54.55    0.00   24.24    1.01    0.00    1.01    0.00    0.00    0.00   19.19
02:14:05 AM    5   66.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   23.00
02:14:05 AM    6   50.50    0.00   13.86    0.99    0.00    0.00    0.00    0.00    0.00   34.65
02:14:05 AM    7   57.43    0.00   12.87    0.99    0.00    0.00    0.00    0.00    0.00   28.71
02:14:05 AM    8   34.02    0.00   22.68    0.00    0.00    0.00    0.00    0.00    0.00   43.30
02:14:05 AM    9   39.80    0.00   22.45    0.00    0.00    0.00    0.00    0.00    0.00   37.76
02:14:05 AM   10   38.38    0.00   25.25    2.02    0.00    0.00    0.00    0.00    0.00   34.34
02:14:05 AM   11   45.92    0.00   17.35    0.00    0.00    0.00    0.00    0.00    0.00   36.73

02:14:05 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:06 AM  all   51.14    0.00   14.54    1.10    0.00    0.08    0.00    0.00    0.00   33.14
02:14:06 AM    0   45.45    0.00   21.21    2.02    0.00    0.00    0.00    0.00    0.00   31.31
02:14:06 AM    1   48.45    0.00   15.46    4.12    0.00    0.00    0.00    0.00    0.00   31.96
02:14:06 AM    2   45.92    0.00   14.29    0.00    0.00    0.00    0.00    0.00    0.00   39.80
02:14:06 AM    3   52.48    0.00   14.85    0.00    0.00    0.00    0.00    0.00    0.00   32.67
02:14:06 AM    4   42.86    0.00    9.18    1.02    0.00    0.00    0.00    0.00    0.00   46.94
02:14:06 AM    5   74.75    0.00   18.18    0.00    0.00    0.00    0.00    0.00    0.00    7.07
02:14:06 AM    6   63.37    0.00   12.87    0.99    0.00    0.00    0.00    0.00    0.00   22.77
02:14:06 AM    7   59.60    0.00   13.13    0.00    0.00    0.00    0.00    0.00    0.00   27.27
02:14:06 AM    8   42.42    0.00   15.15    2.02    0.00    1.01    0.00    0.00    0.00   39.39
02:14:06 AM    9   39.18    0.00   11.34    1.03    0.00    0.00    0.00    0.00    0.00   48.45
02:14:06 AM   10   45.26    0.00   16.84    1.05    0.00    0.00    0.00    0.00    0.00   36.84
02:14:06 AM   11   53.00    0.00   12.00    1.00    0.00    0.00    0.00    0.00    0.00   34.00

02:14:06 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:07 AM  all   51.86    0.00   17.48    1.86    0.00    0.00    0.00    0.00    0.00   28.80
02:14:07 AM    0   53.00    0.00   16.00    1.00    0.00    0.00    0.00    0.00    0.00   30.00
02:14:07 AM    1   69.00    0.00    9.00    2.00    0.00    0.00    0.00    0.00    0.00   20.00
02:14:07 AM    2   79.80    0.00   13.13    0.00    0.00    0.00    0.00    0.00    0.00    7.07
02:14:07 AM    3   51.52    0.00   19.19    2.02    0.00    0.00    0.00    0.00    0.00   27.27
02:14:07 AM    4   29.17    0.00   39.58    1.04    0.00    0.00    0.00    0.00    0.00   30.21
02:14:07 AM    5   59.60    0.00   16.16    0.00    0.00    0.00    0.00    0.00    0.00   24.24
02:14:07 AM    6   41.67    0.00   17.71    7.29    0.00    0.00    0.00    0.00    0.00   33.33
02:14:07 AM    7   40.82    0.00   20.41    1.02    0.00    0.00    0.00    0.00    0.00   37.76
02:14:07 AM    8   33.66    0.00   29.70    0.00    0.00    0.00    0.00    0.00    0.00   36.63
02:14:07 AM    9   51.00    0.00   11.00    5.00    0.00    0.00    0.00    0.00    0.00   33.00
02:14:07 AM   10   64.29    0.00    8.16    1.02    0.00    0.00    0.00    0.00    0.00   26.53
02:14:07 AM   11   47.96    0.00   10.20    2.04    0.00    0.00    0.00    0.00    0.00   39.80

02:14:07 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:08 AM  all   50.04    0.00   13.08    0.92    0.00    0.17    0.00    0.00    0.00   35.79
02:14:08 AM    0   60.20    0.00    7.14    0.00    0.00    1.02    0.00    0.00    0.00   31.63
02:14:08 AM    1   56.57    0.00   10.10    0.00    0.00    1.01    0.00    0.00    0.00   32.32
02:14:08 AM    2   72.00    0.00    5.00    1.00    0.00    0.00    0.00    0.00    0.00   22.00
02:14:08 AM    3   68.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   25.00
02:14:08 AM    4   46.46    0.00   21.21    1.01    0.00    0.00    0.00    0.00    0.00   31.31
02:14:08 AM    5   45.00    0.00   19.00    1.00    0.00    0.00    0.00    0.00    0.00   35.00
02:14:08 AM    6   32.00    0.00   17.00    2.00    0.00    0.00    0.00    0.00    0.00   49.00
02:14:08 AM    7   36.08    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   51.55
02:14:08 AM    8   43.43    0.00   14.14    1.01    0.00    0.00    0.00    0.00    0.00   41.41
02:14:08 AM    9   48.54    0.00   10.68    2.91    0.00    0.00    0.00    0.00    0.00   37.86
02:14:08 AM   10   44.00    0.00   24.00    1.00    0.00    0.00    0.00    0.00    0.00   31.00
02:14:08 AM   11   47.96    0.00    9.18    1.02    0.00    0.00    0.00    0.00    0.00   41.84

02:14:08 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:09 AM  all   52.61    0.00   15.68    0.67    0.00    0.00    0.00    0.00    0.00   31.03
02:14:09 AM    0   64.08    0.00   13.59    0.97    0.00    0.00    0.00    0.00    0.00   21.36
02:14:09 AM    1   60.00    0.00   12.00    2.00    0.00    0.00    0.00    0.00    0.00   26.00
02:14:09 AM    2   56.12    0.00    9.18    3.06    0.00    0.00    0.00    0.00    0.00   31.63
02:14:09 AM    3   54.74    0.00   11.58    0.00    0.00    0.00    0.00    0.00    0.00   33.68
02:14:09 AM    4   48.00    0.00   17.00    0.00    0.00    0.00    0.00    0.00    0.00   35.00
02:14:09 AM    5   47.96    0.00   17.35    0.00    0.00    0.00    0.00    0.00    0.00   34.69
02:14:09 AM    6   49.02    0.00   15.69    0.00    0.00    0.00    0.00    0.00    0.00   35.29
02:14:09 AM    7   38.61    0.00   29.70    0.99    0.00    0.00    0.00    0.00    0.00   30.69
02:14:09 AM    8   56.12    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   31.63
02:14:09 AM    9   42.71    0.00   18.75    0.00    0.00    0.00    0.00    0.00    0.00   38.54
02:14:09 AM   10   60.42    0.00   12.50    1.04    0.00    0.00    0.00    0.00    0.00   26.04
02:14:09 AM   11   53.54    0.00   18.18    0.00    0.00    0.00    0.00    0.00    0.00   28.28

02:14:09 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:10 AM  all   49.58    0.00   16.08    0.59    0.00    0.25    0.00    0.00    0.00   33.50
02:14:10 AM    0   38.38    0.00   14.14    0.00    0.00    1.01    0.00    0.00    0.00   46.46
02:14:10 AM    1   43.56    0.00    9.90    0.99    0.00    0.00    0.00    0.00    0.00   45.54
02:14:10 AM    2   38.61    0.00   28.71    0.00    0.00    0.00    0.00    0.00    0.00   32.67
02:14:10 AM    3   49.02    0.00   25.49    1.96    0.00    0.00    0.00    0.00    0.00   23.53
02:14:10 AM    4   50.51    0.00   20.20    0.00    0.00    0.00    0.00    0.00    0.00   29.29
02:14:10 AM    5   38.61    0.00   21.78    0.00    0.00    0.00    0.00    0.00    0.00   39.60
02:14:10 AM    6   86.73    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   11.22
02:14:10 AM    7   47.92    0.00   14.58    1.04    0.00    0.00    0.00    0.00    0.00   36.46
02:14:10 AM    8   77.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00   13.00
02:14:10 AM    9   43.43    0.00   11.11    1.01    0.00    0.00    0.00    0.00    0.00   44.44
02:14:10 AM   10   46.94    0.00   15.31    1.02    0.00    1.02    0.00    0.00    0.00   35.71
02:14:10 AM   11   35.00    0.00   19.00    1.00    0.00    1.00    0.00    0.00    0.00   44.00

02:14:10 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:11 AM  all   48.36    0.08   14.05    0.50    0.00    0.00    0.00    0.00    0.00   37.01
02:14:11 AM    0   34.65    0.00   22.77    0.99    0.00    0.00    0.00    0.00    0.00   41.58
02:14:11 AM    1   39.58    0.00   12.50    0.00    0.00    0.00    0.00    0.00    0.00   47.92
02:14:11 AM    2   42.57    0.00   17.82    0.99    0.00    0.00    0.00    0.00    0.00   38.61
02:14:11 AM    3   56.57    0.00    5.05    2.02    0.00    0.00    0.00    0.00    0.00   36.36
02:14:11 AM    4   43.30    0.00   15.46    0.00    0.00    0.00    0.00    0.00    0.00   41.24
02:14:11 AM    5   42.27    1.03   13.40    0.00    0.00    0.00    0.00    0.00    0.00   43.30
02:14:11 AM    6   51.52    0.00   17.17    0.00    0.00    0.00    0.00    0.00    0.00   31.31
02:14:11 AM    7   71.57    0.00   16.67    0.98    0.00    0.00    0.00    0.00    0.00   10.78
02:14:11 AM    8   70.41    0.00   11.22    0.00    0.00    0.00    0.00    0.00    0.00   18.37
02:14:11 AM    9   36.63    0.00   16.83    0.00    0.00    0.00    0.00    0.00    0.00   46.53
02:14:11 AM   10   55.10    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   40.82
02:14:11 AM   11   36.00    0.00   15.00    1.00    0.00    0.00    0.00    0.00    0.00   48.00

02:14:11 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:12 AM  all   35.47    0.00   17.69    0.76    0.00    0.00    0.00    0.00    0.00   46.08
02:14:12 AM    0   39.58    0.00   12.50    1.04    0.00    0.00    0.00    0.00    0.00   46.88
02:14:12 AM    1   30.61    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   59.18
02:14:12 AM    2   56.12    0.00   13.27    1.02    0.00    0.00    0.00    0.00    0.00   29.59
02:14:12 AM    3   26.00    0.00   13.00    1.00    0.00    0.00    0.00    0.00    0.00   60.00
02:14:12 AM    4   43.00    0.00   28.00    1.00    0.00    0.00    0.00    0.00    0.00   28.00
02:14:12 AM    5   14.14    0.00   13.13    1.01    0.00    0.00    0.00    0.00    0.00   71.72
02:14:12 AM    6   39.80    0.00   17.35    1.02    0.00    0.00    0.00    0.00    0.00   41.84
02:14:12 AM    7   26.26    0.00   22.22    0.00    0.00    0.00    0.00    0.00    0.00   51.52
02:14:12 AM    8   36.36    0.00   28.28    1.01    0.00    0.00    0.00    0.00    0.00   34.34
02:14:12 AM    9   42.16    0.00   16.67    1.96    0.00    0.00    0.00    0.00    0.00   39.22
02:14:12 AM   10   27.27    0.00   21.21    0.00    0.00    0.00    0.00    0.00    0.00   51.52
02:14:12 AM   11   44.44    0.00   16.16    0.00    0.00    0.00    0.00    0.00    0.00   39.39

02:14:12 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:13 AM  all   51.72    0.00   16.54    0.84    0.00    0.08    0.00    0.00    0.00   30.81
02:14:13 AM    0   43.43    0.00   20.20    2.02    0.00    0.00    0.00    0.00    0.00   34.34
02:14:13 AM    1   38.38    0.00   26.26    1.01    0.00    0.00    0.00    0.00    0.00   34.34
02:14:13 AM    2   45.54    0.00   14.85    0.00    0.00    0.00    0.00    0.00    0.00   39.60
02:14:13 AM    3   74.00    0.00   13.00    0.00    0.00    0.00    0.00    0.00    0.00   13.00
02:14:13 AM    4   54.08    0.00   16.33    1.02    0.00    0.00    0.00    0.00    0.00   28.57
02:14:13 AM    5   46.46    0.00   14.14    1.01    0.00    0.00    0.00    0.00    0.00   38.38
02:14:13 AM    6   46.88    0.00   12.50    2.08    0.00    0.00    0.00    0.00    0.00   38.54
02:14:13 AM    7   43.14    0.00   16.67    1.96    0.00    0.00    0.00    0.00    0.00   38.24
02:14:13 AM    8   52.53    0.00   15.15    1.01    0.00    0.00    0.00    0.00    0.00   31.31
02:14:13 AM    9   46.46    0.00   13.13    0.00    0.00    1.01    0.00    0.00    0.00   39.39
02:14:13 AM   10   57.43    0.00   25.74    0.00    0.00    0.00    0.00    0.00    0.00   16.83
02:14:13 AM   11   72.45    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   17.35

02:14:13 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:14 AM  all   37.84    0.00   18.50    0.68    0.00    0.17    0.00    0.00    0.00   42.82
02:14:14 AM    0   20.41    0.00   25.51    0.00    0.00    0.00    0.00    0.00    0.00   54.08
02:14:14 AM    1   27.72    0.00   20.79    2.97    0.00    0.00    0.00    0.00    0.00   48.51
02:14:14 AM    2   33.33    0.00   17.17    0.00    0.00    0.00    0.00    0.00    0.00   49.49
02:14:14 AM    3   70.71    0.00   14.14    1.01    0.00    0.00    0.00    0.00    0.00   14.14
02:14:14 AM    4   40.21    0.00   14.43    0.00    0.00    0.00    0.00    0.00    0.00   45.36
02:14:14 AM    5   50.00    0.00   16.00    0.00    0.00    0.00    0.00    0.00    0.00   34.00
02:14:14 AM    6   20.20    0.00   28.28    1.01    0.00    1.01    0.00    0.00    0.00   49.49
02:14:14 AM    7   41.41    0.00   10.10    1.01    0.00    1.01    0.00    0.00    0.00   46.46
02:14:14 AM    8   40.82    0.00   22.45    1.02    0.00    0.00    0.00    0.00    0.00   35.71
02:14:14 AM    9   37.11    0.00   14.43    0.00    0.00    0.00    0.00    0.00    0.00   48.45
02:14:14 AM   10   22.00    0.00   23.00    1.00    0.00    0.00    0.00    0.00    0.00   54.00
02:14:14 AM   11   50.52    0.00   15.46    0.00    0.00    0.00    0.00    0.00    0.00   34.02

02:14:14 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:15 AM  all   42.06    0.00   14.05    0.50    0.00    0.00    0.00    0.00    0.00   43.39
02:14:15 AM    0   22.68    0.00   18.56    0.00    0.00    0.00    0.00    0.00    0.00   58.76
02:14:15 AM    1   32.99    0.00    9.28    0.00    0.00    0.00    0.00    0.00    0.00   57.73
02:14:15 AM    2   41.84    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   45.92
02:14:15 AM    3   77.23    0.00    5.94    0.99    0.00    0.00    0.00    0.00    0.00   15.84
02:14:15 AM    4   28.71    0.00   17.82    0.99    0.00    0.00    0.00    0.00    0.00   52.48
02:14:15 AM    5   39.80    0.00   19.39    2.04    0.00    0.00    0.00    0.00    0.00   38.78
02:14:15 AM    6   39.80    0.00   11.22    0.00    0.00    0.00    0.00    0.00    0.00   48.98
02:14:15 AM    7   33.33    0.00   13.33    0.00    0.00    0.00    0.00    0.00    0.00   53.33
02:14:15 AM    8   42.42    0.00   12.12    1.01    0.00    0.00    0.00    0.00    0.00   44.44
02:14:15 AM    9   71.72    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   18.18
02:14:15 AM   10   37.00    0.00   18.00    0.00    0.00    0.00    0.00    0.00    0.00   45.00
02:14:15 AM   11   36.89    0.00   20.39    0.97    0.00    0.00    0.00    0.00    0.00   41.75

02:14:15 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:16 AM  all   31.52    0.00   17.52    1.34    0.00    0.00    0.00    0.00    0.00   49.62
02:14:16 AM    0   27.55    0.00   16.33    0.00    0.00    0.00    0.00    0.00    0.00   56.12
02:14:16 AM    1   35.64    0.00   12.87    0.99    0.00    0.00    0.00    0.00    0.00   50.50
02:14:16 AM    2   29.29    0.00   12.12    1.01    0.00    0.00    0.00    0.00    0.00   57.58
02:14:16 AM    3   10.31    0.00   18.56    3.09    0.00    0.00    0.00    0.00    0.00   68.04
02:14:16 AM    4   17.53    0.00   26.80    1.03    0.00    0.00    0.00    0.00    0.00   54.64
02:14:16 AM    5   13.00    0.00   23.00    3.00    0.00    0.00    0.00    0.00    0.00   61.00
02:14:16 AM    6   44.44    0.00   11.11    1.01    0.00    0.00    0.00    0.00    0.00   43.43
02:14:16 AM    7   46.60    0.00   11.65    0.97    0.00    0.00    0.00    0.00    0.00   40.78
02:14:16 AM    8   48.48    0.00   16.16    1.01    0.00    0.00    0.00    0.00    0.00   34.34
02:14:16 AM    9   53.00    0.00   12.00    3.00    0.00    0.00    0.00    0.00    0.00   32.00
02:14:16 AM   10   20.79    0.00   30.69    0.00    0.00    0.00    0.00    0.00    0.00   48.51
02:14:16 AM   11   30.30    0.00   19.19    1.01    0.00    0.00    0.00    0.00    0.00   49.49

02:14:16 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:17 AM  all   53.21    0.00   16.16    0.76    0.00    0.08    0.00    0.00    0.00   29.78
02:14:17 AM    0   60.20    0.00   23.47    0.00    0.00    0.00    0.00    0.00    0.00   16.33
02:14:17 AM    1   61.62    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   28.28
02:14:17 AM    2   43.43    0.00   18.18    1.01    0.00    0.00    0.00    0.00    0.00   37.37
02:14:17 AM    3   56.12    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   31.63
02:14:17 AM    4   47.42    0.00   19.59    1.03    0.00    0.00    0.00    0.00    0.00   31.96
02:14:17 AM    5   47.96    0.00   18.37    1.02    0.00    0.00    0.00    0.00    0.00   32.65
02:14:17 AM    6   50.00    0.00   11.22    1.02    0.00    0.00    0.00    0.00    0.00   37.76
02:14:17 AM    7   57.00    0.00   16.00    1.00    0.00    1.00    0.00    0.00    0.00   25.00
02:14:17 AM    8   53.06    0.00   22.45    1.02    0.00    0.00    0.00    0.00    0.00   23.47
02:14:17 AM    9   53.06    0.00   13.27    2.04    0.00    0.00    0.00    0.00    0.00   31.63
02:14:17 AM   10   55.56    0.00   12.12    1.01    0.00    0.00    0.00    0.00    0.00   31.31
02:14:17 AM   11   53.00    0.00   17.00    0.00    0.00    0.00    0.00    0.00    0.00   30.00

02:14:17 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:18 AM  all   51.06    0.00   15.46    0.25    0.00    0.25    0.00    0.00    0.00   32.97
02:14:18 AM    0   66.00    0.00   13.00    0.00    0.00    0.00    0.00    0.00    0.00   21.00
02:14:18 AM    1   49.47    0.00    7.37    0.00    0.00    1.05    0.00    0.00    0.00   42.11
02:14:18 AM    2   59.60    0.00   19.19    0.00    0.00    1.01    0.00    0.00    0.00   20.20
02:14:18 AM    3   54.55    0.00   15.15    1.01    0.00    0.00    0.00    0.00    0.00   29.29
02:14:18 AM    4   36.08    0.00   23.71    0.00    0.00    0.00    0.00    0.00    0.00   40.21
02:14:18 AM    5   42.42    0.00   16.16    0.00    0.00    0.00    0.00    0.00    0.00   41.41
02:14:18 AM    6   49.49    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   39.39
02:14:18 AM    7   72.73    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   19.19
02:14:18 AM    8   48.42    0.00   12.63    2.11    0.00    0.00    0.00    0.00    0.00   36.84
02:14:18 AM    9   50.51    0.00   16.16    0.00    0.00    0.00    0.00    0.00    0.00   33.33
02:14:18 AM   10   40.40    0.00   21.21    0.00    0.00    0.00    0.00    0.00    0.00   38.38
02:14:18 AM   11   42.27    0.00   21.65    0.00    0.00    1.03    0.00    0.00    0.00   35.05

02:14:18 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:19 AM  all   51.09    0.00   15.75    0.92    0.00    0.00    0.00    0.00    0.00   32.24
02:14:19 AM    0   42.27    0.00   19.59    0.00    0.00    0.00    0.00    0.00    0.00   38.14
02:14:19 AM    1   53.00    0.00   16.00    0.00    0.00    0.00    0.00    0.00    0.00   31.00
02:14:19 AM    2   38.61    0.00   18.81    0.99    0.00    0.00    0.00    0.00    0.00   41.58
02:14:19 AM    3   57.84    0.00   19.61    1.96    0.00    0.00    0.00    0.00    0.00   20.59
02:14:19 AM    4   49.49    0.00   19.19    1.01    0.00    0.00    0.00    0.00    0.00   30.30
02:14:19 AM    5   58.16    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   31.63
02:14:19 AM    6   40.82    0.00   23.47    2.04    0.00    0.00    0.00    0.00    0.00   33.67
02:14:19 AM    7   31.00    0.00   26.00    2.00    0.00    0.00    0.00    0.00    0.00   41.00
02:14:19 AM    8   43.30    0.00   14.43    1.03    0.00    0.00    0.00    0.00    0.00   41.24
02:14:19 AM    9   60.00    0.00   10.00    1.00    0.00    0.00    0.00    0.00    0.00   29.00
02:14:19 AM   10   73.00    0.00    7.00    1.00    0.00    0.00    0.00    0.00    0.00   19.00
02:14:19 AM   11   64.71    0.00    4.90    0.00    0.00    0.00    0.00    0.00    0.00   30.39

02:14:19 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
02:14:20 AM  all   48.69    0.00   12.72    0.42    0.00    0.00    0.00    0.00    0.00   38.16
02:14:20 AM    0   37.37    0.00   17.17    0.00    0.00    0.00    0.00    0.00    0.00   45.45
02:14:20 AM    1   39.39    0.00   11.11    1.01    0.00    0.00    0.00    0.00    0.00   48.48
02:14:20 AM    2   65.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   24.00
02:14:20 AM    3   61.62    0.00   10.10    1.01    0.00    0.00    0.00    0.00    0.00   27.27
02:14:20 AM    4   43.00    0.00   15.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
02:14:20 AM    5   54.90    0.00   13.73    0.98    0.00    0.00    0.00    0.00    0.00   30.39
