# started_at=2025-12-14T01:53:18+03:00
# cmd: mpstat -P ALL 1
# app_pid=1101786

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

01:53:18 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:14 AM    7   34.02    0.00   19.59    0.00    0.00    0.00    0.00    0.00    0.00   46.39
01:54:14 AM    8   50.98    0.00   14.71    0.98    0.00    0.00    0.00    0.00    0.00   33.33
01:54:14 AM    9   57.43    0.00   13.86    0.99    0.00    0.00    0.00    0.00    0.00   27.72
01:54:14 AM   10   52.58    1.03   14.43    0.00    0.00    0.00    0.00    0.00    0.00   31.96
01:54:14 AM   11   54.00    0.00   13.00    0.00    0.00    0.00    0.00    0.00    0.00   33.00

01:54:14 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:15 AM  all   49.03    0.25   13.73    0.59    0.00    0.08    0.00    0.00    0.00   36.31
01:54:15 AM    0   50.00    1.02   22.45    0.00    0.00    0.00    0.00    0.00    0.00   26.53
01:54:15 AM    1   58.76    0.00    8.25    1.03    0.00    0.00    0.00    0.00    0.00   31.96
01:54:15 AM    2   82.65    0.00    9.18    0.00    0.00    0.00    0.00    0.00    0.00    8.16
01:54:15 AM    3   49.00    0.00    7.00    1.00    0.00    0.00    0.00    0.00    0.00   43.00
01:54:15 AM    4   52.04    0.00   18.37    1.02    0.00    0.00    0.00    0.00    0.00   28.57
01:54:15 AM    5   41.58    0.00    6.93    1.98    0.00    0.99    0.00    0.00    0.00   48.51
01:54:15 AM    6   39.80    0.00   13.27    0.00    0.00    0.00    0.00    0.00    0.00   46.94
01:54:15 AM    7   27.08    0.00   31.25    1.04    0.00    0.00    0.00    0.00    0.00   40.62
01:54:15 AM    8   63.37    0.00   10.89    0.00    0.00    0.00    0.00    0.00    0.00   25.74
01:54:15 AM    9   55.45    0.00   11.88    0.00    0.00    0.00    0.00    0.00    0.00   32.67
01:54:15 AM   10   33.67    1.02   14.29    0.00    0.00    0.00    0.00    0.00    0.00   51.02
01:54:15 AM   11   34.65    0.99   11.88    0.99    0.00    0.00    0.00    0.00    0.00   51.49

01:54:15 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:16 AM  all   22.24    0.00   10.46    0.58    0.00    0.75    0.00    0.00    0.00   65.98
01:54:16 AM    0   13.33    0.00    9.52    0.95    0.00    0.00    0.00    0.00    0.00   76.19
01:54:16 AM    1   16.83    0.00    9.90    0.00    0.00    0.00    0.00    0.00    0.00   73.27
01:54:16 AM    2   37.37    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   54.55
01:54:16 AM    3   33.67    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   59.18
01:54:16 AM    4   24.30    0.00   14.02    0.93    0.00    8.41    0.00    0.00    0.00   52.34
01:54:16 AM    5    5.10    0.00   13.27    0.00    0.00    0.00    0.00    0.00    0.00   81.63
01:54:16 AM    6   22.22    0.00    7.07    2.02    0.00    0.00    0.00    0.00    0.00   68.69
01:54:16 AM    7   22.22    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   73.74
01:54:16 AM    8   61.39    0.00    5.94    0.99    0.00    0.00    0.00    0.00    0.00   31.68
01:54:16 AM    9    9.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00   81.00
01:54:16 AM   10    8.08    0.00   14.14    2.02    0.00    0.00    0.00    0.00    0.00   75.76
01:54:16 AM   11   13.13    0.00   22.22    0.00    0.00    0.00    0.00    0.00    0.00   64.65

01:54:16 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:17 AM  all   25.40    0.08    9.81    1.26    0.00    0.00    0.00    0.00    0.00   63.45
01:54:17 AM    0   15.31    0.00   13.27    1.02    0.00    0.00    0.00    0.00    0.00   70.41
01:54:17 AM    1   53.00    0.00   12.00    0.00    0.00    0.00    0.00    0.00    0.00   35.00
01:54:17 AM    2   19.19    0.00   12.12    2.02    0.00    0.00    0.00    0.00    0.00   66.67
01:54:17 AM    3   33.33    1.01    9.09    4.04    0.00    0.00    0.00    0.00    0.00   52.53
01:54:17 AM    4   15.00    0.00   13.00    1.00    0.00    0.00    0.00    0.00    0.00   71.00
01:54:17 AM    5   14.29    0.00    4.08    1.02    0.00    0.00    0.00    0.00    0.00   80.61
01:54:17 AM    6   34.65    0.00    3.96    0.99    0.00    0.00    0.00    0.00    0.00   60.40
01:54:17 AM    7   24.75    0.00   16.83    0.99    0.00    0.00    0.00    0.00    0.00   57.43
01:54:17 AM    8   16.16    0.00   17.17    0.00    0.00    0.00    0.00    0.00    0.00   66.67
01:54:17 AM    9   10.20    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   81.63
01:54:17 AM   10   38.61    0.00    5.94    0.00    0.00    0.00    0.00    0.00    0.00   55.45
01:54:17 AM   11   29.29    0.00    2.02    4.04    0.00    0.00    0.00    0.00    0.00   64.65

01:54:17 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:18 AM  all   39.48    0.00   11.35    0.42    0.00    0.75    0.00    0.00    0.00   48.00
01:54:18 AM    0   33.67    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   59.18
01:54:18 AM    1   23.76    0.00   23.76    0.99    0.00    0.00    0.00    0.00    0.00   51.49
01:54:18 AM    2   46.32    0.00   13.68    1.05    0.00    0.00    0.00    0.00    0.00   38.95
01:54:18 AM    3   22.00    0.00   14.00    0.00    0.00    0.00    0.00    0.00    0.00   64.00
01:54:18 AM    4   50.51    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   37.37
01:54:18 AM    5   31.31    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   63.64
01:54:18 AM    6   45.45    0.00    7.07    1.01    0.00    0.00    0.00    0.00    0.00   46.46
01:54:18 AM    7   31.31    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   60.61
01:54:18 AM    8   35.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00   55.00
01:54:18 AM    9   75.25    0.00    4.95    0.00    0.00    0.00    0.00    0.00    0.00   19.80
01:54:18 AM   10   56.73    0.00    9.62    0.00    0.00    5.77    0.00    0.00    0.00   27.88
01:54:18 AM   11   22.33    0.00   20.39    1.94    0.00    2.91    0.00    0.00    0.00   52.43

01:54:18 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:19 AM  all   29.95    0.00   11.51    0.93    0.00    0.17    0.00    0.00    0.00   57.45
01:54:19 AM    0   17.35    0.00    7.14    0.00    0.00    1.02    0.00    0.00    0.00   74.49
01:54:19 AM    1   59.60    0.00   14.14    0.00    0.00    0.00    0.00    0.00    0.00   26.26
01:54:19 AM    2   13.59    0.00   23.30    0.97    0.00    0.00    0.00    0.00    0.00   62.14
01:54:19 AM    3   11.11    0.00   18.18    0.00    0.00    1.01    0.00    0.00    0.00   69.70
01:54:19 AM    4   35.71    0.00    7.14    4.08    0.00    0.00    0.00    0.00    0.00   53.06
01:54:19 AM    5   49.50    0.00   12.87    0.00    0.00    0.00    0.00    0.00    0.00   37.62
01:54:19 AM    6   44.44    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   49.49
01:54:19 AM    7   45.45    0.00   17.17    0.00    0.00    0.00    0.00    0.00    0.00   37.37
01:54:19 AM    8   17.17    0.00   10.10    1.01    0.00    0.00    0.00    0.00    0.00   71.72
01:54:19 AM    9   14.29    0.00    5.10    1.02    0.00    0.00    0.00    0.00    0.00   79.59
01:54:19 AM   10   22.83    0.00    4.35    2.17    0.00    0.00    0.00    0.00    0.00   70.65
01:54:19 AM   11   27.84    0.00   11.34    2.06    0.00    0.00    0.00    0.00    0.00   58.76

01:54:19 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:20 AM  all   42.20    0.00   13.84    1.09    0.00    0.00    0.00    0.00    0.00   42.87
01:54:20 AM    0   32.00    0.00   15.00    3.00    0.00    0.00    0.00    0.00    0.00   50.00
01:54:20 AM    1   61.62    0.00   11.11    1.01    0.00    0.00    0.00    0.00    0.00   26.26
01:54:20 AM    2   38.61    0.00   10.89    0.00    0.00    0.00    0.00    0.00    0.00   50.50
01:54:20 AM    3   26.73    0.00   12.87    0.99    0.00    0.00    0.00    0.00    0.00   59.41
01:54:20 AM    4   45.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   46.00
01:54:20 AM    5   51.00    0.00   15.00    1.00    0.00    0.00    0.00    0.00    0.00   33.00
01:54:20 AM    6   39.22    0.00   14.71    0.00    0.00    0.00    0.00    0.00    0.00   46.08
01:54:20 AM    7   64.29    0.00    9.18    0.00    0.00    0.00    0.00    0.00    0.00   26.53
01:54:20 AM    8   32.29    0.00   17.71    4.17    0.00    0.00    0.00    0.00    0.00   45.83
01:54:20 AM    9   26.53    0.00   10.20    1.02    0.00    0.00    0.00    0.00    0.00   62.24
01:54:20 AM   10   63.92    0.00   12.37    0.00    0.00    0.00    0.00    0.00    0.00   23.71
01:54:20 AM   11   26.00    0.00   28.00    2.00    0.00    0.00    0.00    0.00    0.00   44.00

01:54:20 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:21 AM  all   49.41    0.00   11.15    0.17    0.00    0.00    0.00    0.00    0.00   39.27
01:54:21 AM    0   50.00    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   42.86
01:54:21 AM    1   67.35    0.00    6.12    1.02    0.00    0.00    0.00    0.00    0.00   25.51
01:54:21 AM    2   38.38    0.00   16.16    0.00    0.00    0.00    0.00    0.00    0.00   45.45
01:54:21 AM    3   41.41    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   47.47
01:54:21 AM    4   35.42    0.00    8.33    0.00    0.00    0.00    0.00    0.00    0.00   56.25
01:54:21 AM    5   58.95    0.00    8.42    0.00    0.00    0.00    0.00    0.00    0.00   32.63
01:54:21 AM    6   48.48    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   42.42
01:54:21 AM    7   91.09    0.00    7.92    0.00    0.00    0.00    0.00    0.00    0.00    0.99
01:54:21 AM    8   59.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   35.00
01:54:21 AM    9   34.00    0.00   11.00    1.00    0.00    0.00    0.00    0.00    0.00   54.00
01:54:21 AM   10   33.33    0.00   22.22    0.00    0.00    0.00    0.00    0.00    0.00   44.44
01:54:21 AM   11   35.00    0.00   20.00    0.00    0.00    0.00    0.00    0.00    0.00   45.00

01:54:21 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:22 AM  all   40.89    0.00    8.09    0.17    0.00    0.08    0.00    0.00    0.00   50.76
01:54:22 AM    0   37.37    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   57.58
01:54:22 AM    1   32.65    0.00    5.10    1.02    0.00    0.00    0.00    0.00    0.00   61.22
01:54:22 AM    2   84.85    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00    5.05
01:54:22 AM    3   15.15    0.00   17.17    0.00    0.00    0.00    0.00    0.00    0.00   67.68
01:54:22 AM    4   33.66    0.00    7.92    0.00    0.00    0.00    0.00    0.00    0.00   58.42
01:54:22 AM    5   25.74    0.00    9.90    0.99    0.00    0.99    0.00    0.00    0.00   62.38
01:54:22 AM    6   33.68    0.00    5.26    0.00    0.00    0.00    0.00    0.00    0.00   61.05
01:54:22 AM    7   66.67    0.00   11.76    0.00    0.00    0.00    0.00    0.00    0.00   21.57
01:54:22 AM    8   43.88    0.00    4.08    0.00    0.00    0.00    0.00    0.00    0.00   52.04
01:54:22 AM    9   29.59    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   62.24
01:54:22 AM   10   59.18    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   30.61
01:54:22 AM   11   27.55    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   70.41

01:54:22 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:23 AM  all   45.94    0.00   14.01    0.25    0.00    0.00    0.00    0.00    0.00   39.80
01:54:23 AM    0   50.51    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   38.38
01:54:23 AM    1   42.16    0.00   15.69    0.00    0.00    0.00    0.00    0.00    0.00   42.16
01:54:23 AM    2   52.53    0.00   16.16    0.00    0.00    0.00    0.00    0.00    0.00   31.31
01:54:23 AM    3   32.67    0.00   19.80    0.00    0.00    0.00    0.00    0.00    0.00   47.52
01:54:23 AM    4   55.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
01:54:23 AM    5   39.22    0.00   13.73    0.00    0.00    0.00    0.00    0.00    0.00   47.06
01:54:23 AM    6   35.71    0.00   17.35    0.00    0.00    0.00    0.00    0.00    0.00   46.94
01:54:23 AM    7   75.25    0.00    3.96    0.99    0.00    0.00    0.00    0.00    0.00   19.80
01:54:23 AM    8   44.00    0.00   15.00    0.00    0.00    0.00    0.00    0.00    0.00   41.00
01:54:23 AM    9   40.59    0.00   13.86    0.00    0.00    0.00    0.00    0.00    0.00   45.54
01:54:23 AM   10   43.14    0.00   14.71    0.98    0.00    0.00    0.00    0.00    0.00   41.18
01:54:23 AM   11   40.59    0.00   18.81    0.99    0.00    0.00    0.00    0.00    0.00   39.60

01:54:23 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:24 AM  all   31.29    0.17    9.61    0.17    0.00    0.00    0.00    0.00    0.00   58.76
01:54:24 AM    0   26.80    0.00    6.19    0.00    0.00    0.00    0.00    0.00    0.00   67.01
01:54:24 AM    1   23.76    0.00   11.88    0.00    0.00    0.00    0.00    0.00    0.00   64.36
01:54:24 AM    2   52.58    0.00    7.22    0.00    0.00    0.00    0.00    0.00    0.00   40.21
01:54:24 AM    3   18.37    0.00   11.22    0.00    0.00    0.00    0.00    0.00    0.00   70.41
01:54:24 AM    4   58.76    0.00    8.25    0.00    0.00    0.00    0.00    0.00    0.00   32.99
01:54:24 AM    5   18.18    0.00   14.14    1.01    0.00    0.00    0.00    0.00    0.00   66.67
01:54:24 AM    6   26.80    0.00    6.19    1.03    0.00    0.00    0.00    0.00    0.00   65.98
01:54:24 AM    7    9.18    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   83.67
01:54:24 AM    8   37.37    2.02   18.18    0.00    0.00    0.00    0.00    0.00    0.00   42.42
01:54:24 AM    9   29.59    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   69.39
01:54:24 AM   10   62.24    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   30.61
01:54:24 AM   11   12.37    0.00   16.49    0.00    0.00    0.00    0.00    0.00    0.00   71.13

01:54:24 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:25 AM  all   46.09    0.00   10.68    0.25    0.00    0.59    0.00    0.00    0.00   42.39
01:54:25 AM    0   86.87    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00    8.08
01:54:25 AM    1   39.60    0.00    6.93    0.99    0.00    0.00    0.00    0.00    0.00   52.48
01:54:25 AM    2   36.63    0.00   11.88    0.00    0.00    0.00    0.00    0.00    0.00   51.49
01:54:25 AM    3   33.02    0.00   16.04    0.00    0.00    6.60    0.00    0.00    0.00   44.34
01:54:25 AM    4   66.33    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   23.47
01:54:25 AM    5   37.89    0.00    6.32    0.00    0.00    0.00    0.00    0.00    0.00   55.79
01:54:25 AM    6   67.01    0.00   14.43    0.00    0.00    0.00    0.00    0.00    0.00   18.56
01:54:25 AM    7   30.30    0.00   14.14    1.01    0.00    0.00    0.00    0.00    0.00   54.55
01:54:25 AM    8   41.84    0.00   19.39    1.02    0.00    0.00    0.00    0.00    0.00   37.76
01:54:25 AM    9   39.18    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   59.79
01:54:25 AM   10   46.46    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   47.47
01:54:25 AM   11   29.29    0.00   16.16    0.00    0.00    0.00    0.00    0.00    0.00   54.55

01:54:25 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:26 AM  all   42.65    0.00   15.28    0.33    0.00    0.00    0.00    0.00    0.00   41.74
01:54:26 AM    0   53.54    0.00   18.18    0.00    0.00    0.00    0.00    0.00    0.00   28.28
01:54:26 AM    1   33.00    0.00   15.00    1.00    0.00    0.00    0.00    0.00    0.00   51.00
01:54:26 AM    2   44.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   49.00
01:54:26 AM    3   39.60    0.00   12.87    0.99    0.00    0.00    0.00    0.00    0.00   46.53
01:54:26 AM    4   48.48    0.00   19.19    0.00    0.00    0.00    0.00    0.00    0.00   32.32
01:54:26 AM    5   64.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   30.00
01:54:26 AM    6   53.00    0.00   15.00    1.00    0.00    0.00    0.00    0.00    0.00   31.00
01:54:26 AM    7   36.73    0.00    9.18    0.00    0.00    0.00    0.00    0.00    0.00   54.08
01:54:26 AM    8   32.00    0.00   20.00    0.00    0.00    0.00    0.00    0.00    0.00   48.00
01:54:26 AM    9   35.64    0.00    7.92    0.99    0.00    0.00    0.00    0.00    0.00   55.45
01:54:26 AM   10    7.07    0.00   44.44    0.00    0.00    0.00    0.00    0.00    0.00   48.48
01:54:26 AM   11   64.36    0.00    8.91    0.00    0.00    0.00    0.00    0.00    0.00   26.73

01:54:26 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:27 AM  all   27.30    0.00    9.60    0.34    0.00    0.08    0.00    0.00    0.00   62.68
01:54:27 AM    0   10.20    0.00   14.29    1.02    0.00    0.00    0.00    0.00    0.00   74.49
01:54:27 AM    1    7.07    0.00   10.10    1.01    0.00    0.00    0.00    0.00    0.00   81.82
01:54:27 AM    2   17.82    0.00    8.91    0.00    0.00    0.00    0.00    0.00    0.00   73.27
01:54:27 AM    3   51.49    0.00    8.91    0.00    0.00    0.99    0.00    0.00    0.00   38.61
01:54:27 AM    4   32.00    0.00    8.00    1.00    0.00    0.00    0.00    0.00    0.00   59.00
01:54:27 AM    5   68.69    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   27.27
01:54:27 AM    6    7.22    0.00    8.25    0.00    0.00    0.00    0.00    0.00    0.00   84.54
01:54:27 AM    7   23.47    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   70.41
01:54:27 AM    8   29.59    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   58.16
01:54:27 AM    9   11.34    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   78.35
01:54:27 AM   10   55.00    0.00   16.00    0.00    0.00    0.00    0.00    0.00    0.00   29.00
01:54:27 AM   11   12.12    0.00    8.08    1.01    0.00    0.00    0.00    0.00    0.00   78.79

01:54:27 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:28 AM  all   45.26    0.08   10.06    0.17    0.00    0.00    0.00    0.00    0.00   44.43
01:54:28 AM    0   26.26    1.01    8.08    0.00    0.00    0.00    0.00    0.00    0.00   64.65
01:54:28 AM    1   36.36    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   51.52
01:54:28 AM    2   53.06    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   40.82
01:54:28 AM    3   38.00    0.00   13.00    0.00    0.00    0.00    0.00    0.00    0.00   49.00
01:54:28 AM    4   41.41    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   51.52
01:54:28 AM    5   85.86    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00    9.09
01:54:28 AM    6   28.71    0.00   15.84    0.00    0.00    0.00    0.00    0.00    0.00   55.45
01:54:28 AM    7   59.41    0.00    7.92    0.99    0.00    0.00    0.00    0.00    0.00   31.68
01:54:28 AM    8   65.66    0.00   15.15    0.00    0.00    0.00    0.00    0.00    0.00   19.19
01:54:28 AM    9   31.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   60.00
01:54:28 AM   10   41.84    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   50.00
01:54:28 AM   11   36.00    0.00   13.00    1.00    0.00    0.00    0.00    0.00    0.00   50.00

01:54:28 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:29 AM  all   22.80    0.00    9.81    0.67    0.00    0.00    0.00    0.00    0.00   66.72
01:54:29 AM    0   13.13    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   75.76
01:54:29 AM    1   59.60    0.00   13.13    0.00    0.00    0.00    0.00    0.00    0.00   27.27
01:54:29 AM    2   25.00    0.00    6.00    2.00    0.00    0.00    0.00    0.00    0.00   67.00
01:54:29 AM    3   24.24    0.00   13.13    2.02    0.00    0.00    0.00    0.00    0.00   60.61
01:54:29 AM    4   25.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   70.00
01:54:29 AM    5   11.00    0.00    6.00    2.00    0.00    0.00    0.00    0.00    0.00   81.00
01:54:29 AM    6   11.11    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   78.79
01:54:29 AM    7   33.33    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   56.57
01:54:29 AM    8   18.81    0.00   13.86    0.99    0.00    0.00    0.00    0.00    0.00   66.34
01:54:29 AM    9   16.00    0.00   17.00    0.00    0.00    0.00    0.00    0.00    0.00   67.00
01:54:29 AM   10   17.17    0.00    7.07    1.01    0.00    0.00    0.00    0.00    0.00   74.75
01:54:29 AM   11   19.39    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   75.51

01:54:29 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:30 AM  all   51.10    0.00   13.51    0.08    0.00    0.17    0.00    0.00    0.00   35.14
01:54:30 AM    0   59.00    0.00   15.00    0.00    0.00    0.00    0.00    0.00    0.00   26.00
01:54:30 AM    1   64.65    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   26.26
01:54:30 AM    2   51.96    0.00   10.78    0.00    0.00    1.96    0.00    0.00    0.00   35.29
01:54:30 AM    3   63.27    0.00    9.18    0.00    0.00    0.00    0.00    0.00    0.00   27.55
01:54:30 AM    4   36.00    0.00   21.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
01:54:30 AM    5   52.00    0.00   13.00    0.00    0.00    0.00    0.00    0.00    0.00   35.00
01:54:30 AM    6   44.79    0.00   10.42    0.00    0.00    0.00    0.00    0.00    0.00   44.79
01:54:30 AM    7   52.58    0.00    8.25    0.00    0.00    0.00    0.00    0.00    0.00   39.18
01:54:30 AM    8   49.48    0.00    7.22    0.00    0.00    0.00    0.00    0.00    0.00   43.30
01:54:30 AM    9   57.00    0.00   10.00    1.00    0.00    0.00    0.00    0.00    0.00   32.00
01:54:30 AM   10   44.90    0.00   29.59    0.00    0.00    0.00    0.00    0.00    0.00   25.51
01:54:30 AM   11   37.11    0.00   18.56    0.00    0.00    0.00    0.00    0.00    0.00   44.33

01:54:30 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:31 AM  all   41.72    0.00   10.77    0.17    0.00    0.00    0.00    0.00    0.00   47.35
01:54:31 AM    0   30.21    0.00    7.29    0.00    0.00    0.00    0.00    0.00    0.00   62.50
01:54:31 AM    1   48.51    0.00    8.91    0.99    0.00    0.00    0.00    0.00    0.00   41.58
01:54:31 AM    2   35.71    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   57.14
01:54:31 AM    3   25.51    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   68.37
01:54:31 AM    4   26.26    0.00   29.29    0.00    0.00    0.00    0.00    0.00    0.00   44.44
01:54:31 AM    5   55.10    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   36.73
01:54:31 AM    6   52.53    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   40.40
01:54:31 AM    7   51.00    0.00   13.00    1.00    0.00    0.00    0.00    0.00    0.00   35.00
01:54:31 AM    8   52.00    0.00   16.00    0.00    0.00    0.00    0.00    0.00    0.00   32.00
01:54:31 AM    9   34.34    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   53.54
01:54:31 AM   10   37.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   57.00
01:54:31 AM   11   51.49    0.00    7.92    0.00    0.00    0.00    0.00    0.00    0.00   40.59

01:54:31 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:32 AM  all   26.88    0.00   11.50    0.34    0.00    0.00    0.00    0.00    0.00   61.28
01:54:32 AM    0   24.74    0.00    8.25    0.00    0.00    0.00    0.00    0.00    0.00   67.01
01:54:32 AM    1   12.37    0.00    9.28    0.00    0.00    0.00    0.00    0.00    0.00   78.35
01:54:32 AM    2   18.00    0.00   15.00    1.00    0.00    0.00    0.00    0.00    0.00   66.00
01:54:32 AM    3   50.00    0.00    5.88    0.98    0.00    0.00    0.00    0.00    0.00   43.14
01:54:32 AM    4   12.37    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   76.29
01:54:32 AM    5   11.11    0.00   10.10    1.01    0.00    0.00    0.00    0.00    0.00   77.78
01:54:32 AM    6   20.20    0.00   13.13    1.01    0.00    0.00    0.00    0.00    0.00   65.66
01:54:32 AM    7   78.22    0.00   11.88    0.00    0.00    0.00    0.00    0.00    0.00    9.90
01:54:32 AM    8   24.74    0.00   18.56    0.00    0.00    0.00    0.00    0.00    0.00   56.70
01:54:32 AM    9   26.00    0.00   17.00    0.00    0.00    0.00    0.00    0.00    0.00   57.00
01:54:32 AM   10   13.68    0.00    6.32    0.00    0.00    0.00    0.00    0.00    0.00   80.00
01:54:32 AM   11   28.28    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   60.61

01:54:32 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
01:54:33 AM  all   48.14    0.00   11.49    0.25    0.00    0.08    0.00    0.00    0.00   40.03
01:54:33 AM    0   46.94    0.00   16.33    0.00    0.00    1.02    0.00    0.00    0.00   35.71
01:54:33 AM    1   25.00    0.00   21.00    1.00    0.00    0.00    0.00    0.00    0.00   53.00
01:54:33 AM    2   43.00    0.00   12.00    0.00    0.00    0.00    0.00    0.00    0.00   45.00
01:54:33 AM    3   33.33    0.00   24.24    0.00    0.00    0.00    0.00    0.00    0.00   42.42
01:54:33 AM    4   76.77    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   21.21
01:54:33 AM    5   59.00    0.00    6.00    1.00    0.00    0.00    0.00    0.00    0.00   34.00
01:54:33 AM    6   52.58    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   37.11
01:54:33 AM    7   38.14    0.00    2.06    1.03    0.00    0.00    0.00    0.00    0.00   58.76
01:54:33 AM    8   51.02    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   36.73
01:54:33 AM    9   39.18    0.00    8.25    0.00    0.00    0.00    0.00    0.00    0.00   52.58
