# started_at=2025-12-14T01:53:18+03:00
# cmd: vmstat 1
# app_pid=1101786

procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 10749536 1087176 8279352    0    0     0   552 22882 41656 36 15 49  0  0
10  0      0 10749536 1087176 8279352    0    0     0   428 17224 33021 26 13 60  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   964 21855 42550 28 13 58  1  0
 3  0      0 10749536 1087176 8279352    0    0     0  2440 19372 29906 47 12 41  0  0
 5  1      0 10749536 1087176 8279352    0    0     0   572 18146 28737 46 11 43  1  0
19  0      0 10749536 1087176 8279352    0    0     0  1000 17320 31677 31 11 57  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   600 20393 35377 49 15 36  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   788 17800 28850 46 11 42  1  0
 6  0      0 10749536 1087176 8279352    0    0     0   636 16871 26863 46 11 42  0  0
14  0      0 10749536 1087176 8279352    0    0     0   752 18897 39960 27 13 60  1  0
11  0      0 10749536 1087176 8279352    0    0     0   404 19418 37314 51 13 36  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   436 18036 30157 41 12 45  1  0
 7  1      0 10749536 1087176 8279352    0    0     0   280 16349 27272 46  9 45  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   888 19559 32585 48 15 37  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   572 19220 37272 28 12 59  1  0
16  1      0 10749536 1087176 8279352    0    0     0  2344 20150 40750 35 13 51  1  0
13  0      0 10749536 1087176 8279352    0    0     0   360 17607 25385 54 10 36  0  0
11  0      0 10749536 1087176 8279352    0    0     0   344 18617 31596 48 12 39  0  0
 4  3      0 10749536 1087176 8279352    0    0     0 26668 24276 35647 28 13 56  3  0
 6  0      0 10749536 1087176 8279352    0    0     0   492 16117 25392 44  7 48  1  0
 5  0      0 10749536 1087176 8279352    0    0     0  2236 21168 46387 28 16 55  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15  0      0 10749536 1087176 8279352    0    0     0   768 20547 33238 50 12 37  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   292 18799 30173 52 12 35  0  0
 4  1      0 10749536 1087176 8279352    0    0     0   844 17837 31375 26 10 63  1  0
12  0      0 10749536 1087176 8279352    0    0     0   632 16906 34791 42 13 44  1  0
16  0      0 10749536 1087176 8279352    0    0     0   364 20400 33469 43 14 42  1  0
 7  1      0 10749536 1087176 8279352    0    0     0   624 18670 28554 35 10 55  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   284 17912 27484 44 10 45  0  0
15  0      0 10749536 1087176 8279352    0    0     0   712 18911 36698 29 13 58  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   620 17550 26378 42 10 47  0  0
 8  0      0 10749536 1087176 8279352    0    0     0  2224 18615 36791 27 11 62  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   928 24792 32613 46 15 38  0  0
10  0      0 10749536 1087176 8279352    0    0     0   876 36477 40859 34 19 47  1  0
 9  1      0 10749536 1087176 8279352    0    0     0   600 19389 31991 43 14 42  1  0
 7  0      0 10749536 1087176 8279352    0    0     0   612 17406 31096 25  8 67  0  0
14  0      0 10749536 1087176 8279352    0    0     0  1668 17646 35880 30 13 57  1  0
 6  0      0 10749536 1087176 8279352    0    0     0   372 19542 29995 40 11 49  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   764 18202 36487 27 13 59  1  0
15  0      0 10749536 1087176 8279352    0    0     0   404 18226 27736 47  8 44  0  0
 5  0      0 10749536 1087176 8279352    0    0     0 14016 18722 29844 43 14 42  0  0
 9  0      0 10749536 1087176 8279352    0    0     0   860 21186 44869 26 14 58  1  0
21  0      0 10749536 1087176 8279352    0    0     0  1412 18674 30098 49 10 41  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0      0 10749536 1087176 8279352    0    0     0   304 16199 24897 55 11 33  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   836 19787 36213 35 14 51  1  0
 5  0      0 10749536 1087176 8279352    0    0     0  4664 18208 27925 45 10 45  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   392 17200 28661 46 10 44  0  0
10  0      0 10749536 1087176 8279352    0    0     0   784 19171 39118 26 11 62  1  0
14  0      0 10749536 1087176 8279352    0    0     0   280 18472 27967 46 11 43  0  0
23  0      0 10749536 1087176 8279352    0    0     0 15120 22489 40172 51 13 35  2  0
 5  0      0 10749536 1087176 8279352    0    0     0   704 18333 29194 47 13 40  0  0
11  0      0 10749536 1087176 8279352    0    0     0  1236 22490 46288 51 18 29  1  0
 8  0      0 10749536 1087176 8279352    0    0     0   816 20052 36593 48 12 40  1  0
14  0      0 10749536 1087176 8279352    0    0     0   244 15329 27476 43  9 48  0  0
16  0      0 10749536 1087176 8279352    0    0     0   776 16894 29702 42 10 47  0  0
12  0      0 10749536 1087176 8279352    0    0     0  2404 20702 36507 40 16 43  1  0
15  0      0 10749536 1087176 8279352    0    0     0   356 20861 37951 46 14 40  0  0
14  0      0 10749536 1087176 8279352    0    0     0   308 16060 28492 51 11 39  0  0
11  0      0 10749536 1087176 8279352    0    0     0   592 20968 37616 46 14 39  1  0
 7  0      0 10749536 1087176 8279352    0    0     0   604 15876 29545 47 11 42  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1608 19143 33630 44 11 45  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  1096 19598 39991 26 15 59  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   380 17000 30520 25 11 64  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   392 18367 28685 46 11 43  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 10749536 1087176 8279352    0    0     0   644 18996 32822 48 10 41  0  0
10  0      0 10749536 1087176 8279352    0    0     0 12684 22014 44193 29 18 52  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   796 15910 32655 43 11 45  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   340 20932 29821 48 10 41  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   860 19314 40027 29 15 55  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   760 18355 37595 26 13 61  1  0
16  1      0 10749536 1087176 8279352    0    0     0   484 17086 29527 34 12 54  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  2432 23101 41565 37 12 50  1  0
 4  0      0 10749536 1087176 8279352    0    0     0  1776 21279 38502 45 14 40  1  0
 5  0      0 10749536 1087176 8279352    0    0     0  1388 17469 33883 25 13 61  1  0
 7  0      0 10749536 1087176 8279352    0    0     0  1776 21825 42303 53 16 31  1  0
 5  0      0 10749536 1087176 8279352    0    0     0  1316 20134 37291 47 13 39  1  0
12  0      0 10749536 1087176 8279352    0    0     0  1688 17473 34021 48 13 38  1  0
23  1      0 10749536 1087176 8279352    0    0     0  1332 19935 36883 49 13 37  1  0
15  1      0 10749536 1087176 8279352    0    0     0  1276 17733 29844 45 11 43  0  0
 3  1      0 10749536 1087176 8279352    0    0     0  1364 16587 30398 45 12 42  1  0
13  1      0 10749536 1087176 8279352    0    0     0  8256 22215 36713 47 15 37  1  0
 4  0      0 10749536 1087176 8279352    0    0     0  2632 19798 33783 53 10 36  0  0
 5  1      0 10749536 1087176 8279352    0    0     0  3088 23252 52124 31 18 49  2  0
 9  0      0 10749536 1087176 8279352    0    0     0  1812 21078 35894 47 13 39  1  0
 9  1      0 10749536 1087176 8279352    0    0     0  1400 18890 32905 47 12 40  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15  0      0 10749536 1087176 8279352    0    0     0 17092 23298 48540 37 16 46  1  0
11  0      0 10749536 1087176 8279352    0    0     0   732 21136 40516 51 15 34  1  0
11  0      0 10749536 1087176 8279352    0    0     0   452 18727 31173 46 13 41  0  0
16  0      0 10749536 1087176 8279352    0    0     0   696 16919 29675 53 11 36  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   768 18767 37217 47 15 38  1  0
 4  0      0 10749536 1087176 8279352    0    0     0  6608 21833 39751 29 15 55  1  0
 4  0      0 10749536 1087176 8279352    0    0     0  2908 22222 39798 45 12 43  1  0
 8  0      0 10749536 1087176 8279352    0    0     0   544 27080 39666 26 15 58  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   552 30456 30786 47 16 36  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   504 18379 35184 24 12 63  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   836 22862 37923 49 15 35  1  0
10  0      0 10749536 1087176 8279352    0    0     0  1700 20366 45399 33 13 53  1  0
11  0      0 10749536 1087176 8279352    0    0     0   672 18622 33368 52 14 34  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   576 19101 32226 38 11 51  1  0
 4  0      0 10749536 1087176 8279352    0    0     0  1072 19206 35704 48 14 38  1  0
 7  0      0 10749536 1087176 8279352    0    0     0   684 19569 35052 47 14 39  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   964 20837 42126 27 13 59  1  0
11  0      0 10749536 1087176 8279352    0    0     0  1532 18457 30879 52 12 37  0  0
11  0      0 10749536 1087176 8279352    0    0     0   840 18447 33234 52 12 35  0  0
11  0      0 10749536 1087176 8279352    0    0     0   448 18964 35940 47 14 38  0  0
22  0      0 10749536 1087176 8279352    0    0     0   688 21599 33355 46 15 39  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0      0 10749536 1087176 8279352    0    0     0 17764 21143 33749 50 11 39  1  0
 7  0      0 10749536 1087176 8279352    0    0     0  1080 21010 38696 46 16 38  1  0
 5  0      0 10749536 1087176 8279352    0    0     0  1796 18360 30917 46 11 42  0  0
17  0      0 10749536 1087176 8279352    0    0     0 14860 26127 48713 29 14 55  2  0
12  1      0 10749536 1087176 8279352    0    0     0  1584 22417 50983 56 21 22  1  0
11  0      0 10749536 1087176 8279352    0    0     0  1588 20815 51298 64 22 13  1  0
 7  0      0 10749536 1087176 8279352    0    0     0  1924 25717 60102 36 16 47  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   764 18160 35092 28 12 60  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   824 20389 38354 47 17 35  1  0
 6  0      0 10749536 1087176 8279352    0    0     0   448 20034 39097 46 11 42  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   624 19218 37436 29 13 58  1  0
 5  0      0 10749536 1087176 8279352    0    0     0  1148 23116 47337 49 16 35  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   948 18832 35394 26 11 63  1  0
10  0      0 10749536 1087176 8279352    0    0     0   656 18060 35885 30 10 59  1  0
12  0      0 10749536 1087176 8279352    0    0     0  4836 20960 37505 48 16 35  1  0
 5  0      0 10749536 1087176 8279352    0    0     0  1116 21155 37339 49 16 35  1  0
15  0      0 10749536 1087176 8279352    0    0     0   512 15483 28917 41 10 49  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   476 20871 32787 49 12 39  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1392 19940 47651 51 21 27  1  0
10  0      0 10749536 1087176 8279352    0    0     0   756 19964 39042 49 11 39  0  0
 5  1      0 10749536 1087176 8279352    0    0     0   776 21974 39640 31 15 53  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0      0 10749536 1087176 8279352    0    0     0   784 20035 44047 39 16 44  1  0
 9  1      0 10749536 1087176 8279352    0    0     0   492 20902 36353 38 14 47  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   976 20071 42088 27 11 61  1  0
 8  1      0 10749536 1087176 8279352    0    0     0 19868 21237 32521 46 14 39  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   536 18473 33829 47 13 40  0  0
15  0      0 10749536 1087176 8279352    0    0     0   940 19886 36425 49 13 37  0  0
11  0      0 10749536 1087176 8279352    0    0     0   848 17558 33427 52 15 33  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   756 18743 32786 42 10 47  1  0
 5  0      0 10749536 1087176 8279352    0    0     0  3024 18711 36954 29 13 57  0  0
12  0      0 10749536 1087176 8279352    0    0     0   632 19122 36417 34 10 56  0  0
16  0      0 10749536 1087176 8279352    0    0     0   596 19498 28653 57 13 30  0  0
12  0      0 10749536 1087176 8279352    0    0     0   588 18340 31946 44 14 42  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   836 20030 34538 38 12 49  1  0
 6  0      0 10749536 1087176 8279352    0    0     0  7764 21756 33725 47 12 41  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   716 18847 37579 24 12 63  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   476 18851 32836 50 12 37  0  0
11  0      0 10749536 1087176 8279352    0    0     0   872 20653 43640 31 14 54  1  0
18  0      0 10749536 1087176 8279352    0    0     0   400 19980 34362 45 12 43  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  1760 19739 36104 49 15 36  1  0
12  0      0 10749536 1087176 8279352    0    0     0  2288 20162 36598 55 12 34  0  0
 6  0      0 10749536 1087176 8279352    0    0     0   540 19078 35631 28 12 60  1  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 10749536 1087176 8279352    0    0     0  1388 22896 48172 51 20 28  1  0
 7  1      0 10749536 1087176 8279352    0    0     0   652 18855 34960 47 14 39  0  0
 3  0      0 10749536 1087176 8279352    0    0     0   508 18123 33678 28 12 60  0  0
12  0      0 10749536 1087176 8279352    0    0     0 18624 19348 35297 47 14 37  1  0
 7  0      0 10749536 1087176 8279352    0    0     0   952 29086 36590 48 15 36  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   304 28766 29714 24 13 63  0  0
 4  0      0 10749536 1087176 8279352    0    0     0   716 20667 43397 26 14 59  1  0
 4  0      0 10749536 1087176 8279352    0    0     0   948 20798 35878 45 15 39  0  0
12  0      0 10749536 1087176 8279352    0    0     0  2940 19127 37515 48 13 39  1  0
 5  0      0 10749536 1087176 8279352    0    0     0   588 19919 37354 48 13 39  0  0
 4  0      0 10749536 1087176 8279352    0    0     0  1352 20513 45027 30 18 51  1  0
 7  0      0 10749536 1087176 8279352    0    0     0   540 19214 32165 48 11 41  1  0
 3  0      0 10749536 1087176 8279352    0    0     0   504 16696 30080 46 10 43  0  0
 5  0      0 10749536 1087176 8279352    0    0     0  1160 21611 46378 30 15 54  1  0
 6  0      0 10749536 1087176 8279352    0    0     0   684 19325 32602 47 14 38  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   728 19445 33227 46 10 44  0  0
11  0      0 10749536 1087176 8279352    0    0     0   812 20317 39608 31 12 56  1  0
14  0      0 10749536 1087176 8279352    0    0     0  1472 22389 55142 44 18 38  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1296 23411 49148 51 14 35  0  0
19  0      0 10749536 1087176 8279352    0    0     0  4468 19671 34101 51 12 37  0  0
19  0      0 10749536 1087176 8279352    0    0     0  1208 18909 35906 49 14 37  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
25  1      0 10749536 1087176 8279352    0    0     0  1836 19844 41484 61 16 23  0  0
14  0      0 10749536 1087176 8279352    0    0     0 30568 24704 48684 49 17 33  1  0
14  0      0 10749536 1087176 8279352    0    0     0  1164 23765 37957 49 14 37  0  0
 5  0      0 10749536 1087176 8279352    0    0     0   892 20861 44741 29 16 55  0  0
23  0      0 10749536 1087176 8279352    0    0     0   828 21853 45072 27 11 63  0  0
15  0      0 10749536 1087176 8279352    0    0     0  2240 25268 49390 48 16 36  0  0
10  0      0 10749536 1087176 8279352    0    0     0  2284 23857 57620 50 16 34  0  0
11  0      0 10749536 1087176 8279352    0    0     0   688 18929 32955 47 11 42  0  0
 6  0      0 10749536 1087176 8279352    0    0     0  1212 22808 52470 49 20 30  0  0
12  1      0 10749536 1087176 8279352    0    0     0   868 21604 36200 54 14 32  0  0
 7  0      0 10749536 1087176 8279352    0    0     0   564 18056 30458 49 12 39  0  0
 7  0      0 10749536 1087176 8279352    0    0     0  9136 19215 38587 29 11 59  0  0
12  0      0 10749536 1087176 8279352    0    0     0   768 20123 36364 49 16 34  0  0
 8  0      0 10749536 1087176 8279352    0    0     0   656 17785 35798 25 13 61  0  0
