# started_at=2025-12-14T01:53:18+03:00
# cmd: pidstat -u -t -p 1101786 1
# app_pid=1101786

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

01:53:18 AM   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:17:33 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:34 AM 174209043   1101786         -    6.00    0.00    0.00    0.00    6.00     8  app_linux_amd64
02:17:34 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:34 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:34 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:34 AM 174209043         -   1101791    6.00    0.00    0.00    0.00    6.00     1  |__app_linux_amd64
02:17:34 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:34 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:34 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:34 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:34 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:34 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:34 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:35 AM 174209043   1101786         -    3.00    0.00    0.00    0.00    3.00     8  app_linux_amd64
02:17:35 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:35 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:17:35 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:35 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     1  |__app_linux_amd64
02:17:35 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:35 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:35 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:35 AM 174209043         -   1109455    3.00    0.00    0.00    0.00    3.00     8  |__app_linux_amd64
02:17:35 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:17:35 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:35 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:36 AM 174209043   1101786         -    6.00    0.00    0.00    0.00    6.00     8  app_linux_amd64
02:17:36 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:36 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:36 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:36 AM 174209043         -   1101791    1.00    0.00    0.00    0.00    1.00    10  |__app_linux_amd64
02:17:36 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:36 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:36 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:36 AM 174209043         -   1109455    2.00    0.00    0.00    2.00    2.00    11  |__app_linux_amd64
02:17:36 AM 174209043         -   1110564    3.00    0.00    0.00    0.00    3.00     8  |__app_linux_amd64
02:17:36 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:36 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:37 AM 174209043   1101786         -    5.00    0.00    0.00    0.00    5.00     8  app_linux_amd64
02:17:37 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:37 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:37 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:37 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:17:37 AM 174209043         -   1101792    0.00    0.00    0.00    1.00    0.00     0  |__app_linux_amd64
02:17:37 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:37 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:37 AM 174209043         -   1109455    1.00    0.00    0.00    0.00    1.00     0  |__app_linux_amd64
02:17:37 AM 174209043         -   1110564    4.00    0.00    0.00    1.00    4.00     0  |__app_linux_amd64
02:17:37 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:37 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:38 AM 174209043   1101786         -    3.00    0.00    0.00    0.00    3.00     8  app_linux_amd64
02:17:38 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:38 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:38 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:38 AM 174209043         -   1101791    2.00    0.00    0.00    0.00    2.00     1  |__app_linux_amd64
02:17:38 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:38 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:38 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:38 AM 174209043         -   1109455    1.00    0.00    0.00    0.00    1.00    11  |__app_linux_amd64
02:17:38 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:38 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:38 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:39 AM 174209043   1101786         -    3.00    0.00    0.00    0.00    3.00     8  app_linux_amd64
02:17:39 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:39 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:39 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:39 AM 174209043         -   1101791    3.00    0.00    0.00    0.00    3.00     0  |__app_linux_amd64
02:17:39 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:39 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:39 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:39 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:39 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:39 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:39 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:40 AM 174209043   1101786         -    3.00    0.00    0.00    0.00    3.00     8  app_linux_amd64
02:17:40 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:40 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:40 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:40 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:17:40 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:40 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:40 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:40 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:40 AM 174209043         -   1110564    2.00    0.00    0.00    1.00    2.00    10  |__app_linux_amd64
02:17:40 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:40 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:41 AM 174209043   1101786         -    3.00    0.00    0.00    0.00    3.00     8  app_linux_amd64
02:17:41 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:41 AM 174209043         -   1101788    0.00    1.00    0.00    0.00    1.00     9  |__app_linux_amd64
02:17:41 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:41 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:17:41 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:41 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:41 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:41 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:41 AM 174209043         -   1110564    3.00    0.00    0.00    0.00    3.00     7  |__app_linux_amd64
02:17:41 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:41 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:42 AM 174209043   1101786         -    6.00    0.00    0.00    0.00    6.00     8  app_linux_amd64
02:17:42 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:42 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:42 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:42 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:42 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:42 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:42 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:42 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:17:42 AM 174209043         -   1110564    6.00    0.00    0.00    0.00    6.00     6  |__app_linux_amd64
02:17:42 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:42 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:43 AM 174209043   1101786         -    2.00    0.00    0.00    0.00    2.00     8  app_linux_amd64
02:17:43 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:43 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:43 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:43 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:43 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:43 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:43 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:43 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:43 AM 174209043         -   1110564    2.00    0.00    0.00    0.00    2.00    11  |__app_linux_amd64
02:17:43 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:43 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:44 AM 174209043   1101786         -    4.00    0.00    0.00    0.00    4.00     8  app_linux_amd64
02:17:44 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:44 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:17:44 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:44 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:44 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:44 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:44 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:44 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:44 AM 174209043         -   1110564    3.00    0.00    0.00    0.00    3.00     7  |__app_linux_amd64
02:17:44 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:44 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:45 AM 174209043   1101786         -    5.00    0.00    0.00    0.00    5.00     8  app_linux_amd64
02:17:45 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:45 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     2  |__app_linux_amd64
02:17:45 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:45 AM 174209043         -   1101791    0.00    0.00    0.00    1.00    0.00     6  |__app_linux_amd64
02:17:45 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:45 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:45 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:45 AM 174209043         -   1109455    1.00    0.00    0.00    0.00    1.00     6  |__app_linux_amd64
02:17:45 AM 174209043         -   1110564    4.00    0.00    0.00    1.00    4.00     7  |__app_linux_amd64
02:17:45 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:45 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:46 AM 174209043   1101786         -    3.00    0.00    0.00    0.00    3.00     8  app_linux_amd64
02:17:46 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:46 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:46 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:46 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:46 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:46 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:46 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:46 AM 174209043         -   1109455    2.00    0.00    0.00    0.00    2.00     0  |__app_linux_amd64
02:17:46 AM 174209043         -   1110564    1.00    0.00    0.00    0.00    1.00     6  |__app_linux_amd64
02:17:46 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:46 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:47 AM 174209043   1101786         -    3.00    1.00    0.00    0.00    4.00     8  app_linux_amd64
02:17:47 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:47 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     2  |__app_linux_amd64
02:17:47 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:47 AM 174209043         -   1101791    3.00    0.00    0.00    0.00    3.00     4  |__app_linux_amd64
02:17:47 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:17:47 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:47 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:47 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:47 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     2  |__app_linux_amd64
02:17:47 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:47 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:48 AM 174209043   1101786         -    5.00    0.00    0.00    0.00    5.00     8  app_linux_amd64
02:17:48 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:48 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     2  |__app_linux_amd64
02:17:48 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:48 AM 174209043         -   1101791    3.00    0.00    0.00    0.00    3.00     8  |__app_linux_amd64
02:17:48 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:17:48 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:48 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:48 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:48 AM 174209043         -   1110564    2.00    1.00    0.00    0.00    3.00     4  |__app_linux_amd64
02:17:48 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:48 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:49 AM 174209043   1101786         -    3.00    0.00    0.00    0.00    3.00     8  app_linux_amd64
02:17:49 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:49 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00     7  |__app_linux_amd64
02:17:49 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:49 AM 174209043         -   1101791    3.00    0.00    0.00    1.00    3.00     7  |__app_linux_amd64
02:17:49 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00     4  |__app_linux_amd64
02:17:49 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:49 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:49 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:49 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:49 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:49 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:50 AM 174209043   1101786         -    3.00    0.00    0.00    0.00    3.00     8  app_linux_amd64
02:17:50 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:50 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     1  |__app_linux_amd64
02:17:50 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:50 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:17:50 AM 174209043         -   1101792    2.00    0.00    0.00    0.00    2.00     4  |__app_linux_amd64
02:17:50 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:50 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:50 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:50 AM 174209043         -   1110564    1.00    0.00    0.00    0.00    1.00     6  |__app_linux_amd64
02:17:50 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:50 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:51 AM 174209043   1101786         -    3.00    0.00    0.00    0.00    3.00     8  app_linux_amd64
02:17:51 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:51 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:17:51 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:51 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:17:51 AM 174209043         -   1101792    3.00    0.00    0.00    1.00    3.00     6  |__app_linux_amd64
02:17:51 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:51 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:51 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:51 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:17:51 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:51 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:52 AM 174209043   1101786         -    3.00    0.00    0.00    0.00    3.00     8  app_linux_amd64
02:17:52 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:52 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     1  |__app_linux_amd64
02:17:52 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:52 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00     6  |__app_linux_amd64
02:17:52 AM 174209043         -   1101792    3.00    0.00    0.00    0.00    3.00     4  |__app_linux_amd64
02:17:52 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:52 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:52 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     0  |__app_linux_amd64
02:17:52 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00    10  |__app_linux_amd64
02:17:52 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:52 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:53 AM 174209043   1101786         -    6.00    0.00    0.00    0.00    6.00     8  app_linux_amd64
02:17:53 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:53 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00     2  |__app_linux_amd64
02:17:53 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:53 AM 174209043         -   1101791    3.00    0.00    0.00    0.00    3.00     8  |__app_linux_amd64
02:17:53 AM 174209043         -   1101792    1.00    0.00    0.00    1.00    1.00     3  |__app_linux_amd64
02:17:53 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:53 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:53 AM 174209043         -   1109455    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:53 AM 174209043         -   1110564    1.00    0.00    0.00    0.00    1.00     3  |__app_linux_amd64
02:17:53 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:53 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:54 AM 174209043   1101786         -    3.00    0.00    0.00    0.00    3.00     8  app_linux_amd64
02:17:54 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:54 AM 174209043         -   1101788    0.00    0.00    0.00    1.00    0.00     2  |__app_linux_amd64
02:17:54 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:54 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:54 AM 174209043         -   1101792    2.00    0.00    0.00    0.00    2.00    11  |__app_linux_amd64
02:17:54 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:54 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:54 AM 174209043         -   1109455    1.00    0.00    0.00    0.00    1.00     2  |__app_linux_amd64
02:17:54 AM 174209043         -   1110564    2.00    0.00    0.00    1.00    2.00     8  |__app_linux_amd64
02:17:54 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:54 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:55 AM 174209043   1101786         -    3.00    0.00    0.00    0.00    3.00     8  app_linux_amd64
02:17:55 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
02:17:55 AM 174209043         -   1101788    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:55 AM 174209043         -   1101789    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:55 AM 174209043         -   1101791    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:55 AM 174209043         -   1101792    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:55 AM 174209043         -   1108705    0.00    0.00    0.00    0.00    0.00     7  |__app_linux_amd64
02:17:55 AM 174209043         -   1108706    0.00    0.00    0.00    0.00    0.00    11  |__app_linux_amd64
02:17:55 AM 174209043         -   1109455    2.00    0.00    0.00    0.00    2.00    11  |__app_linux_amd64
02:17:55 AM 174209043         -   1110564    0.00    0.00    0.00    0.00    0.00     9  |__app_linux_amd64
02:17:55 AM 174209043         -   1117362    0.00    0.00    0.00    0.00    0.00     3  |__app_linux_amd64
02:17:55 AM 174209043         -   1124788    0.00    0.00    0.00    0.00    0.00     5  |__app_linux_amd64
02:17:56 AM 174209043   1101786         -    3.00    0.00    0.00    0.00    3.00     8  app_linux_amd64
02:17:56 AM 174209043         -   1101786    0.00    0.00    0.00    0.00    0.00     8  |__app_linux_amd64
