# started_at=2025-12-14T01:53:18+03:00
# cmd: sar -q 1
# app_pid=1101786

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

01:53:18 AM   runq-sz  plist-sz   ldavg-1   ldavg-5  ldavg-15   blocked
02:05:01 AM        12      1780     12.01      8.78      6.60         0
02:05:02 AM         8      1783     12.01      8.78      6.60         0
02:05:03 AM         4      1784     12.01      8.78      6.60         0
02:05:04 AM        16      1782     11.60      8.75      6.60         0
02:05:05 AM        19      1782     11.60      8.75      6.60         1
02:05:06 AM         2      1784     11.60      8.75      6.60         1
02:05:07 AM         6      1784     11.60      8.75      6.60         0
02:05:08 AM         3      1761     11.60      8.75      6.60         0
02:05:09 AM         5      1762     10.91      8.66      6.58         0
02:05:10 AM         5      1766     10.91      8.66      6.58         0
02:05:11 AM         3      1759     10.91      8.66      6.58         0
02:05:12 AM         5      1758     10.91      8.66      6.58         0
02:05:13 AM         5      1763     10.91      8.66      6.58         0
02:05:14 AM         5      1757     10.28      8.56      6.56         0
02:05:15 AM         3      1756     10.28      8.56      6.56         0
02:05:16 AM         2      1758     10.28      8.56      6.56         0
02:05:17 AM         4      1761     10.28      8.56      6.56         0
02:05:18 AM         2      1759     10.28      8.56      6.56         0
02:05:19 AM         4      1759      9.94      8.52      6.56         0
02:05:20 AM         4      1760      9.94      8.52      6.56         0
02:05:21 AM         3      1757      9.94      8.52      6.56         0
02:05:22 AM         2      1758      9.94      8.52      6.56         0
02:05:23 AM         4      1761      9.94      8.52      6.56         0
02:05:24 AM         5      1780     10.26      8.61      6.60         0
02:05:25 AM         5      1778     10.26      8.61      6.60         0
02:05:26 AM         2      1777     10.26      8.61      6.60         0
02:05:27 AM         6      1770     10.26      8.61      6.60         0
02:05:28 AM         5      1760     10.26      8.61      6.60         0
02:05:29 AM         7      1759     10.40      8.67      6.63         1
02:05:30 AM         4      1771     10.40      8.67      6.63         0
02:05:31 AM         6      1774     10.40      8.67      6.63         0
02:05:32 AM         5      1771     10.40      8.67      6.63         0
02:05:33 AM         9      1773     10.40      8.67      6.63         0
02:05:34 AM         4      1776     10.45      8.71      6.65         0
02:05:35 AM        12      1765     10.45      8.71      6.65         0
02:05:36 AM        14      1778     10.45      8.71      6.65         0
02:05:37 AM        15      1773     10.45      8.71      6.65         0
02:05:38 AM        11      1777     10.45      8.71      6.65         0
02:05:39 AM        13      1783     10.58      8.76      6.68         0
02:05:40 AM        22      1785     10.58      8.76      6.68         0
02:05:41 AM        11      1787     10.58      8.76      6.68         0
02:05:42 AM        17      1794     10.58      8.76      6.68         1
02:05:43 AM        16      1790     10.58      8.76      6.68         0
02:05:44 AM        10      1788     10.85      8.85      6.72         0
02:05:45 AM        17      1788     10.85      8.85      6.72         0
02:05:46 AM        25      1790     10.85      8.85      6.72         0
02:05:47 AM        11      1789     10.85      8.85      6.72         0
02:05:48 AM        12      1783     10.85      8.85      6.72         1
02:05:49 AM        10      1785     11.18      8.95      6.76         0
02:05:50 AM        16      1788     11.18      8.95      6.76         0
02:05:51 AM         4      1789     11.18      8.95      6.76         0
02:05:52 AM         5      1789     11.18      8.95      6.76         0
02:05:53 AM         4      1788     11.18      8.95      6.76         0
02:05:54 AM         3      1788     12.13      9.19      6.85         0
02:05:55 AM        16      1789     12.13      9.19      6.85         1
02:05:56 AM        20      1785     12.13      9.19      6.85         0
02:05:57 AM         8      1787     12.13      9.19      6.85         0
02:05:58 AM         8      1798     12.13      9.19      6.85         1
02:05:59 AM        15      1797     13.56      9.53      6.97         1
02:06:00 AM        22      1816     13.56      9.53      6.97         0
02:06:01 AM        13      1813     13.56      9.53      6.97         0
02:06:02 AM        22      1809     13.56      9.53      6.97         0
02:06:03 AM        11      1797     13.56      9.53      6.97         0
02:06:04 AM        10      1782     13.19      9.52      6.99         0
02:06:05 AM         5      1772     13.19      9.52      6.99         0
02:06:06 AM         7      1766     13.19      9.52      6.99         0
02:06:07 AM         5      1766     13.19      9.52      6.99         0
02:06:08 AM         5      1768     13.19      9.52      6.99         0
02:06:09 AM         3      1767     12.54      9.45      6.98         0
02:06:10 AM         4      1769     12.54      9.45      6.98         0
02:06:11 AM         5      1769     12.54      9.45      6.98         0
02:06:12 AM         5      1765     12.54      9.45      6.98         0
02:06:13 AM         8      1766     12.54      9.45      6.98         0
02:06:14 AM         7      1769     11.77      9.34      6.95         0
02:06:15 AM         4      1772     11.77      9.34      6.95         1
02:06:16 AM        14      1769     11.77      9.34      6.95         1
02:06:17 AM        18      1769     11.77      9.34      6.95         0
02:06:18 AM        10      1767     11.77      9.34      6.95         0
02:06:19 AM         3      1774     11.07      9.23      6.93         0
02:06:20 AM         6      1768     11.07      9.23      6.93         1
02:06:21 AM         5      1773     11.07      9.23      6.93         0
02:06:22 AM         8      1782     11.07      9.23      6.93         0
02:06:23 AM         8      1786     11.07      9.23      6.93         0
02:06:24 AM         4      1785     10.34      9.11      6.91         0
02:06:25 AM         6      1795     10.34      9.11      6.91         0
02:06:26 AM         7      1782     10.34      9.11      6.91         0
02:06:27 AM         6      1795     10.34      9.11      6.91         0
02:06:28 AM         4      1795     10.34      9.11      6.91         0
02:06:29 AM         4      1799     10.16      9.10      6.91         0
02:06:30 AM        17      1803     10.16      9.10      6.91         0
02:06:31 AM         5      1796     10.16      9.10      6.91         0
02:06:32 AM         3      1797     10.16      9.10      6.91         0
02:06:33 AM         4      1802     10.16      9.10      6.91         0
02:06:34 AM        16      1822     11.03      9.29      6.99         0
02:06:35 AM         4      1818     11.03      9.29      6.99         0
02:06:36 AM         7      1801     11.03      9.29      6.99         0
02:06:37 AM        10      1799     11.03      9.29      6.99         0
02:06:38 AM         3      1799     11.03      9.29      6.99         0
02:06:39 AM         7      1800     11.98      9.52      7.07         0
02:06:40 AM         6      1798     11.98      9.52      7.07         1
02:06:41 AM         5      1800     11.98      9.52      7.07         0
02:06:42 AM        13      1800     11.98      9.52      7.07         0
02:06:43 AM         7      1802     11.98      9.52      7.07         0
02:06:44 AM         6      1802     12.47      9.66      7.13         0
02:06:45 AM         7      1782     12.47      9.66      7.13         0
02:06:46 AM         5      1776     12.47      9.66      7.13         1
02:06:47 AM         6      1773     12.47      9.66      7.13         0
02:06:48 AM         7      1767     12.47      9.66      7.13         0
02:06:49 AM        10      1766     12.35      9.68      7.15         0
02:06:50 AM        13      1774     12.35      9.68      7.15         0
02:06:51 AM        12      1766     12.35      9.68      7.15         0
02:06:52 AM        10      1765     12.35      9.68      7.15         0
02:06:53 AM        10      1766     12.35      9.68      7.15         0
02:06:54 AM        19      1771     12.48      9.76      7.19         1
02:06:55 AM         4      1784     12.48      9.76      7.19         0
02:06:56 AM        15      1785     12.48      9.76      7.19         0
02:06:57 AM        12      1769     12.48      9.76      7.19         0
02:06:58 AM        12      1759     12.48      9.76      7.19         0
02:06:59 AM        11      1763     12.28      9.76      7.21         0
02:07:00 AM        21      1768     12.28      9.76      7.21         0
02:07:01 AM        10      1764     12.28      9.76      7.21         0
02:07:02 AM         9      1776     12.28      9.76      7.21         0
02:07:03 AM         4      1771     12.28      9.76      7.21         1
02:07:04 AM         3      1774     11.54      9.65      7.18         0
02:07:05 AM         4      1776     11.54      9.65      7.18         0
02:07:06 AM        16      1783     11.54      9.65      7.18         0
02:07:07 AM        16      1783     11.54      9.65      7.18         0
02:07:08 AM         9      1783     11.54      9.65      7.18         0
02:07:09 AM        14      1789     11.82      9.74      7.23         0
02:07:10 AM         9      1790     11.82      9.74      7.23         0
02:07:11 AM        13      1786     11.82      9.74      7.23         0
02:07:12 AM        19      1789     11.82      9.74      7.23         0
02:07:13 AM         3      1795     11.82      9.74      7.23         0
02:07:14 AM         4      1797     11.19      9.64      7.21         0
02:07:15 AM         7      1796     11.19      9.64      7.21         0
02:07:16 AM         6      1796     11.19      9.64      7.21         0
02:07:17 AM         2      1799     11.19      9.64      7.21         0
02:07:18 AM         4      1800     11.19      9.64      7.21         0
02:07:19 AM        11      1798     13.42     10.13      7.38         0
02:07:20 AM         5      1799     13.42     10.13      7.38         0
02:07:21 AM        11      1799     13.42     10.13      7.38         0
02:07:22 AM        13      1797     13.42     10.13      7.38         0
02:07:23 AM         7      1796     13.42     10.13      7.38         1
02:07:24 AM        28      1800     15.15     10.54      7.53         0
02:07:25 AM        21      1805     15.15     10.54      7.53         0
02:07:26 AM         6      1797     15.15     10.54      7.53         1
02:07:27 AM         3      1797     15.15     10.54      7.53         0
02:07:28 AM         5      1799     15.15     10.54      7.53         1
02:07:29 AM         6      1788     15.21     10.63      7.57         0
02:07:30 AM         9      1785     15.21     10.63      7.57         0
02:07:31 AM        15      1797     15.21     10.63      7.57         0
02:07:32 AM        15      1774     15.21     10.63      7.57         0
02:07:33 AM        11      1770     15.21     10.63      7.57         0
02:07:34 AM        11      1772     14.96     10.66      7.60         0
02:07:35 AM        10      1770     14.96     10.66      7.60         0
02:07:36 AM        14      1769     14.96     10.66      7.60         0
02:07:37 AM        13      1772     14.96     10.66      7.60         0
02:07:38 AM         5      1772     14.96     10.66      7.60         0
02:07:39 AM        14      1774     14.96     10.73      7.64         0
02:07:40 AM         4      1772     14.96     10.73      7.64         0
02:07:41 AM         3      1779     14.96     10.73      7.64         0
02:07:42 AM         9      1777     14.96     10.73      7.64         0
02:07:43 AM        14      1788     14.96     10.73      7.64         0
02:07:44 AM        14      1779     14.64     10.73      7.66         0
02:07:45 AM         7      1788     14.64     10.73      7.66         0
02:07:46 AM         5      1786     14.64     10.73      7.66         1
02:07:47 AM         6      1790     14.64     10.73      7.66         0
02:07:48 AM        10      1785     14.64     10.73      7.66         0
02:07:49 AM        12      1805     14.59     10.79      7.69         0
02:07:50 AM        13      1801     14.59     10.79      7.69         0
02:07:51 AM         9      1802     14.59     10.79      7.69         0
02:07:52 AM        14      1805     14.59     10.79      7.69         0
02:07:53 AM        14      1803     14.59     10.79      7.69         0
02:07:54 AM        10      1805     13.74     10.68      7.67         0
02:07:55 AM         6      1803     13.74     10.68      7.67         0
02:07:56 AM         2      1800     13.74     10.68      7.67         0
02:07:57 AM         3      1803     13.74     10.68      7.67         0
02:07:58 AM         5      1803     13.74     10.68      7.67         0
02:07:59 AM        28      1826     15.13     11.01      7.79         0
02:08:00 AM         2      1819     15.13     11.01      7.79         0
02:08:01 AM        27      1822     15.13     11.01      7.79         0
02:08:02 AM        18      1808     15.13     11.01      7.79         0
02:08:03 AM         7      1803     15.13     11.01      7.79         0
02:08:04 AM         6      1807     16.00     11.26      7.89         1
02:08:05 AM         3      1804     16.00     11.26      7.89         0
02:08:06 AM        19      1805     16.00     11.26      7.89         0
02:08:07 AM        13      1804     16.00     11.26      7.89         0
02:08:08 AM         7      1804     16.00     11.26      7.89         0
02:08:09 AM         4      1804     16.72     11.49      7.99         0
02:08:10 AM         4      1806     16.72     11.49      7.99         0
02:08:11 AM         3      1803     16.72     11.49      7.99         0
02:08:12 AM        11      1787     16.72     11.49      7.99         0
02:08:13 AM         5      1774     16.72     11.49      7.99         0
02:08:14 AM         7      1774     16.72     11.49      7.99         0
02:08:15 AM        13      1774     16.34     11.50      8.01         1
02:08:16 AM        17      1775     16.34     11.50      8.01         0
02:08:17 AM        10      1773     16.34     11.50      8.01         0
02:08:18 AM        10      1773     16.34     11.50      8.01         0
02:08:19 AM         5      1772     16.34     11.50      8.01         0
02:08:20 AM         8      1776     15.59     11.43      8.00         0
02:08:21 AM         4      1772     15.59     11.43      8.00         0
02:08:22 AM        14      1772     15.59     11.43      8.00         0
02:08:23 AM        13      1774     15.59     11.43      8.00         0
02:08:24 AM        20      1773     15.59     11.43      8.00         1
02:08:25 AM         4      1770     15.14     11.40      8.01         0
02:08:26 AM        13      1780     15.14     11.40      8.01         0
02:08:27 AM         3      1777     15.14     11.40      8.01         0
02:08:28 AM        11      1777     15.14     11.40      8.01         0
02:08:29 AM        11      1778     15.14     11.40      8.01         0
02:08:30 AM         2      1788     14.33     11.29      8.00         0
02:08:31 AM        19      1781     14.33     11.29      8.00         0
02:08:32 AM        15      1784     14.33     11.29      8.00         0
02:08:33 AM         5      1786     14.33     11.29      8.00         0
02:08:34 AM         3      1813     14.33     11.29      8.00         0
02:08:35 AM        14      1818     13.66     11.21      7.98         0
02:08:36 AM         5      1840     13.66     11.21      7.98         0
02:08:37 AM         6      1834     13.66     11.21      7.98         0
02:08:38 AM         4      1835     13.66     11.21      7.98         0
02:08:39 AM         4      1817     13.66     11.21      7.98         0
02:08:40 AM        21      1821     12.97     11.10      7.97         0
02:08:41 AM        17      1817     12.97     11.10      7.97         0
02:08:42 AM        24      1824     12.97     11.10      7.97         0
02:08:43 AM         2      1819     12.97     11.10      7.97         0
02:08:44 AM         3      1818     12.97     11.10      7.97         0
02:08:45 AM         9      1818     14.01     11.35      8.07         0
02:08:46 AM         5      1819     14.01     11.35      8.07         0
02:08:47 AM        36      1817     14.01     11.35      8.07         0
02:08:48 AM        26      1815     14.01     11.35      8.07         1
02:08:49 AM        15      1807     14.01     11.35      8.07         0
02:08:50 AM        17      1806     15.21     11.64      8.18         0
02:08:51 AM         6      1808     15.21     11.64      8.18         0
02:08:52 AM        20      1809     15.21     11.64      8.18         0
02:08:53 AM        18      1786     15.21     11.64      8.18         0
02:08:54 AM         5      1769     15.21     11.64      8.18         1
02:08:55 AM         6      1767     15.60     11.78      8.24         0
02:08:56 AM         3      1762     15.60     11.78      8.24         0
02:08:57 AM        20      1765     15.60     11.78      8.24         1
02:08:58 AM        13      1767     15.60     11.78      8.24         0
02:08:59 AM         5      1762     15.60     11.78      8.24         0
02:09:00 AM         4      1761     15.15     11.75      8.25         0
02:09:01 AM        10      1760     15.15     11.75      8.25         0
02:09:02 AM         9      1762     15.15     11.75      8.25         0
02:09:03 AM        11      1760     15.15     11.75      8.25         0
02:09:04 AM         4      1761     15.15     11.75      8.25         0
02:09:05 AM         8      1762     14.34     11.64      8.23         0
02:09:06 AM         3      1772     14.34     11.64      8.23         0
02:09:07 AM        10      1770     14.34     11.64      8.23         0
02:09:08 AM        26      1772     14.34     11.64      8.23         0
02:09:09 AM        11      1774     14.34     11.64      8.23         0
02:09:10 AM         6      1815     14.71     11.76      8.29         0
02:09:11 AM         8      1809     14.71     11.76      8.29         0
02:09:12 AM        11      1797     14.71     11.76      8.29         0
02:09:13 AM        15      1800     14.71     11.76      8.29         0
02:09:14 AM        15      1801     14.71     11.76      8.29         0
02:09:15 AM         3      1802     14.25     11.72      8.30         0
02:09:16 AM        14      1805     14.25     11.72      8.30         0
02:09:17 AM         5      1806     14.25     11.72      8.30         0
02:09:18 AM         6      1811     14.25     11.72      8.30         0
02:09:19 AM         2      1809     14.25     11.72      8.30         0
02:09:20 AM        21      1807     13.27     11.56      8.26         0
02:09:21 AM         5      1807     13.27     11.56      8.26         0
02:09:22 AM         3      1808     13.27     11.56      8.26         0
02:09:23 AM         3      1806     13.27     11.56      8.26         0
02:09:24 AM        10      1806     13.27     11.56      8.26         0
02:09:25 AM        30      1807     13.01     11.53      8.27         0
02:09:26 AM        29      1808     13.01     11.53      8.27         0
02:09:27 AM        29      1806     13.01     11.53      8.27         0
02:09:28 AM        39      1808     13.01     11.53      8.27         0
02:09:29 AM        11      1806     13.01     11.53      8.27         0
02:09:30 AM         4      1808     14.53     11.87      8.40         0
02:09:31 AM        13      1805     14.53     11.87      8.40         0
02:09:32 AM        18      1806     14.53     11.87      8.40         0
02:09:33 AM        13      1808     14.53     11.87      8.40         1
02:09:34 AM        11      1808     14.53     11.87      8.40         0
02:09:35 AM        12      1807     16.49     12.32      8.56         0
02:09:36 AM         8      1804     16.49     12.32      8.56         0
02:09:37 AM         8      1807     16.49     12.32      8.56         0
02:09:38 AM         5      1811     16.49     12.32      8.56         0
02:09:39 AM         4      1809     16.49     12.32      8.56         0
02:09:40 AM         8      1785     17.49     12.60      8.67         0
02:09:41 AM         6      1788     17.49     12.60      8.67         0
02:09:42 AM         9      1786     17.49     12.60      8.67         0
02:09:43 AM         4      1772     17.49     12.60      8.67         0
02:09:44 AM         3      1776     17.49     12.60      8.67         0
02:09:45 AM         4      1769     16.81     12.54      8.68         0
02:09:46 AM         3      1767     16.81     12.54      8.68         0
02:09:47 AM         6      1770     16.81     12.54      8.68         0
02:09:48 AM         1      1766     16.81     12.54      8.68         0
02:09:49 AM         3      1768     16.81     12.54      8.68         0
02:09:50 AM        14      1769     15.86     12.41      8.66         0
02:09:51 AM        11      1770     15.86     12.41      8.66         0
02:09:52 AM        10      1768     15.86     12.41      8.66         0
02:09:53 AM         4      1769     15.86     12.41      8.66         0
02:09:54 AM         6      1772     15.86     12.41      8.66         0
02:09:55 AM         3      1776     14.99     12.29      8.64         0
02:09:56 AM         7      1785     14.99     12.29      8.64         0
02:09:57 AM         3      1777     14.99     12.29      8.64         0
02:09:58 AM        11      1783     14.99     12.29      8.64         0
02:09:59 AM         6      1780     14.99     12.29      8.64         0
02:10:00 AM         5      1776     14.03     12.13      8.61         2
02:10:01 AM        10      1799     14.03     12.13      8.61         0
02:10:02 AM        23      1798     14.03     12.13      8.61         0
02:10:03 AM        10      1799     14.03     12.13      8.61         0
02:10:04 AM        16      1817     14.03     12.13      8.61         0
02:10:05 AM         7      1795     15.15     12.40      8.71         0
02:10:06 AM         6      1798     15.15     12.40      8.71         0
02:10:07 AM         2      1793     15.15     12.40      8.71         0
02:10:08 AM         6      1795     15.15     12.40      8.71         0
02:10:09 AM        20      1793     15.15     12.40      8.71         0
02:10:10 AM         3      1792     15.86     12.59      8.79         0
02:10:11 AM        16      1793     15.86     12.59      8.79         0
02:10:12 AM        16      1805     15.86     12.59      8.79         0
02:10:13 AM        11      1826     15.86     12.59      8.79         0
02:10:14 AM         3      1813     15.86     12.59      8.79         0
02:10:15 AM        14      1795     15.87     12.65      8.83         0
02:10:16 AM        27      1795     15.87     12.65      8.83         0
02:10:17 AM        15      1799     15.87     12.65      8.83         0
02:10:18 AM        30      1800     15.87     12.65      8.83         0
02:10:19 AM        18      1800     15.87     12.65      8.83         0
02:10:20 AM         6      1798     15.48     12.62      8.84         1
02:10:21 AM        33      1796     15.48     12.62      8.84         0
02:10:22 AM        10      1796     15.48     12.62      8.84         0
02:10:23 AM        25      1798     15.48     12.62      8.84         1
02:10:24 AM         3      1796     15.48     12.62      8.84         0
02:10:25 AM        14      1796     16.80     12.94      8.97         0
02:10:26 AM         3      1797     16.80     12.94      8.97         0
02:10:27 AM         3      1797     16.80     12.94      8.97         0
02:10:28 AM        11      1796     16.80     12.94      8.97         0
02:10:29 AM         3      1795     16.80     12.94      8.97         0
02:10:30 AM        22      1799     17.78     13.21      9.08         0
02:10:31 AM         4      1793     17.78     13.21      9.08         1
02:10:32 AM        14      1794     17.78     13.21      9.08         0
02:10:33 AM        11      1801     17.78     13.21      9.08         0
02:10:34 AM        14      1757     17.78     13.21      9.08         0
02:10:35 AM        12      1755     19.16     13.57      9.22         0
02:10:36 AM         2      1753     19.16     13.57      9.22         0
02:10:37 AM        14      1756     19.16     13.57      9.22         0
02:10:38 AM        10      1754     19.16     13.57      9.22         0
02:10:39 AM         3      1758     19.16     13.57      9.22         0
02:10:40 AM        17      1762     18.03     13.43      9.19         0
02:10:41 AM        13      1755     18.03     13.43      9.19         0
02:10:42 AM         9      1757     18.03     13.43      9.19         0
02:10:43 AM         3      1759     18.03     13.43      9.19         0
02:10:44 AM        20      1770     18.03     13.43      9.19         0
02:10:45 AM         4      1789     17.86     13.47      9.23         0
02:10:46 AM         3      1786     17.86     13.47      9.23         0
02:10:47 AM        23      1777     17.86     13.47      9.23         0
02:10:48 AM         5      1784     17.86     13.47      9.23         0
02:10:49 AM         9      1773     17.86     13.47      9.23         1
02:10:50 AM         5      1784     16.75     13.31      9.20         1
02:10:51 AM         7      1785     16.75     13.31      9.20         0
02:10:52 AM         7      1782     16.75     13.31      9.20         0
02:10:53 AM         5      1782     16.75     13.31      9.20         0
02:10:54 AM         2      1790     16.75     13.31      9.20         0
02:10:55 AM         6      1802     15.73     13.16      9.17         0
02:10:56 AM        18      1792     15.73     13.16      9.17         0
02:10:57 AM         5      1797     15.73     13.16      9.17         0
02:10:58 AM         4      1809     15.73     13.16      9.17         0
02:10:59 AM         4      1813     15.73     13.16      9.17         0
02:11:00 AM         4      1809     15.03     13.06      9.16         0
02:11:01 AM         5      1810     15.03     13.06      9.16         0
02:11:02 AM        15      1809     15.03     13.06      9.16         0
02:11:03 AM        15      1806     15.03     13.06      9.16         0
02:11:04 AM         5      1810     15.03     13.06      9.16         0
02:11:05 AM        10      1810     14.07     12.89      9.13         0
02:11:06 AM        10      1808     14.07     12.89      9.13         0
02:11:07 AM         4      1812     14.07     12.89      9.13         1
02:11:08 AM        11      1831     14.07     12.89      9.13         1
02:11:09 AM         9      1829     14.07     12.89      9.13         0
02:11:10 AM        21      1812     13.66     12.82      9.13         1
02:11:11 AM         2      1812     13.66     12.82      9.13         0
02:11:12 AM         2      1813     13.66     12.82      9.13         0
02:11:13 AM        38      1811     13.66     12.82      9.13         1
02:11:14 AM         5      1810     13.66     12.82      9.13         1
02:11:15 AM         9      1817     14.25     12.96      9.19         0
02:11:16 AM         6      1813     14.25     12.96      9.19         0
02:11:17 AM        12      1811     14.25     12.96      9.19         0
02:11:18 AM         6      1812     14.25     12.96      9.19         0
02:11:19 AM         6      1814     14.25     12.96      9.19         0
02:11:20 AM        26      1792     15.03     13.14      9.27         1
02:11:21 AM         9      1789     15.03     13.14      9.27         0
02:11:22 AM         6      1770     15.03     13.14      9.27         0
02:11:23 AM        13      1772     15.03     13.14      9.27         0
02:11:24 AM         3      1770     15.03     13.14      9.27         0
02:11:25 AM         4      1769     15.75     13.32      9.35         0
02:11:26 AM         2      1770     15.75     13.32      9.35         0
02:11:27 AM         3      1769     15.75     13.32      9.35         0
02:11:28 AM         4      1769     15.75     13.32      9.35         0
02:11:29 AM         4      1774     15.75     13.32      9.35         0
02:11:30 AM         6      1769     15.13     13.23      9.34         1
02:11:31 AM         3      1769     15.13     13.23      9.34         0
02:11:32 AM         4      1773     15.13     13.23      9.34         0
02:11:33 AM         3      1772     15.13     13.23      9.34         0
02:11:34 AM         5      1775     15.13     13.23      9.34         0
02:11:35 AM         5      1775     14.32     13.10      9.32         1
02:11:36 AM         3      1772     14.32     13.10      9.32         0
02:11:37 AM         3      1779     14.32     13.10      9.32         0
02:11:38 AM         3      1777     14.32     13.10      9.32         0
02:11:39 AM         6      1792     14.32     13.10      9.32         1
02:11:40 AM        12      1802     14.13     13.08      9.33         0
02:11:41 AM        11      1812     14.13     13.08      9.33         0
02:11:42 AM         3      1794     14.13     13.08      9.33         0
02:11:43 AM         6      1797     14.13     13.08      9.33         0
02:11:44 AM         6      1804     14.13     13.08      9.33         0
02:11:45 AM         3      1808     13.56     12.98      9.32         0
02:11:46 AM         4      1800     13.56     12.98      9.32         0
02:11:47 AM        10      1805     13.56     12.98      9.32         0
02:11:48 AM         3      1809     13.56     12.98      9.32         1
02:11:49 AM        10      1820     13.56     12.98      9.32         0
02:11:50 AM         5      1812     12.95     12.86      9.30         0
02:11:51 AM         9      1809     12.95     12.86      9.30         0
02:11:52 AM         8      1811     12.95     12.86      9.30         0
02:11:53 AM        13      1813     12.95     12.86      9.30         1
02:11:54 AM         6      1818     12.95     12.86      9.30         0
02:11:55 AM         2      1813     12.40     12.75      9.29         0
02:11:56 AM         7      1811     12.40     12.75      9.29         0
02:11:57 AM         6      1814     12.40     12.75      9.29         0
02:11:58 AM        23      1802     12.40     12.75      9.29         0
02:11:59 AM         3      1801     12.40     12.75      9.29         0
02:12:00 AM        31      1797     12.53     12.77      9.31         0
02:12:01 AM         8      1797     12.53     12.77      9.31         0
02:12:02 AM         9      1798     12.53     12.77      9.31         0
02:12:03 AM        34      1796     12.53     12.77      9.31         0
02:12:04 AM         5      1796     12.53     12.77      9.31         1
02:12:05 AM        15      1802     12.24     12.71      9.31         1
02:12:06 AM         8      1796     12.24     12.71      9.31         1
02:12:07 AM         7      1797     12.24     12.71      9.31         0
02:12:08 AM        20      1797     12.24     12.71      9.31         0
02:12:09 AM        23      1797     12.24     12.71      9.31         1
02:12:10 AM        28      1822     13.43     12.94      9.40         1
02:12:11 AM         4      1815     13.43     12.94      9.40         0
02:12:12 AM        10      1818     13.43     12.94      9.40         0
02:12:13 AM         7      1801     13.43     12.94      9.40         0
02:12:14 AM         2      1801     13.43     12.94      9.40         0
02:12:15 AM        13      1799     14.35     13.14      9.49         1
02:12:16 AM         6      1801     14.35     13.14      9.49         0
02:12:17 AM         5      1764     14.35     13.14      9.49         0
02:12:18 AM         7      1761     14.35     13.14      9.49         0
02:12:19 AM         3      1772     14.35     13.14      9.49         0
02:12:20 AM         7      1773     15.29     13.36      9.58         1
02:12:21 AM         3      1773     15.29     13.36      9.58         0
02:12:22 AM         3      1771     15.29     13.36      9.58         0
02:12:23 AM         7      1773     15.29     13.36      9.58         0
02:12:24 AM         9      1774     15.29     13.36      9.58         0
02:12:25 AM        10      1770     14.86     13.30      9.58         0
02:12:26 AM        20      1774     14.86     13.30      9.58         0
02:12:27 AM        14      1775     14.86     13.30      9.58         0
02:12:28 AM         6      1773     14.86     13.30      9.58         0
02:12:29 AM        21      1781     14.86     13.30      9.58         1
02:12:30 AM        12      1780     14.07     13.16      9.55         0
02:12:31 AM         5      1790     14.07     13.16      9.55         0
02:12:32 AM         7      1790     14.07     13.16      9.55         0
02:12:33 AM         8      1793     14.07     13.16      9.55         0
02:12:34 AM        10      1790     14.07     13.16      9.55         0
02:12:35 AM        13      1812     13.59     13.08      9.55         0
02:12:36 AM         5      1815     13.59     13.08      9.55         0
02:12:37 AM         3      1809     13.59     13.08      9.55         1
02:12:38 AM        15      1803     13.59     13.08      9.55         0
02:12:39 AM         7      1808     13.59     13.08      9.55         0
02:12:40 AM         5      1810     12.98     12.96      9.53         0
02:12:41 AM        11      1813     12.98     12.96      9.53         1
02:12:42 AM        21      1813     12.98     12.96      9.53         0
02:12:43 AM         4      1822     12.98     12.96      9.53         0
02:12:44 AM        18      1818     12.98     12.96      9.53         0
02:12:45 AM         5      1813     13.46     13.06      9.58         0
02:12:46 AM         4      1812     13.46     13.06      9.58         0
02:12:47 AM         6      1815     13.46     13.06      9.58         0
02:12:48 AM         4      1819     13.46     13.06      9.58         0
02:12:49 AM        13      1807     13.46     13.06      9.58         0
02:12:50 AM        14      1817     13.58     13.09      9.61         0
02:12:51 AM        11      1813     13.58     13.09      9.61         0
02:12:52 AM        16      1814     13.58     13.09      9.61         0
02:12:53 AM        14      1816     13.58     13.09      9.61         0
02:12:54 AM         4      1812     13.58     13.09      9.61         0
02:12:55 AM         5      1812     13.70     13.12      9.64         0
02:12:56 AM         1      1810     13.70     13.12      9.64         0
02:12:57 AM        30      1812     13.70     13.12      9.64         1
02:12:58 AM         4      1812     13.70     13.12      9.64         0
02:12:59 AM        23      1812     13.70     13.12      9.64         1
02:13:00 AM         6      1813     14.52     13.30      9.71         0
02:13:01 AM         4      1813     14.52     13.30      9.71         0
02:13:02 AM         3      1814     14.52     13.30      9.71         0
02:13:03 AM        18      1810     14.52     13.30      9.71         1
02:13:04 AM        15      1821     14.52     13.30      9.71         0
02:13:05 AM        26      1789     16.88     13.81      9.90         0
02:13:06 AM        16      1770     16.88     13.81      9.90         0
02:13:07 AM         6      1774     16.88     13.81      9.90         1
02:13:08 AM         6      1776     16.88     13.81      9.90         0
02:13:09 AM         2      1770     16.88     13.81      9.90         0
02:13:10 AM         2      1768     17.69     14.03      9.99         0
02:13:11 AM         4      1767     17.69     14.03      9.99         0
02:13:12 AM        10      1770     17.69     14.03      9.99         0
02:13:13 AM        11      1781     17.69     14.03      9.99         0
02:13:14 AM         3      1790     17.69     14.03      9.99         1
