# started_at=2025-12-14T01:53:18+03:00
# cmd: pidstat -w -t -p 1101786 1
# app_pid=1101786

Linux 6.1.0-35-amd64 (WL-c5bd0aca) 	12/14/2025 	_x86_64_	(12 CPU)

01:53:18 AM   UID      TGID       TID   cswch/s nvcswch/s  Command
01:57:51 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:57:51 AM 174209043         -   1109455      1.00      0.00  |__app_linux_amd64
01:57:51 AM 174209043         -   1110564     32.00      1.00  |__app_linux_amd64
01:57:52 AM 174209043   1101786         -     90.00      1.00  app_linux_amd64
01:57:52 AM 174209043         -   1101786     90.00      1.00  |__app_linux_amd64
01:57:52 AM 174209043         -   1101788    289.00      0.00  |__app_linux_amd64
01:57:52 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:57:52 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:57:52 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:57:52 AM 174209043         -   1108705      2.00      0.00  |__app_linux_amd64
01:57:52 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:57:52 AM 174209043         -   1109455     16.00      0.00  |__app_linux_amd64
01:57:52 AM 174209043         -   1110564     98.00      3.00  |__app_linux_amd64
01:57:53 AM 174209043   1101786         -     78.00      1.00  app_linux_amd64
01:57:53 AM 174209043         -   1101786     78.00      1.00  |__app_linux_amd64
01:57:53 AM 174209043         -   1101788    155.00      0.00  |__app_linux_amd64
01:57:53 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:57:53 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:57:53 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:57:53 AM 174209043         -   1108705      0.00      0.00  |__app_linux_amd64
01:57:53 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:57:53 AM 174209043         -   1109455    113.00      4.00  |__app_linux_amd64
01:57:53 AM 174209043         -   1110564     18.00      1.00  |__app_linux_amd64
01:57:54 AM 174209043   1101786         -     76.00      1.00  app_linux_amd64
01:57:54 AM 174209043         -   1101786     76.00      1.00  |__app_linux_amd64
01:57:54 AM 174209043         -   1101788    229.00      0.00  |__app_linux_amd64
01:57:54 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:57:54 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:57:54 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:57:54 AM 174209043         -   1108705      4.00      0.00  |__app_linux_amd64
01:57:54 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:57:54 AM 174209043         -   1109455     52.00      2.00  |__app_linux_amd64
01:57:54 AM 174209043         -   1110564     39.00      0.00  |__app_linux_amd64
01:57:55 AM 174209043   1101786         -     60.00      5.00  app_linux_amd64
01:57:55 AM 174209043         -   1101786     60.00      5.00  |__app_linux_amd64
01:57:55 AM 174209043         -   1101788    328.00      0.00  |__app_linux_amd64
01:57:55 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:57:55 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:57:55 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:57:55 AM 174209043         -   1108705     66.00      1.00  |__app_linux_amd64
01:57:55 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:57:55 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
01:57:55 AM 174209043         -   1110564     50.00      4.00  |__app_linux_amd64
01:57:56 AM 174209043   1101786         -     49.00      4.00  app_linux_amd64
01:57:56 AM 174209043         -   1101786     49.00      4.00  |__app_linux_amd64
01:57:56 AM 174209043         -   1101788    258.00      0.00  |__app_linux_amd64
01:57:56 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:57:56 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:57:56 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:57:56 AM 174209043         -   1108705     53.00      3.00  |__app_linux_amd64
01:57:56 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:57:56 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
01:57:56 AM 174209043         -   1110564     74.00      2.00  |__app_linux_amd64
01:57:57 AM 174209043   1101786         -    102.00      5.00  app_linux_amd64
01:57:57 AM 174209043         -   1101786    102.00      5.00  |__app_linux_amd64
01:57:57 AM 174209043         -   1101788    179.00      0.00  |__app_linux_amd64
01:57:57 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:57:57 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:57:57 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:57:57 AM 174209043         -   1108705     17.00      0.00  |__app_linux_amd64
01:57:57 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:57:57 AM 174209043         -   1109455      0.00      0.00  |__app_linux_amd64
01:57:57 AM 174209043         -   1110564     80.00      3.00  |__app_linux_amd64
01:57:58 AM 174209043   1101786         -      6.00      0.00  app_linux_amd64
01:57:58 AM 174209043         -   1101786      6.00      0.00  |__app_linux_amd64
01:57:58 AM 174209043         -   1101788    206.00      1.00  |__app_linux_amd64
01:57:58 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:57:58 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:57:58 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:57:58 AM 174209043         -   1108705     51.00      0.00  |__app_linux_amd64
01:57:58 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:57:58 AM 174209043         -   1109455     66.00      0.00  |__app_linux_amd64
01:57:58 AM 174209043         -   1110564     27.00      0.00  |__app_linux_amd64
01:57:59 AM 174209043   1101786         -      1.00      0.00  app_linux_amd64
01:57:59 AM 174209043         -   1101786      1.00      0.00  |__app_linux_amd64
01:57:59 AM 174209043         -   1101788    232.00      0.00  |__app_linux_amd64
01:57:59 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:57:59 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:57:59 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:57:59 AM 174209043         -   1108705     83.00      0.00  |__app_linux_amd64
01:57:59 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:57:59 AM 174209043         -   1109455     87.00      2.00  |__app_linux_amd64
01:57:59 AM 174209043         -   1110564      9.00      0.00  |__app_linux_amd64
01:58:00 AM 174209043   1101786         -      0.00      0.00  app_linux_amd64
01:58:00 AM 174209043         -   1101786      0.00      0.00  |__app_linux_amd64
01:58:00 AM 174209043         -   1101788    112.00      0.00  |__app_linux_amd64
01:58:00 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:58:00 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:58:00 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:58:00 AM 174209043         -   1108705     13.00      0.00  |__app_linux_amd64
01:58:00 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:58:00 AM 174209043         -   1109455     72.00      4.00  |__app_linux_amd64
01:58:00 AM 174209043         -   1110564     74.00      3.00  |__app_linux_amd64
01:58:01 AM 174209043   1101786         -      5.00      0.00  app_linux_amd64
01:58:01 AM 174209043         -   1101786      5.00      0.00  |__app_linux_amd64
01:58:01 AM 174209043         -   1101788    247.00      0.00  |__app_linux_amd64
01:58:01 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:58:01 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:58:01 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:58:01 AM 174209043         -   1108705      3.00      0.00  |__app_linux_amd64
01:58:01 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:58:01 AM 174209043         -   1109455     93.00      2.00  |__app_linux_amd64
01:58:01 AM 174209043         -   1110564     84.00      1.00  |__app_linux_amd64
01:58:02 AM 174209043   1101786         -      3.00      0.00  app_linux_amd64
01:58:02 AM 174209043         -   1101786      3.00      0.00  |__app_linux_amd64
01:58:02 AM 174209043         -   1101788    169.00      0.00  |__app_linux_amd64
01:58:02 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:58:02 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:58:02 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:58:02 AM 174209043         -   1108705     74.00      0.00  |__app_linux_amd64
01:58:02 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:58:02 AM 174209043         -   1109455     92.00      0.00  |__app_linux_amd64
01:58:02 AM 174209043         -   1110564     64.00      0.00  |__app_linux_amd64
01:58:03 AM 174209043   1101786         -     81.00      0.00  app_linux_amd64
01:58:03 AM 174209043         -   1101786     81.00      0.00  |__app_linux_amd64
01:58:03 AM 174209043         -   1101788    168.00      0.00  |__app_linux_amd64
01:58:03 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:58:03 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:58:03 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:58:03 AM 174209043         -   1108705     11.00      0.00  |__app_linux_amd64
01:58:03 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:58:03 AM 174209043         -   1109455     97.00      0.00  |__app_linux_amd64
01:58:03 AM 174209043         -   1110564     14.00      3.00  |__app_linux_amd64
01:58:04 AM 174209043   1101786         -      4.00      0.00  app_linux_amd64
01:58:04 AM 174209043         -   1101786      4.00      0.00  |__app_linux_amd64
01:58:04 AM 174209043         -   1101788    196.00      1.00  |__app_linux_amd64
01:58:04 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:58:04 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:58:04 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:58:04 AM 174209043         -   1108705     10.00      0.00  |__app_linux_amd64
01:58:04 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:58:04 AM 174209043         -   1109455     71.00      0.00  |__app_linux_amd64
01:58:04 AM 174209043         -   1110564     74.00      2.00  |__app_linux_amd64
01:58:05 AM 174209043   1101786         -     51.00      5.00  app_linux_amd64
01:58:05 AM 174209043         -   1101786     51.00      5.00  |__app_linux_amd64
01:58:05 AM 174209043         -   1101788    361.00      2.00  |__app_linux_amd64
01:58:05 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:58:05 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:58:05 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:58:05 AM 174209043         -   1108705      2.00      0.00  |__app_linux_amd64
01:58:05 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:58:05 AM 174209043         -   1109455     63.00      2.00  |__app_linux_amd64
01:58:05 AM 174209043         -   1110564     91.00      3.00  |__app_linux_amd64
01:58:06 AM 174209043   1101786         -     55.00      0.00  app_linux_amd64
01:58:06 AM 174209043         -   1101786     55.00      0.00  |__app_linux_amd64
01:58:06 AM 174209043         -   1101788    190.00      0.00  |__app_linux_amd64
01:58:06 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:58:06 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:58:06 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:58:06 AM 174209043         -   1108705     13.00      4.00  |__app_linux_amd64
01:58:06 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:58:06 AM 174209043         -   1109455     61.00      0.00  |__app_linux_amd64
01:58:06 AM 174209043         -   1110564      2.00      0.00  |__app_linux_amd64
01:58:07 AM 174209043   1101786         -      2.00      0.00  app_linux_amd64
01:58:07 AM 174209043         -   1101786      2.00      0.00  |__app_linux_amd64
01:58:07 AM 174209043         -   1101788    153.00      0.00  |__app_linux_amd64
01:58:07 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:58:07 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:58:07 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:58:07 AM 174209043         -   1108705     12.00      1.00  |__app_linux_amd64
01:58:07 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:58:07 AM 174209043         -   1109455     95.00      7.00  |__app_linux_amd64
01:58:07 AM 174209043         -   1110564     86.00      0.00  |__app_linux_amd64
01:58:08 AM 174209043   1101786         -     73.00      0.00  app_linux_amd64
01:58:08 AM 174209043         -   1101786     73.00      0.00  |__app_linux_amd64
01:58:08 AM 174209043         -   1101788    232.00      0.00  |__app_linux_amd64
01:58:08 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:58:08 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:58:08 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:58:08 AM 174209043         -   1108705     17.00      0.00  |__app_linux_amd64
01:58:08 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:58:08 AM 174209043         -   1109455      7.00      1.00  |__app_linux_amd64
01:58:08 AM 174209043         -   1110564     89.00      3.00  |__app_linux_amd64
01:58:09 AM 174209043   1101786         -      5.00      0.00  app_linux_amd64
01:58:09 AM 174209043         -   1101786      5.00      0.00  |__app_linux_amd64
01:58:09 AM 174209043         -   1101788    293.00      0.00  |__app_linux_amd64
01:58:09 AM 174209043         -   1101789      0.00      0.00  |__app_linux_amd64
01:58:09 AM 174209043         -   1101791      0.00      0.00  |__app_linux_amd64
01:58:09 AM 174209043         -   1101792      0.00      0.00  |__app_linux_amd64
01:58:09 AM 174209043         -   1108705     67.00      2.00  |__app_linux_amd64
01:58:09 AM 174209043         -   1108706      0.00      0.00  |__app_linux_amd64
01:58:09 AM 174209043         -   1109455     11.00      0.00  |__app_linux_amd64
01:58:09 AM 174209043         -   1110564     52.00      1.00  |__app_linux_amd64
01:58:10 AM 174209043   1101786         -     63.00      0.00  app_linux_amd64
01:58:10 AM 174209043         -   1101786     63.00      0.00  |__app_linux_amd64
